,expId,Compound,tempNLSDf
759,2,Indapamide ,245.9718<>254.3256<>286.8124<>316.9788<>335.5427<>333.6863<>367.5654<>384.2729<>409.3342<>433.9314<>452.4953<>477.5566<>497.5128<>545.3149<>551.3481<>539.7457<>545.3149<>518.3972<>514.2203<>514.2203<>516.5408<>531.392<>553.2045<>613.5372<>602.863
760,2,Gimeracil,236.2258<>236.6899<>266.3921<>281.2433<>313.7301<>302.5917<>336.4709<>361.5322<>381.4884<>407.0137<>434.8596<>444.6057<>474.772<>513.2921<>519.7895<>534.1765<>525.3587<>504.0102<>504.4743<>488.2309<>514.6844<>513.7562<>552.7404<>566.6634<>628.3884
761,2,Thiabendazole,320.6916<>347.1451<>385.6653<>415.8316<>441.357<>417.688<>463.1696<>482.6617<>521.1818<>541.138<>582.4427<>582.4427<>585.2273<>614.4655<>613.5372<>584.2991<>579.194<>526.751<>549.4918<>524.8946<>529.9996<>555.0609<>625.1397<>606.5758<>678.975
762,2,Moxonidine,206.9876<>236.6899<>262.2152<>270.1049<>290.5252<>298.4149<>316.9788<>323.4761<>350.8579<>375.9192<>409.7983<>437.6442<>472.4515<>516.0767<>511.4357<>522.5741<>517.0049<>480.3412<>484.9822<>498.441<>499.8333<>497.5128<>515.6126<>564.3429<>568.0557
763,2,Enoxacin ,239.9386<>266.3921<>295.6303<>321.1557<>334.6145<>340.6478<>378.2397<>395.4113<>414.9034<>449.2466<>467.8105<>481.2694<>511.8998<>565.2711<>581.0504<>591.2606<>560.166<>543.4585<>580.1222<>567.5916<>589.4042<>612.145<>623.7474<>711.926<>724.9207
764,2,Cilazapril Monohydrate ,275.6741<>291.4534<>328.5812<>346.681<>371.7423<>350.8579<>398.66<>418.6162<>446.4621<>463.1696<>492.8718<>484.9822<>503.5461<>594.0452<>581.5145<>597.7579<>581.0504<>518.3972<>565.7352<>563.8788<>578.7299<>601.0066<>616.7859<>679.9033<>684.0801
765,2,Cefditoren Pivoxil,274.2818<>308.1609<>336.0068<>372.2064<>386.5934<>407.4778<>451.103<>461.7773<>488.2309<>510.0435<>541.6021<>585.2273<>580.5863<>619.1064<>613.5372<>612.6091<>609.8245<>612.145<>623.7474<>643.7036<>664.588<>706.8209<>749.5179<>767.1536<>807.9942
766,2,Almotriptan Malate,252.9333<>283.5638<>305.3763<>328.5812<>350.8579<>367.5654<>395.4113<>415.8316<>447.3903<>473.8438<>503.082<>502.1538<>528.1432<>575.4813<>598.222<>605.1835<>604.7194<>621.891<>627.9243<>642.7754<>650.6651<>702.644<>726.313<>731.4181<>782.4688
767,2,Empty,304.4482<>342.5042<>387.5216<>426.0417<>463.1696<>504.9384<>541.6021<>576.8735<>620.0346<>658.5547<>685.9365<>706.8209<>723.0643<>740.236<>788.9662<>799.1763<>783.8611<>761.5844<>813.5634<>821.9172<>816.8121<>853.4758<>863.2219<>872.0397<>902.2061
768,2,Empty,178.2135<>200.9543<>215.8055<>230.1925<>248.7564<>270.1049<>292.8457<>309.0891<>327.653<>339.7196<>358.2835<>389.8421<>425.5777<>484.054<>486.3745<>502.1538<>506.7948<>474.772<>486.8386<>487.3026<>483.5899<>496.5846<>495.6564<>471.9874<>542.5303
769,2,Ambrisentan,271.0331<>313.266<>332.7581<>358.2835<>389.8421<>436.2519<>471.5233<>504.9384<>552.2764<>588.0119<>628.8525<>633.9576<>662.2675<>668.7649<>637.2062<>670.6213<>614.0013<>600.5425<>610.7527<>633.4935<>619.1064<>629.3166<>620.4987<>669.229<>630.7089
770,2,Tetrahydropapaverine HCl,152.2241<>173.1085<>205.1312<>223.231<>252.4692<>294.238<>296.5585<>312.3378<>343.4323<>375.9192<>399.5882<>448.7825<>501.2256<>465.9542<>490.0872<>494.7282<>508.187<>515.1485<>497.5128<>517.9331<>500.7615<>493.3359<>530.9279<>662.2675<>547.6354
771,2,Imidapril HCl,319.7634<>371.7423<>416.2957<>463.1696<>499.8333<>543.9226<>569.912<>619.1064<>640.4549<>692.8979<>752.3025<>777.3638<>804.2814<>786.6457<>779.2202<>747.1974<>759.264<>756.9435<>750.9102<>755.0871<>776.4355<>769.9382<>760.1921<>903.5983<>835.8401
772,2,Aloin,252.9333<>276.1382<>312.8019<>327.653<>358.7476<>400.5164<>423.7213<>459.4568<>497.5128<>540.6739<>589.8683<>648.3446<>684.0801<>680.8314<>673.4059<>664.1239<>688.257<>690.5775<>690.1134<>691.0416<>718.4233<>696.6108<>728.6335<>821.9172<>787.5739
773,2,Dextrose,265.4639<>298.879<>346.681<>387.0575<>420.9367<>451.5671<>479.413<>525.3587<>568.0557<>611.2167<>631.173<>716.567<>722.1361<>710.5337<>712.8542<>708.2132<>715.1747<>699.8594<>680.3673<>718.4233<>708.2132<>730.0258<>740.236<>867.3987<>790.8226
774,2,Gastrodin,239.0103<>268.7126<>298.4149<>329.9735<>367.1013<>416.7598<>421.8649<>448.7825<>492.8718<>545.3149<>571.3044<>625.1397<>668.3008<>629.7807<>635.814<>665.5162<>660.4111<>652.0574<>647.4164<>671.5495<>694.7543<>676.1904<>659.0189<>853.9399<>730.954
775,2,AZD8330,242.7231<>274.7459<>314.6583<>331.8299<>365.709<>399.5882<>451.103<>471.0592<>501.6897<>518.8613<>542.9944<>553.6686<>610.7527<>575.4813<>555.525<>547.1713<>519.3254<>541.138<>482.1976<>492.8718<>464.5619<>433.4673<>436.2519<>464.5619<>419.5444
776,2,Quercetin,259.8947<>290.5252<>338.3273<>367.1013<>400.5164<>435.7878<>479.413<>483.1258<>519.7895<>560.166<>594.9733<>656.6984<>682.6878<>664.1239<>675.2623<>671.0854<>694.7543<>695.2184<>701.7158<>702.644<>705.8927<>667.3726<>773.1869<>865.5424<>792.679
777,2,LY2886721,228.3361<>252.0051<>283.5638<>304.4482<>326.2607<>366.6372<>398.1959<>428.3622<>466.4182<>505.4025<>535.5688<>576.8735<>620.0346<>621.4269<>622.8192<>632.1011<>632.5652<>633.4935<>622.8192<>614.4655<>620.0346<>620.0346<>618.1782<>740.236<>654.3779
778,2,Sodium Danshensu,303.5199<>355.963<>374.991<>409.7983<>440.4288<>484.5181<>513.7562<>550.884<>605.6476<>632.5652<>655.306<>716.1028<>750.9102<>728.1694<>706.3568<>727.2412<>753.2307<>722.6002<>746.7333<>717.9592<>693.3621<>723.5284<>754.1589<>861.8295<>758.7999
779,2,Dichlorphenamide,281.7073<>318.8352<>354.5707<>382.4166<>417.2239<>457.6004<>485.4463<>523.5023<>558.3096<>581.5145<>603.7912<>680.8314<>692.8979<>698.9312<>713.7823<>722.6002<>714.2465<>740.7<>739.3077<>732.3463<>737.4514<>745.341<>725.3848<>866.0064<>772.2587
780,2,Paeoniflorin,296.5585<>328.1171<>372.6705<>394.9472<>431.1468<>483.1258<>502.1538<>534.6406<>551.3481<>587.0837<>615.8577<>641.8472<>661.3393<>628.8525<>623.2833<>633.9576<>618.6423<>625.6038<>620.4987<>626.532<>608.8963<>619.1064<>618.1782<>780.6124<>661.3393
781,2,SB505124,232.513<>267.3203<>294.238<>300.7354<>331.8299<>391.6985<>394.019<>419.0803<>443.2134<>453.8876<>495.6564<>530.4637<>548.0995<>526.751<>504.0102<>486.8386<>481.2694<>484.054<>461.7773<>452.9594<>421.4008<>403.301<>394.4831<>401.4446<>355.0348
782,2,Apocynin,321.1557<>378.7038<>414.4393<>439.0365<>474.3079<>509.5793<>552.7404<>588.0119<>607.0399<>641.3831<>679.9033<>758.3358<>792.2149<>751.3743<>749.982<>754.623<>759.264<>774.5792<>773.1869<>794.9995<>799.1763<>782.9329<>847.4425<>882.7139<>865.5424
783,2,NVP-BHG712,175.8931<>181.4622<>187.4955<>197.2415<>208.844<>215.3414<>223.231<>222.3028<>223.6951<>213.9491<>195.8493<>184.7109<>162.8983<>123.9141<>103.9579<>83.5376<>72.86335<>68.68647<>52.44305<>48.26617<>43.62519<>41.7688<>37.12782<>64.50959<>29.23816
784,2,Equol,262.6794<>281.2433<>317.4429<>359.2117<>381.4884<>430.6827<>459.9209<>491.4795<>518.3972<>563.8788<>610.2886<>650.6651<>706.8209<>709.1414<>696.1467<>699.8594<>659.4829<>679.9033<>700.3235<>690.5775<>683.1519<>700.3235<>734.2027<>859.045<>819.5967
785,2,Irinotecan HCl Trihydrate,262.2152<>301.1995<>335.5427<>352.7143<>364.7809<>376.3833<>374.0628<>373.5987<>377.7756<>373.5987<>365.2449<>368.0295<>364.3167<>351.322<>345.7528<>329.5094<>298.4149<>290.5252<>276.6023<>264.9998<>239.0103<>215.8055<>193.5288<>179.1417<>160.1137
786,2,Clonidine HCl ,259.4307<>297.0226<>319.7634<>352.2502<>386.1293<>423.2572<>440.8929<>477.5566<>518.8613<>536.497<>571.7684<>621.4269<>653.9138<>640.919<>664.588<>645.0959<>664.588<>667.3726<>699.8594<>675.7264<>656.2343<>679.9033<>698.0031<>838.6247<>801.4968
787,2,PIK-294,259.8947<>267.7844<>293.3098<>315.1224<>345.2887<>367.5654<>394.019<>417.688<>449.7107<>472.4515<>494.7282<>505.4025<>543.4585<>551.3481<>592.1888<>563.4147<>550.884<>528.1432<>544.3867<>536.497<>539.7457<>537.8893<>562.4865<>602.863<>565.2711
788,2,Gallamine Triethiodide ,363.8527<>412.5829<>475.2361<>491.9436<>540.6739<>582.9068<>607.0399<>648.3446<>674.7982<>710.0696<>749.0538<>780.1484<>813.5634<>743.4846<>786.1816<>778.2919<>751.3743<>764.8331<>768.0818<>781.0765<>787.5739<>785.7175<>832.1273<>937.4775<>868.791
789,2,Palomid 529 (P529),310.4814<>342.0401<>378.2397<>409.3342<>435.3237<>482.6617<>495.6564<>526.2869<>569.4479<>624.6756<>671.0854<>696.6108<>736.5231<>713.7823<>720.2797<>755.5511<>746.7333<>737.9155<>713.3183<>693.8262<>697.5389<>677.1187<>692.4339<>757.4075<>729.0976
790,2,Milrinone,261.7511<>298.879<>331.3658<>356.4271<>377.3115<>408.406<>447.8543<>472.4515<>496.1205<>533.2484<>571.3044<>611.6808<>639.5267<>652.0574<>642.3113<>644.6318<>663.1957<>675.7264<>691.9698<>692.4339<>677.5828<>692.4339<>672.4777<>832.5914<>776.8997
791,2,PQ 401,300.2713<>323.4761<>358.7476<>391.6985<>423.7213<>474.3079<>482.1976<>512.8281<>546.7072<>578.2658<>613.5372<>623.2833<>653.4496<>641.3831<>631.173<>626.9961<>597.2938<>604.2553<>581.5145<>579.6581<>557.8455<>558.3096<>539.2816<>614.9296<>544.8508
792,2,CEP-32496,261.7511<>275.6741<>296.0944<>297.0226<>308.1609<>327.653<>323.9402<>335.5427<>332.7581<>320.2274<>310.0173<>298.879<>281.2433<>269.1767<>254.7897<>238.5462<>211.6286<>200.4902<>197.2415<>184.7109<>173.5726<>155.0087<>147.119<>135.9807<>124.3782
793,2,(-)-Huperzine A (HupA),220.9105<>251.0769<>293.3098<>320.2274<>346.681<>403.765<>404.2292<>441.357<>466.8824<>491.0154<>528.6074<>603.3271<>646.0241<>593.5811<>622.3551<>632.5652<>601.9348<>647.4164<>596.8297<>661.8034<>679.9033<>689.1852<>681.7596<>727.7053<>680.3673
794,2,Olopatadine HCl ,186.1032<>205.1312<>226.4797<>253.3974<>276.1382<>313.7301<>326.7248<>354.5707<>380.0961<>410.7265<>445.5338<>510.9716<>557.3814<>524.8946<>546.2431<>555.9891<>535.1047<>592.6528<>586.1555<>586.1555<>614.0013<>630.2448<>683.616<>774.1151<>719.8156
795,2,Apigenin,239.0103<>271.9613<>290.9893<>320.6916<>334.6145<>364.3167<>394.4831<>411.1906<>465.026<>499.8333<>548.0995<>596.3657<>660.4111<>673.4059<>686.4006<>683.616<>693.8262<>732.8104<>749.5179<>716.1028<>767.6177<>794.5354<>783.397<>878.073<>887.3549
796,2,Racecadotril ,236.6899<>273.3536<>295.1662<>327.653<>364.3167<>425.1136<>439.0365<>458.0645<>478.9489<>542.9944<>562.9506<>634.8857<>691.5057<>645.0959<>674.334<>660.4111<>687.7929<>699.3953<>697.5389<>709.6055<>721.2079<>723.9925<>743.0205<>894.3164<>824.7017
797,2,Bergenin,201.4184<>220.9105<>254.3256<>284.4919<>310.0173<>366.1731<>377.7756<>424.6494<>458.5286<>475.2361<>511.8998<>567.5916<>614.0013<>599.6143<>630.7089<>619.1064<>625.1397<>651.5933<>648.3446<>633.0294<>664.588<>718.4233<>698.0031<>802.425<>771.3305
798,2,Xylazine HCl,255.7179<>292.8457<>326.2607<>361.9962<>381.9525<>423.7213<>446.4621<>488.6949<>532.3201<>561.0942<>606.1117<>640.919<>681.2955<>706.3568<>708.6773<>674.7982<>697.0748<>687.3288<>717.4952<>734.6667<>753.2307<>733.7386<>793.6072<>831.6632<>810.3147
799,2,Cyclosporin A ,187.0314<>202.3466<>223.6951<>235.2976<>264.5357<>297.0226<>298.4149<>318.3711<>334.6145<>366.1731<>382.4166<>407.0137<>433.9314<>391.2344<>388.9139<>392.1626<>391.2344<>421.8649<>400.5164<>401.9087<>394.9472<>385.6653<>375.9192<>408.8701<>369.4218
800,2,Methacycline HCl,238.5462<>271.4972<>286.8124<>323.0121<>338.7914<>388.4498<>400.9805<>435.7878<>464.0978<>500.7615<>544.8508<>603.3271<>630.2448<>625.1397<>619.5705<>635.3499<>603.7912<>646.4882<>655.306<>650.6651<>652.0574<>696.6108<>713.7823<>833.9837<>773.1869
801,2,Fisetin,280.3151<>303.5199<>348.5374<>373.1346<>410.2624<>450.6389<>465.9542<>495.1923<>523.5023<>566.1993<>590.3323<>626.0679<>659.4829<>679.4391<>681.2955<>673.8699<>693.8262<>672.4777<>710.9978<>732.8104<>693.3621<>728.1694<>764.8331<>856.7245<>760.6563
802,2,Econazole nitrate ,264.0716<>307.2327<>332.294<>365.2449<>398.66<>458.0645<>460.8491<>488.6949<>505.4025<>538.8175<>576.8735<>630.2448<>638.1345<>603.7912<>594.5092<>591.7247<>624.2115<>640.4549<>640.919<>648.3446<>629.3166<>664.588<>653.4496<>755.5511<>705.8927
803,2,Hesperidin,207.9158<>235.2976<>266.3921<>291.9175<>313.7301<>360.604<>368.9577<>396.8036<>430.6827<>458.9927<>489.6231<>545.3149<>575.4813<>575.9453<>574.553<>602.863<>580.1222<>601.9348<>624.6756<>642.7754<>633.9576<>670.6213<>737.9155<>813.0993<>784.7893
804,2,Scopine,234.3694<>264.9998<>305.8404<>328.5812<>352.7143<>398.1959<>407.4778<>426.5059<>450.6389<>470.5951<>503.5461<>518.8613<>564.807<>553.6686<>571.7684<>567.5916<>554.5969<>558.3096<>577.3376<>579.6581<>581.0504<>580.5863<>601.9348<>696.1467<>647.4164
805,2,Limonin,172.1803<>199.562<>219.0542<>252.4692<>277.5305<>308.1609<>321.6198<>341.1118<>368.4936<>382.8806<>421.8649<>461.3132<>497.0487<>472.9156<>463.6337<>475.2361<>479.413<>497.9769<>488.2309<>503.082<>497.9769<>515.6126<>535.1047<>606.1117<>547.1713
806,2,Daphnetin,239.4744<>274.7459<>307.6968<>324.8684<>364.7809<>419.5444<>433.0032<>477.5566<>508.6512<>550.884<>576.8735<>615.3936<>652.0574<>626.0679<>632.5652<>608.4322<>606.5758<>619.1064<>650.201<>635.814<>682.2237<>687.3288<>733.2745<>799.1763<>814.0275
807,2,Nalidixic acid ,204.6671<>223.6951<>244.5795<>267.7844<>289.1329<>346.681<>354.5707<>375.9192<>411.1906<>443.6775<>481.2694<>556.4532<>585.6914<>603.7912<>601.4707<>625.6038<>629.3166<>624.2115<>644.6318<>659.4829<>682.6878<>708.2132<>740.236<>887.819<>775.0433
808,2,Amoxicillin Sodium,307.2327<>338.7914<>358.7476<>394.9472<>420.0085<>457.6004<>474.772<>500.7615<>505.8666<>571.3044<>586.1555<>618.6423<>652.5215<>645.56<>651.5933<>676.6545<>662.2675<>676.6545<>702.644<>712.8542<>738.3796<>738.3796<>734.6667<>815.8839<>827.0222
809,2,Oxymatrine,266.8562<>302.5917<>348.5374<>371.2782<>407.4778<>461.7773<>483.5899<>517.9331<>560.6301<>597.7579<>626.532<>685.0083<>743.0205<>713.7823<>717.9592<>723.5284<>716.1028<>739.3077<>714.7106<>730.0258<>747.1974<>779.2202<>791.7508<>946.2953<>820.5248
810,2,Phenacetin,260.8229<>297.4867<>342.0401<>351.322<>391.6985<>421.8649<>452.0312<>488.2309<>526.751<>563.4147<>599.6143<>600.5425<>626.532<>670.1572<>648.3446<>661.8034<>652.5215<>669.229<>685.4724<>691.0416<>684.0801<>722.1361<>774.1151<>913.8085<>846.5143
811,2,Rutaecarpine,218.59<>247.8282<>277.9946<>291.9175<>319.2993<>355.963<>358.2835<>381.0243<>413.5111<>435.7878<>477.0925<>513.2921<>535.1047<>539.7457<>553.2045<>567.5916<>564.3429<>570.3762<>574.553<>572.6967<>557.8455<>578.2658<>602.863<>679.4391<>639.5267
812,2,Miglitol,321.6198<>382.4166<>421.4008<>455.2799<>502.1538<>543.4585<>581.5145<>592.6528<>626.532<>648.8087<>695.6826<>758.3358<>789.8944<>726.7771<>758.7999<>743.4846<>728.6335<>762.5126<>738.3796<>731.8822<>744.4128<>735.1309<>792.2149<>929.1237<>876.2166
813,2,Silymarin,303.984<>352.7143<>381.4884<>417.2239<>449.2466<>499.8333<>518.8613<>554.1328<>593.5811<>603.7912<>666.9085<>720.2797<>725.8489<>715.1747<>718.4233<>711.4619<>739.7719<>748.1256<>723.5284<>729.0976<>727.2412<>770.4023<>808.4583<>889.2113<>851.1553
814,2,Acemetacin,307.6968<>339.2555<>374.0628<>415.3675<>442.7493<>511.8998<>523.9664<>571.7684<>614.0013<>653.4496<>673.4059<>734.6667<>745.341<>722.6002<>721.2079<>755.0871<>769.01<>736.5231<>738.8436<>747.1974<>767.6177<>786.1816<>762.5126<>923.5546<>876.2166
815,2,VE-821,288.6688<>335.5427<>371.7423<>381.4884<>381.0243<>374.991<>349.9297<>347.6092<>340.1837<>348.0733<>332.7581<>332.294<>332.7581<>299.8072<>290.5252<>248.7564<>246.4359<>218.1259<>192.1365<>172.1803<>162.4342<>139.6934<>128.5551<>126.6987<>103.0297
816,2,Vortioxetine (Lu AA21004) HBr,282.6355<>298.4149<>347.1451<>367.5654<>404.6933<>451.5671<>477.0925<>518.3972<>535.1047<>567.5916<>596.8297<>632.5652<>644.1677<>632.1011<>635.814<>683.1519<>696.6108<>729.0976<>692.8979<>718.8875<>730.954<>746.7333<>741.6282<>873.432<>797.7841
817,2,Bexarotene,350.8579<>413.047<>450.6389<>453.8876<>492.8718<>558.3096<>584.2991<>595.9016<>612.6091<>659.4829<>675.7264<>668.7649<>702.1799<>659.0189<>616.7859<>568.9839<>563.4147<>554.5969<>529.9996<>544.3867<>533.2484<>544.3867<>572.6967<>690.5775<>639.5267
818,2,Theobromine,215.8055<>244.1154<>272.4254<>297.9508<>329.9735<>366.6372<>380.0961<>407.9419<>429.7545<>478.9489<>521.6459<>579.6581<>644.6318<>622.8192<>647.8805<>662.7316<>662.7316<>687.3288<>676.1904<>683.616<>669.229<>737.4514<>772.7228<>894.7805<>836.3042
819,2,Cisatracurium Besylate,298.4149<>349.0015<>373.1346<>389.8421<>432.5391<>471.9874<>503.5461<>535.1047<>561.5583<>583.835<>603.7912<>652.9855<>679.9033<>664.588<>675.2623<>708.2132<>701.2517<>711.4619<>705.4286<>743.9487<>736.9872<>755.5511<>769.9382<>899.8856<>820.989
820,2,Ammonium Glycyrrhizinate,251.0769<>268.7126<>300.7354<>342.0401<>356.4271<>418.1521<>428.8263<>463.6337<>489.1591<>525.3587<>562.0224<>605.1835<>640.4549<>630.2448<>622.3551<>632.5652<>656.6984<>675.2623<>688.7211<>677.5828<>705.8927<>707.7491<>725.8489<>829.8068<>762.9767
821,2,Xylose,213.485<>239.4744<>274.7459<>294.238<>326.2607<>356.8912<>368.9577<>402.3728<>432.075<>458.5286<>493.8<>558.7737<>587.5478<>557.8455<>575.4813<>589.4042<>613.0732<>626.532<>619.1064<>614.9296<>638.1345<>647.4164<>660.8752<>736.9872<>713.7823
822,2,Hematoxylin,219.5182<>241.3308<>261.287<>293.3098<>324.8684<>361.5322<>387.5216<>421.8649<>446.4621<>484.5181<>518.3972<>573.6248<>597.7579<>595.9016<>590.7964<>594.0452<>583.835<>600.5425<>607.0399<>601.4707<>613.0732<>643.7036<>661.8034<>783.8611<>774.1151
823,2,GSK1292263,219.0542<>243.6513<>266.3921<>285.8842<>314.6583<>345.2887<>376.3833<>407.9419<>424.6494<>464.0978<>492.8718<>534.6406<>554.5969<>547.1713<>556.9173<>563.4147<>589.4042<>601.9348<>618.1782<>640.4549<>679.9033<>695.2184<>750.4461<>782.4688<>779.2202
824,2,Sesamin,219.0542<>249.2205<>277.5305<>295.6303<>325.3326<>371.7423<>387.0575<>427.4341<>452.0312<>485.4463<>521.6459<>571.7684<>617.7141<>620.0346<>641.3831<>651.5933<>670.1572<>665.0521<>692.4339<>691.5057<>693.3621<>744.8769<>755.0871<>884.5704<>767.6177
825,2,KW-2449,283.0996<>281.2433<>288.2047<>288.6688<>297.0226<>288.6688<>265.4639<>258.0384<>241.3308<>227.872<>206.5235<>188.4237<>168.0034<>143.4062<>129.0192<>116.4885<>109.5271<>93.28365<>77.96842<>77.50433<>74.71974<>71.00696<>71.93516<>70.07877<>60.79681
826,2,Tetrandrine,284.4919<>312.8019<>337.3991<>352.7143<>381.0243<>394.4831<>406.0855<>422.7931<>431.6109<>439.5006<>451.103<>468.7387<>463.1696<>437.1801<>428.8263<>438.1083<>442.7493<>459.9209<>452.9594<>466.4182<>465.9542<>484.054<>468.2747<>581.0504<>539.7457
827,2,AG-14361,213.0209<>236.2258<>257.5742<>270.1049<>283.0996<>298.879<>284.956<>288.6688<>286.3483<>280.3151<>281.7073<>282.1714<>279.3869<>248.2923<>240.4026<>239.0103<>234.3694<>240.8667<>219.9823<>209.7722<>201.4184<>175.8931<>159.6496<>185.6391<>145.7267
828,2,Geniposide,176.3571<>188.4237<>218.59<>233.4412<>257.1102<>301.6635<>307.6968<>336.4709<>356.8912<>384.2729<>420.4726<>470.131<>519.7895<>484.5181<>492.8718<>488.2309<>489.6231<>515.1485<>529.9996<>538.3534<>535.5688<>548.5635<>594.5092<>671.5495<>665.0521
829,2,Avasimibe,193.0647<>221.3746<>257.5742<>284.956<>301.6635<>336.0068<>345.7528<>376.8474<>399.5882<>416.2957<>433.0032<>459.4568<>472.4515<>449.2466<>450.6389<>456.6722<>474.3079<>480.3412<>480.3412<>496.1205<>512.8281<>529.9996<>526.2869<>610.7527<>552.7404
830,2,Rotundine,239.9386<>287.2765<>305.8404<>331.8299<>367.1013<>433.9314<>437.1801<>458.9927<>476.1643<>494.2641<>517.9331<>576.8735<>606.1117<>588.0119<>578.7299<>586.1555<>584.7632<>601.9348<>564.3429<>587.0837<>614.9296<>651.5933<>667.8367<>805.2097<>693.8262
831,2,OSI-420,201.4184<>226.4797<>247.8282<>269.6408<>287.7406<>329.5094<>333.2222<>342.0401<>351.7861<>375.4551<>387.5216<>403.765<>418.1521<>406.0855<>413.9752<>422.329<>420.4726<>461.7773<>437.6442<>437.1801<>442.7493<>426.9699<>461.3132<>511.8998<>483.1258
832,2,Amantadine HCl,209.3081<>231.1207<>257.5742<>284.956<>308.1609<>365.2449<>369.8859<>394.4831<>431.6109<>459.9209<>495.6564<>551.8123<>581.0504<>556.9173<>562.0224<>562.9506<>549.4918<>610.7527<>616.3218<>639.5267<>666.4444<>690.1134<>714.2465<>799.1763<>797.3199
833,2,PP242,270.569<>282.6355<>284.0278<>283.0996<>288.2047<>292.8457<>275.21<>273.8177<>265.928<>257.5742<>243.6513<>249.2205<>238.5462<>235.2976<>230.6566<>233.9053<>233.9053<>233.9053<>235.2976<>228.3361<>222.7669<>220.9105<>226.4797<>230.6566<>215.8055
834,2,Clozapine ,279.851<>301.1995<>346.2169<>361.9962<>389.378<>441.357<>471.5233<>497.9769<>524.8946<>552.2764<>579.194<>616.3218<>640.919<>635.3499<>614.4655<>608.4322<>593.5811<>643.7036<>641.8472<>665.9803<>679.4391<>683.1519<>704.5004<>871.5756<>805.2097
835,2,VX-765,213.485<>247.8282<>261.7511<>278.4586<>307.6968<>351.7861<>374.991<>405.1573<>430.2186<>451.5671<>479.8771<>536.9611<>573.6248<>558.3096<>575.4813<>583.3709<>573.6248<>617.7141<>607.0399<>616.7859<>626.9961<>627.4602<>663.6598<>733.7386<>766.2254
836,2,Hexestrol,338.7914<>374.0628<>411.6547<>450.1748<>478.9489<>524.4305<>549.4918<>585.2273<>615.3936<>659.947<>685.9365<>722.6002<>730.4899<>721.2079<>735.1309<>703.5722<>734.6667<>770.4023<>741.6282<>728.6335<>720.2797<>781.0765<>777.8279<>937.9416<>847.4425
837,2,Fesoterodine Fumarate ,245.5077<>292.3816<>327.653<>351.7861<>376.8474<>418.1521<>438.5724<>470.131<>499.3692<>536.497<>573.6248<>614.4655<>644.1677<>668.3008<>677.5828<>674.334<>682.2237<>686.4006<>662.7316<>674.334<>710.5337<>731.4181<>738.8436<>808.9224<>753.2307
838,2,Mitoxantrone HCl,226.4797<>232.513<>229.7284<>224.6233<>220.9105<>228.8002<>224.6233<>223.231<>214.8773<>211.6286<>217.1978<>208.3799<>201.8825<>180.0699<>169.8598<>170.3239<>168.0034<>165.2188<>161.9701<>155.0087<>151.2959<>151.2959<>151.76<>159.1855<>153.6164
839,2,ZM 39923 HCl,242.259<>279.851<>329.0453<>338.7914<>390.7703<>456.2081<>454.8158<>490.5513<>526.2869<>573.1608<>604.2553<>669.6931<>692.8979<>642.3113<>668.3008<>653.9138<>674.334<>731.8822<>717.0311<>759.264<>769.4741<>793.1431<>800.5687<>1019.159<>858.1168
840,2,TAK-438,273.8177<>322.0839<>355.0348<>392.1626<>412.1188<>460.385<>485.4463<>515.1485<>547.1713<>573.6248<>635.3499<>711.4619<>722.1361<>692.8979<>683.1519<>682.2237<>683.616<>695.2184<>696.1467<>698.4672<>712.3901<>738.3796<>735.1309<>852.5476<>794.9995
841,2,(+)-Usniacin,262.2152<>302.5917<>325.7966<>355.963<>386.5934<>433.4673<>459.4568<>501.6897<>535.5688<>541.138<>581.5145<>633.9576<>646.0241<>619.1064<>615.8577<>647.8805<>625.1397<>660.8752<>643.2395<>649.2728<>647.4164<>672.0135<>662.2675<>752.3025<>682.6878
842,2,Oxymetazoline HCl,218.1259<>252.4692<>277.5305<>309.0891<>343.8965<>397.7318<>395.4113<>441.8211<>479.413<>499.3692<>536.9611<>595.9016<>637.2062<>615.3936<>648.8087<>641.8472<>646.9523<>654.3779<>704.9645<>685.4724<>702.1799<>752.7666<>769.01<>866.9346<>773.651
843,2,Arbutin,273.3536<>306.3045<>342.5042<>377.7756<>420.0085<>440.8929<>463.6337<>505.4025<>545.3149<>565.7352<>589.4042<>632.5652<>650.6651<>655.306<>694.2903<>664.588<>636.7421<>668.3008<>649.2728<>668.7649<>652.0574<>704.5004<>733.7386<>828.8786<>764.8331
844,2,Ribavirin ,264.9998<>292.8457<>339.7196<>350.8579<>398.1959<>439.5006<>463.1696<>482.1976<>520.2536<>550.884<>594.5092<>631.6371<>644.1677<>629.7807<>633.0294<>661.3393<>639.9908<>633.9576<>631.173<>672.0135<>681.7596<>714.2465<>752.7666<>835.8401<>807.5301
845,2,Berberine HCl,232.513<>252.9333<>287.7406<>319.7634<>349.4656<>401.9087<>397.7318<>422.7931<>453.4235<>480.8053<>505.8666<>533.2484<>571.3044<>523.9664<>519.3254<>540.6739<>545.3149<>539.7457<>527.2151<>547.1713<>561.0942<>522.11<>559.7019<>621.891<>536.9611
846,2,Maprotiline HCl,210.7004<>238.0822<>265.4639<>274.7459<>308.625<>337.3991<>351.7861<>378.2397<>399.1241<>439.0365<>468.2747<>512.364<>540.6739<>540.2098<>532.7842<>542.5303<>556.9173<>593.5811<>564.3429<>600.0784<>628.8525<>626.0679<>656.2343<>770.4023<>747.1974
