,expId,Compound,tempNLSDf
211,2,MLN8054,252.4692<>261.7511<>260.8229<>272.8895<>274.2818<>265.928<>276.1382<>250.6128<>261.7511<>244.1154<>234.3694<>228.3361<>217.6618<>218.1259<>184.7109<>161.9701<>155.4727<>128.091<>103.4938<>90.03497<>76.11204<>65.90189<>60.79681<>57.54812<>48.73027
212,2,Gatifloxacin,359.2117<>410.2624<>436.716<>464.5619<>509.1153<>531.856<>581.9786<>614.4655<>624.6756<>647.8805<>662.2675<>712.8542<>715.6387<>704.5004<>684.5442<>697.0748<>710.9978<>712.8542<>716.567<>735.1309<>752.3025<>783.397<>811.707<>919.3777<>896.6369
213,2,TAE684 (NVP-TAE684),292.3816<>262.6794<>254.7897<>251.0769<>253.8615<>231.1207<>226.0156<>200.0261<>190.2801<>168.0034<>152.2241<>133.6602<>127.1628<>123.45<>119.7372<>115.5603<>110.4553<>93.28365<>98.85282<>87.25038<>86.78629<>77.04023<>81.68121<>68.68647<>66.36598
214,2,Lansoprazole,315.5865<>360.1399<>395.4113<>420.4726<>459.9209<>503.082<>536.0329<>568.0557<>590.7964<>638.1345<>663.6598<>660.8752<>664.588<>680.3673<>657.6265<>670.1572<>628.8525<>608.8963<>617.7141<>628.3884<>643.7036<>656.6984<>668.7649<>783.8611<>746.7333
215,2,Empty,320.6916<>338.7914<>377.3115<>411.6547<>446.9261<>463.6337<>508.187<>534.1765<>552.2764<>585.6914<>597.7579<>622.8192<>654.3779<>685.0083<>690.5775<>667.3726<>686.8647<>663.6598<>712.3901<>713.3183<>724.9207<>758.7999<>766.2254<>831.6632<>833.5196
216,2,Empty,280.7791<>314.6583<>334.6145<>372.2064<>408.8701<>427.4341<>470.5951<>489.6231<>524.4305<>548.5635<>584.7632<>626.532<>646.9523<>676.6545<>654.3779<>662.7316<>660.8752<>654.842<>663.1957<>652.9855<>669.229<>674.334<>674.7982<>725.8489<>709.1414
217,2,Palbociclib (PD-0332991) HCl,265.4639<>282.1714<>297.9508<>315.1224<>347.1451<>341.576<>343.8965<>346.681<>342.5042<>334.1504<>343.4323<>329.5094<>322.5479<>343.4323<>335.0786<>326.7248<>319.2993<>298.4149<>301.1995<>290.9893<>281.7073<>286.8124<>278.9228<>270.569<>277.0664
218,2,Ki8751,292.8457<>289.597<>274.2818<>286.3483<>296.5585<>276.1382<>276.1382<>253.3974<>241.7949<>220.4464<>223.6951<>199.0979<>188.8878<>188.8878<>179.1417<>168.0034<>155.9368<>161.506<>152.6882<>147.5831<>143.4062<>153.1523<>142.0139<>140.1575<>142.478
219,2,SRT1720,275.6741<>276.1382<>307.6968<>323.4761<>362.4604<>354.5707<>387.5216<>414.4393<>432.5391<>460.8491<>488.2309<>497.5128<>512.364<>562.9506<>549.9559<>561.5583<>570.3762<>537.8893<>541.6021<>528.1432<>540.6739<>569.4479<>588.0119<>611.2167<>667.3726
220,2,Gestodene,249.2205<>265.928<>301.6635<>323.4761<>355.0348<>379.632<>412.1188<>443.6775<>482.6617<>523.5023<>548.0995<>590.7964<>609.8245<>624.6756<>641.8472<>653.9138<>675.7264<>677.5828<>684.0801<>691.0416<>730.4899<>780.1484<>777.3638<>881.3217<>837.2324
221,2,Andarine,240.8667<>248.2923<>279.3869<>310.4814<>330.4376<>337.8632<>372.2064<>387.0575<>413.047<>433.0032<>477.5566<>513.7562<>542.5303<>567.5916<>565.7352<>588.476<>574.553<>540.2098<>588.9401<>572.2325<>596.3657<>619.1064<>601.9348<>672.0135<>713.3183
222,2,Mosapride Citrate,238.5462<>257.1102<>277.9946<>297.0226<>335.5427<>340.6478<>370.8141<>380.5602<>406.5497<>432.075<>457.1363<>477.5566<>508.187<>543.4585<>530.4637<>510.5075<>492.8718<>477.5566<>493.3359<>466.4182<>468.7387<>491.0154<>500.2974<>525.8228<>555.9891
223,2,Paclitaxel,231.1207<>218.1259<>225.0874<>222.3028<>213.9491<>221.3746<>211.6286<>204.6671<>190.7442<>174.0367<>156.401<>152.2241<>134.1243<>107.2066<>91.42726<>83.5376<>70.07877<>67.75828<>56.61993<>52.44305<>48.73027<>44.08929<>42.69699<>45.94568<>37.12782
224,2,Pizotifen Malate,310.0173<>315.1224<>348.0733<>380.0961<>415.3675<>404.6933<>434.8596<>459.9209<>484.054<>521.6459<>547.1713<>569.4479<>581.9786<>617.7141<>629.3166<>619.5705<>628.8525<>597.2938<>611.2167<>619.5705<>601.9348<>631.173<>656.6984<>704.9645<>710.0696
225,2,Ganetespib (STA-9090),284.0278<>265.4639<>258.5025<>263.6075<>255.7179<>238.5462<>237.6181<>232.513<>230.1925<>223.6951<>220.9105<>208.844<>201.8825<>212.5568<>194.9211<>183.3186<>161.506<>124.8423<>114.1681<>99.31693<>90.03497<>83.0735<>71.47105<>69.61466<>56.61993
226,2,Vecuronium Bromide,262.6794<>275.21<>303.5199<>339.2555<>352.7143<>377.7756<>400.5164<>425.1136<>454.3517<>493.3359<>517.0049<>540.6739<>554.5969<>576.8735<>568.0557<>570.3762<>579.6581<>570.3762<>587.0837<>580.5863<>588.476<>606.1117<>592.6528<>666.4444<>652.5215
227,2,TGX-221,347.1451<>381.9525<>387.9857<>423.7213<>426.9699<>456.6722<>472.9156<>489.1591<>503.082<>506.7948<>505.8666<>514.6844<>505.8666<>518.3972<>511.8998<>493.3359<>482.6617<>456.2081<>451.103<>452.9594<>460.8491<>458.9927<>455.2799<>471.9874<>478.9489
228,2,Repaglinide,265.928<>272.8895<>301.1995<>314.6583<>344.3605<>365.2449<>401.9087<>423.2572<>452.4953<>494.7282<>519.7895<>544.3867<>565.7352<>580.5863<>573.1608<>570.3762<>553.2045<>547.1713<>555.9891<>575.4813<>588.0119<>615.3936<>613.5372<>674.334<>676.1904
229,2,Regorafenib (BAY 73-4506),295.6303<>298.4149<>316.9788<>327.1889<>336.0068<>352.2502<>382.4166<>389.378<>392.1626<>400.9805<>404.6933<>387.9857<>378.7038<>412.5829<>392.6267<>387.0575<>374.0628<>350.3938<>365.709<>343.8965<>344.8246<>330.4376<>319.2993<>280.3151<>295.1662
230,2,Varenicline Tartrate,293.7739<>300.7354<>315.1224<>356.4271<>395.4113<>423.7213<>451.103<>479.8771<>501.2256<>537.4252<>553.6686<>574.553<>597.2938<>595.9016<>592.1888<>558.3096<>565.7352<>580.5863<>580.1222<>594.5092<>599.1502<>610.2886<>616.7859<>699.3953<>699.3953
231,2,Aprepitant,296.5585<>322.5479<>342.9683<>371.7423<>408.8701<>438.1083<>464.5619<>489.1591<>512.364<>547.1713<>584.7632<>616.3218<>628.3884<>652.0574<>647.8805<>652.0574<>656.2343<>655.306<>672.0135<>659.947<>646.0241<>688.7211<>720.2797<>753.6948<>790.3585
232,2,Aurora A Inhibitor I,283.5638<>256.6461<>264.5357<>268.2485<>272.4254<>262.6794<>274.2818<>267.7844<>264.9998<>261.7511<>258.9666<>232.9771<>230.6566<>234.3694<>219.5182<>215.8055<>185.175<>151.2959<>151.76<>139.6934<>119.7372<>105.8143<>94.67594<>86.78629<>71.00696
233,2,Finasteride,265.928<>277.5305<>304.4482<>323.0121<>357.8194<>370.8141<>413.5111<>439.0365<>461.3132<>489.6231<>524.4305<>556.4532<>587.5478<>606.1117<>604.2553<>610.2886<>580.1222<>564.3429<>575.0172<>561.0942<>562.0224<>609.8245<>615.3936<>679.4391<>672.0135
234,2,Thiazovivin,293.7739<>306.7686<>347.1451<>384.7371<>425.1136<>425.5777<>470.131<>484.9822<>501.2256<>522.5741<>539.2816<>574.553<>578.7299<>598.222<>583.3709<>573.6248<>547.6354<>498.9051<>518.8613<>512.8281<>522.11<>529.5356<>554.1328<>495.1923<>562.9506
235,2,Bisoprolol fumarate,287.7406<>310.9455<>347.6092<>364.3167<>397.2677<>431.1468<>445.998<>460.8491<>497.0487<>537.8893<>542.5303<>581.0504<>593.1169<>588.476<>597.7579<>588.0119<>564.3429<>560.166<>598.6861<>614.9296<>589.4042<>609.3604<>644.1677<>700.3235<>712.3901
236,2,Calcifediol,308.625<>331.8299<>350.3938<>387.0575<>397.7318<>415.3675<>454.8158<>491.4795<>523.9664<>532.3201<>563.8788<>569.912<>597.2938<>629.3166<>629.7807<>637.6703<>644.1677<>684.5442<>692.8979<>725.8489<>731.8822<>759.264<>830.2709<>870.1833<>921.6982
237,2,Bleomycin Sulfate,318.8352<>330.9017<>353.1784<>353.6425<>365.709<>372.6705<>377.7756<>365.709<>364.7809<>368.4936<>364.7809<>372.6705<>355.4989<>365.709<>341.576<>304.4482<>280.3151<>241.3308<>231.5848<>196.7775<>178.2135<>158.7214<>154.5446<>129.4833<>125.3064
238,2,Zosuquidar (LY335979) 3HCl,296.0944<>331.8299<>363.8527<>384.7371<>407.4778<>413.9752<>452.9594<>471.9874<>485.9104<>505.4025<>511.8998<>518.3972<>518.8613<>540.6739<>525.8228<>507.2589<>506.7948<>485.9104<>508.187<>492.4077<>475.7002<>489.6231<>502.1538<>520.7177<>549.0276
239,2,Empty,329.5094<>354.5707<>394.4831<>443.2134<>478.9489<>524.8946<>548.5635<>573.6248<>592.1888<>610.2886<>624.2115<>666.9085<>703.5722<>706.8209<>669.6931<>683.1519<>687.7929<>721.6721<>733.2745<>713.3183<>741.1641<>800.5687<>830.2709<>892.46<>911.488
240,2,Empty,304.4482<>330.4376<>368.9577<>415.8316<>451.5671<>475.2361<>510.0435<>529.0715<>556.9173<>585.2273<>622.8192<>646.9523<>675.7264<>696.1467<>678.5109<>678.5109<>660.8752<>673.4059<>704.9645<>656.2343<>660.8752<>672.4777<>688.7211<>668.3008<>736.0591
241,2,Saracatinib (AZD0530),262.2152<>262.6794<>283.0996<>309.0891<>322.0839<>311.4096<>329.0453<>322.0839<>329.0453<>336.4709<>316.9788<>301.6635<>271.9613<>258.9666<>204.203<>148.5113<>117.4167<>97.92463<>99.31693<>94.67594<>89.57087<>83.0735<>75.18384<>65.90189<>75.64793
242,2,Epirubicin HCl,271.0331<>249.6846<>250.1487<>248.7564<>255.7179<>235.2976<>241.7949<>247.8282<>244.1154<>235.2976<>229.7284<>229.7284<>213.9491<>207.4517<>198.1698<>186.5673<>176.3571<>161.0419<>155.4727<>146.6549<>139.6934<>127.1628<>117.4167<>109.5271<>103.9579
243,2,Cediranib (AZD2171),260.3589<>263.6075<>264.9998<>284.0278<>285.4201<>272.4254<>272.4254<>273.8177<>250.1487<>213.0209<>169.3957<>114.6321<>81.68121<>65.43778<>51.05075<>47.80207<>40.37651<>32.48684<>32.95094<>31.55865<>30.16636<>26.45357<>26.45357<>28.77406<>27.84587
244,2,2-Methoxyestradiol (2-MeOE2),234.8335<>233.9053<>228.3361<>234.8335<>241.3308<>256.182<>300.2713<>316.5147<>327.1889<>341.1118<>375.4551<>426.5059<>453.8876<>480.3412<>504.0102<>529.0715<>530.4637<>541.138<>532.3201<>541.6021<>558.7737<>557.3814<>553.6686<>607.0399<>616.7859
245,2,Imatinib Mesylate (STI571),265.4639<>272.4254<>328.1171<>343.8965<>356.8912<>374.991<>407.0137<>419.0803<>455.2799<>476.6284<>491.0154<>498.9051<>501.2256<>517.469<>485.4463<>468.2747<>423.7213<>358.2835<>328.5812<>302.1277<>290.5252<>283.0996<>285.8842<>310.0173<>308.1609
246,2,Vinblastine,219.9823<>206.5235<>204.203<>201.8825<>199.0979<>184.7109<>188.4237<>193.9929<>180.9981<>164.2906<>155.0087<>148.9754<>135.9807<>123.9141<>108.5989<>100.7092<>95.60414<>83.5376<>80.28892<>72.86335<>62.6532<>60.33271<>62.6532<>67.75828<>54.29944
247,2,PI-103,307.2327<>303.0558<>309.5532<>312.8019<>299.8072<>270.1049<>288.2047<>271.0331<>253.8615<>243.1872<>232.0489<>208.844<>212.5568<>228.8002<>230.6566<>230.6566<>228.8002<>211.1645<>221.3746<>216.7337<>214.4132<>216.2696<>215.3414<>207.4517<>216.7337
248,2,Prasugrel,256.182<>269.1767<>302.5917<>332.294<>359.6758<>400.0523<>421.8649<>452.0312<>477.0925<>500.2974<>539.7457<>574.553<>621.891<>605.1835<>618.6423<>614.0013<>607.504<>591.2606<>622.8192<>628.8525<>619.5705<>661.8034<>672.0135<>758.3358<>744.4128
249,2,Vandetanib (ZD6474),244.5795<>282.1714<>291.4534<>315.5865<>335.0786<>350.3938<>364.7809<>371.7423<>394.4831<>407.0137<>424.1854<>444.6057<>446.4621<>422.7931<>400.0523<>381.9525<>361.9962<>346.2169<>343.4323<>342.5042<>307.6968<>314.6583<>323.4761<>366.6372<>333.6863
250,2,Acarbose,239.4744<>251.541<>272.8895<>296.5585<>331.3658<>343.8965<>381.4884<>405.6215<>426.9699<>444.6057<>467.8105<>504.0102<>542.9944<>547.6354<>540.2098<>552.2764<>542.9944<>564.807<>569.912<>561.0942<>568.5198<>587.5478<>606.5758<>675.7264<>678.5109
251,2,Obatoclax Mesylate (GX15-070),282.6355<>283.5638<>284.4919<>295.6303<>302.1277<>311.4096<>314.1942<>310.0173<>305.8404<>289.597<>274.7459<>273.3536<>261.287<>239.4744<>227.4079<>219.0542<>205.5953<>196.7775<>206.9876<>181.4622<>172.1803<>164.7547<>175.8931<>208.3799<>194.9211
252,2,Asenapine,302.5917<>314.1942<>331.3658<>371.7423<>398.1959<>414.4393<>454.3517<>470.5951<>504.4743<>523.0382<>553.2045<>567.1275<>580.1222<>595.9016<>584.2991<>583.835<>560.166<>535.5688<>567.5916<>559.7019<>565.2711<>582.9068<>615.8577<>650.6651<>678.0468
253,2,AUY922 (NVP-AUY922),274.7459<>250.6128<>253.8615<>253.8615<>248.2923<>230.1925<>232.513<>221.8387<>215.3414<>208.844<>199.0979<>184.7109<>178.2135<>177.2854<>153.1523<>143.4062<>122.5218<>105.8143<>90.96317<>77.04023<>71.93516<>66.36598<>58.47632<>50.12256<>47.33797
254,2,Cilnidipine,281.2433<>302.5917<>332.294<>356.8912<>374.0628<>373.5987<>405.6215<>411.1906<>427.8981<>449.2466<>482.6617<>491.0154<>492.4077<>533.2484<>538.8175<>542.0662<>542.9944<>542.9944<>563.4147<>555.9891<>554.5969<>549.0276<>557.3814<>561.5583<>573.6248
255,2,SU11274,275.21<>269.1767<>293.3098<>319.2993<>337.8632<>349.4656<>365.2449<>382.8806<>393.0908<>402.3728<>418.1521<>447.8543<>456.6722<>452.9594<>443.6775<>437.1801<>425.1136<>404.6933<>389.8421<>380.5602<>376.8474<>371.2782<>372.6705<>376.8474<>381.9525
256,2,Streptozotocin (STZ),292.3816<>316.9788<>338.3273<>369.4218<>404.2292<>429.7545<>466.4182<>486.8386<>516.0767<>543.4585<>562.4865<>597.2938<>608.4322<>650.6651<>644.6318<>646.0241<>629.3166<>607.504<>607.504<>608.8963<>640.4549<>639.5267<>646.0241<>708.6773<>773.651
257,2,KU-55933 (ATM Kinase Inhibitor),223.231<>226.0156<>250.1487<>271.9613<>293.3098<>305.3763<>316.0506<>349.0015<>356.8912<>373.1346<>392.1626<>421.4008<>430.6827<>457.6004<>437.1801<>445.998<>459.9209<>437.6442<>456.6722<>439.0365<>420.0085<>432.075<>430.2186<>436.2519<>457.6004
258,2,Etomidate,289.597<>311.8737<>358.2835<>379.632<>407.4778<>424.1854<>464.0978<>485.4463<>510.9716<>536.9611<>572.2325<>605.6476<>630.2448<>636.278<>627.9243<>614.4655<>607.9681<>648.3446<>617.2501<>602.3989<>606.1117<>645.0959<>663.6598<>718.8875<>769.4741
259,2,Vatalanib (PTK787) 2HCl,306.3045<>307.6968<>326.2607<>364.3167<>379.632<>388.9139<>424.6494<>441.357<>458.5286<>481.7335<>509.1153<>505.8666<>522.5741<>527.2151<>511.8998<>488.6949<>448.7825<>408.406<>369.4218<>323.0121<>299.8072<>295.1662<>297.0226<>296.5585<>323.4761
260,2,Genistein,304.9122<>317.907<>348.5374<>386.5934<>416.2957<>445.998<>456.2081<>483.1258<>515.1485<>558.7737<>569.4479<>602.863<>632.5652<>639.0626<>623.7474<>638.1345<>601.4707<>609.8245<>609.3604<>601.4707<>624.6756<>630.2448<>640.919<>719.8156<>685.4724
261,2,BI 2536,302.1277<>303.0558<>316.5147<>334.6145<>321.1557<>300.7354<>307.2327<>300.7354<>276.1382<>273.3536<>257.1102<>232.0489<>202.8107<>193.9929<>164.7547<>141.5498<>116.9526<>93.28365<>91.89136<>77.50433<>65.90189<>59.40451<>48.26617<>35.73553<>27.84587
262,2,Levetiracetam,349.0015<>417.2239<>449.2466<>478.4848<>525.3587<>561.0942<>583.3709<>604.2553<>639.9908<>652.5215<>664.1239<>698.4672<>709.6055<>672.0135<>673.4059<>686.4006<>711.926<>712.3901<>702.1799<>748.5897<>755.5511<>802.8892<>827.4863<>897.101<>895.2446
263,2,Empty,326.2607<>359.6758<>381.0243<>411.6547<>441.357<>464.0978<>506.3307<>536.9611<>553.6686<>588.0119<>614.9296<>653.4496<>683.616<>679.9033<>668.3008<>668.3008<>682.2237<>678.0468<>705.4286<>717.9592<>751.3743<>716.1028<>782.9329<>870.1833<>872.0397
264,2,Empty,317.907<>346.2169<>373.1346<>417.2239<>444.6057<>467.8105<>515.6126<>527.6791<>569.4479<>582.4427<>611.2167<>616.7859<>637.2062<>649.2728<>651.1292<>640.4549<>659.0189<>653.4496<>659.947<>635.814<>637.6703<>665.5162<>645.56<>733.2745<>720.7438
265,2,Triciribine,261.7511<>282.1714<>307.2327<>322.5479<>337.8632<>362.4604<>377.7756<>393.5549<>416.7598<>426.5059<>434.3955<>447.8543<>438.5724<>440.8929<>427.8981<>427.4341<>434.3955<>407.9419<>404.6933<>403.765<>387.0575<>389.8421<>402.8369<>418.1521<>419.5444
266,2,Epothilone B (EPO906; Patupilone),284.956<>258.9666<>254.7897<>252.9333<>239.0103<>233.4412<>230.6566<>217.1978<>206.9876<>190.7442<>172.6444<>157.3291<>135.5166<>134.1243<>127.1628<>109.9912<>97.92463<>83.5376<>78.89662<>71.00696<>60.33271<>59.40451<>45.94568<>45.48158<>41.3047
267,2,YM155 (Sepantronium Bromide),255.2538<>238.5462<>226.4797<>212.0927<>206.0594<>180.534<>182.8545<>161.0419<>141.0857<>127.1628<>98.38873<>87.71448<>71.93516<>65.90189<>59.40451<>49.19436<>38.52011<>32.48684<>28.30996<>23.66899<>18.09981<>15.31523<>14.85113<>14.38703<>9.281956
268,2,Drospirenone,221.3746<>220.9105<>242.7231<>257.1102<>284.0278<>300.7354<>323.0121<>346.681<>377.7756<>409.3342<>445.0698<>478.0207<>501.6897<>538.3534<>570.3762<>565.7352<>579.194<>593.1169<>595.4374<>604.2553<>638.1345<>625.6038<>687.7929<>758.7999<>762.5126
269,2,17-AAG (Tanespimycin),248.2923<>229.2643<>232.0489<>235.7617<>226.0156<>222.7669<>213.9491<>227.872<>214.4132<>215.8055<>205.1312<>206.5235<>199.562<>186.1032<>164.2906<>143.8703<>130.4115<>118.3449<>107.6707<>94.21185<>85.39399<>79.36072<>68.22237<>60.33271<>53.37124
270,2,Nafamostat Mesylate,275.21<>265.928<>301.6635<>331.3658<>368.4936<>361.5322<>396.8036<>419.5444<>436.716<>463.1696<>501.2256<>512.8281<>539.7457<>574.0889<>576.8735<>567.5916<>568.5198<>546.7072<>555.525<>547.6354<>551.8123<>590.3323<>610.2886<>659.947<>647.4164
271,2,PLX-4720,237.6181<>230.1925<>248.7564<>282.6355<>287.2765<>291.4534<>315.5865<>322.0839<>332.7581<>355.0348<>355.4989<>364.3167<>370.8141<>382.8806<>383.8089<>371.2782<>358.2835<>336.4709<>323.9402<>298.4149<>289.597<>299.8072<>296.0944<>314.1942<>299.343
272,2,Resveratrol,229.2643<>236.2258<>263.6075<>279.3869<>303.984<>296.0944<>334.1504<>351.322<>373.5987<>394.4831<>421.4008<>435.3237<>463.1696<>499.3692<>485.9104<>477.5566<>491.0154<>497.5128<>514.2203<>511.8998<>510.5075<>547.6354<>551.3481<>600.5425<>601.4707
273,2,PA-824,306.7686<>306.7686<>332.294<>355.4989<>381.4884<>384.7371<>406.5497<>423.2572<>440.8929<>454.8158<>452.4953<>459.9209<>456.2081<>491.4795<>485.4463<>480.3412<>479.413<>439.5006<>458.5286<>455.2799<>445.0698<>441.357<>433.9314<>423.7213<>423.2572
274,2,Bimatoprost,299.8072<>310.0173<>330.9017<>357.8194<>389.8421<>381.0243<>416.2957<>433.0032<>465.4901<>504.9384<>530.9279<>564.807<>578.7299<>607.504<>607.504<>589.4042<>619.1064<>599.1502<>633.9576<>609.3604<>634.4216<>635.3499<>682.2237<>743.4846<>749.0538
275,2,WZ3146,329.0453<>308.1609<>291.4534<>282.1714<>285.8842<>250.6128<>232.9771<>224.6233<>205.1312<>186.1032<>170.788<>154.0805<>141.5498<>137.3729<>131.3397<>131.8038<>123.45<>116.0244<>114.6321<>103.9579<>102.5656<>99.31693<>95.60414<>86.78629<>89.57087
276,2,Rolipram,282.6355<>298.4149<>316.5147<>341.576<>374.991<>383.3448<>425.5777<>440.4288<>474.3079<>504.4743<>528.1432<>576.8735<>594.9733<>591.7247<>581.5145<>581.9786<>601.4707<>580.1222<>573.1608<>584.7632<>614.9296<>625.6038<>664.1239<>723.5284<>748.5897
277,2,WZ8040,269.1767<>250.6128<>239.4744<>232.0489<>232.9771<>200.9543<>214.8773<>197.2415<>200.9543<>197.2415<>190.2801<>186.1032<>182.3904<>207.9158<>198.6339<>199.0979<>209.3081<>193.0647<>199.0979<>210.7004<>213.485<>210.7004<>209.7722<>219.0542<>215.3414
278,2,Venlafaxine,281.2433<>304.9122<>333.2222<>355.4989<>386.1293<>384.7371<>425.1136<>443.6775<>462.2414<>495.6564<>523.9664<>541.138<>542.0662<>562.0224<>549.9559<>549.4918<>537.4252<>541.6021<>540.6739<>549.4918<>570.8403<>576.8735<>608.8963<>646.9523<>661.3393
279,2,Bicalutamide,277.0664<>302.5917<>331.8299<>363.8527<>387.5216<>399.5882<>421.8649<>440.8929<>466.8824<>508.6512<>536.0329<>567.1275<>591.7247<>615.8577<>616.3218<>609.3604<>605.1835<>594.9733<>583.3709<>583.835<>589.8683<>604.2553<>645.0959<>680.8314<>707.7491
280,2,Ispinesib (SB-715992),280.7791<>276.1382<>280.7791<>274.2818<>261.7511<>262.6794<>264.0716<>252.4692<>242.7231<>225.5515<>219.5182<>224.6233<>224.6233<>203.7389<>192.6006<>181.4622<>170.3239<>162.4342<>148.0472<>137.3729<>129.0192<>122.9859<>125.3064<>119.2731<>103.4938
281,2,Irinotecan,271.9613<>292.3816<>316.9788<>327.1889<>349.4656<>366.1731<>380.5602<>383.3448<>405.6215<>420.9367<>452.9594<>456.6722<>469.2029<>495.1923<>482.6617<>467.3465<>456.2081<>419.0803<>424.6494<>425.1136<>398.1959<>389.378<>404.2292<>422.329<>399.1241
282,2,SP600125,311.8737<>294.7021<>231.5848<>105.3502<>51.51485<>27.38177<>20.8844<>15.31523<>9.281956<>6.961466<>5.105075<>5.569173<>3.712782<>4.640978<>4.640978<>3.248684<>2.784587<>3.248684<>3.712782<>2.784587<>2.784587<>2.784587<>2.320489<>1.392293<>1.856391
283,2,Tivozanib (AV-951),312.8019<>312.3378<>322.0839<>325.3326<>336.0068<>328.5812<>335.0786<>321.6198<>303.984<>302.1277<>275.6741<>246.9<>219.9823<>197.7056<>175.429<>155.0087<>131.3397<>120.6654<>125.7705<>108.5989<>111.3835<>105.8143<>100.7092<>103.9579<>98.38873
284,2,TSU-68 (SU6668; Orantinib),305.8404<>323.0121<>354.5707<>400.0523<>411.1906<>436.716<>477.0925<>494.2641<>524.8946<>547.6354<>557.8455<>579.194<>598.222<>591.7247<>592.1888<>563.8788<>539.7457<>516.5408<>524.4305<>512.8281<>510.9716<>542.0662<>549.4918<>610.7527<>628.3884
285,2,Carboplatin,269.6408<>276.1382<>310.0173<>335.0786<>373.1346<>412.5829<>436.2519<>462.7055<>486.3745<>522.5741<>566.6634<>585.2273<>611.6808<>603.7912<>605.6476<>598.6861<>584.2991<>578.7299<>581.5145<>607.9681<>606.5758<>626.9961<>650.6651<>711.4619<>731.8822
286,2,Daclatasvir (BMS-790052),287.7406<>304.4482<>340.1837<>358.7476<>379.632<>425.1136<>453.4235<>473.3797<>509.5793<>532.3201<>553.6686<>582.4427<>608.4322<>597.7579<>570.3762<>569.912<>574.0889<>594.0452<>608.4322<>601.4707<>642.3113<>659.0189<>659.0189<>772.7228<>767.6177
287,2,Empty,329.5094<>353.1784<>400.5164<>430.2186<>452.0312<>490.5513<>516.0767<>524.4305<>554.5969<>582.4427<>613.5372<>637.2062<>666.4444<>644.6318<>645.0959<>668.7649<>647.4164<>640.919<>646.4882<>634.4216<>665.0521<>677.5828<>707.285<>805.2097<>770.4023
288,2,Empty,327.653<>367.5654<>404.6933<>438.5724<>473.3797<>508.187<>536.0329<>569.4479<>594.0452<>642.3113<>656.6984<>707.7491<>723.0643<>730.4899<>706.3568<>692.8979<>690.5775<>735.595<>699.3953<>734.6667<>719.8156<>736.0591<>751.8384<>862.2936<>843.7297
289,2,FG-4592,226.9438<>246.4359<>258.5025<>272.8895<>304.9122<>304.9122<>340.1837<>355.0348<>376.8474<>394.9472<>435.3237<>461.7773<>484.9822<>548.5635<>552.7404<>562.0224<>558.7737<>518.3972<>550.42<>578.2658<>594.9733<>606.1117<>621.4269<>665.0521<>644.6318
290,2,Oxaliplatin,260.8229<>284.956<>323.0121<>348.5374<>374.5269<>416.7598<>434.8596<>453.8876<>481.7335<>511.8998<>534.6406<>567.1275<>580.5863<>615.3936<>605.6476<>621.4269<>621.891<>607.9681<>596.8297<>617.7141<>598.222<>633.0294<>656.2343<>751.8384<>713.7823
291,2,Dovitinib (TKI-258; CHIR-258),245.9718<>222.3028<>223.231<>228.8002<>228.8002<>227.872<>221.8387<>215.3414<>195.8493<>200.0261<>169.8598<>148.9754<>121.5936<>112.7758<>92.81956<>79.36072<>64.97369<>51.05075<>41.7688<>36.66372<>30.16636<>27.38177<>25.98948<>24.59718<>23.20489
292,2,AG-1024 ,214.8773<>240.8667<>268.7126<>284.4919<>318.3711<>316.0506<>342.9683<>360.1399<>385.6653<>420.0085<>455.744<>484.9822<>504.9384<>540.6739<>529.5356<>541.6021<>560.6301<>563.8788<>572.6967<>579.194<>604.7194<>621.891<>640.4549<>736.5231<>734.6667
293,2,Lapatinib (GW-572016) Ditosylate,231.5848<>228.8002<>244.5795<>262.6794<>271.4972<>275.6741<>303.5199<>318.3711<>335.5427<>350.3938<>372.2064<>385.6653<>401.9087<>441.8211<>456.6722<>465.9542<>462.7055<>445.998<>465.026<>461.7773<>448.7825<>440.8929<>437.1801<>422.329<>448.3185
294,2,JNJ-7706621,296.5585<>294.7021<>308.625<>322.0839<>327.653<>311.4096<>325.3326<>322.0839<>329.9735<>341.576<>349.0015<>330.9017<>349.4656<>361.5322<>351.322<>335.0786<>329.0453<>313.266<>316.9788<>296.5585<>298.4149<>283.0996<>285.4201<>273.3536<>300.2713
295,2,Rapamycin (Sirolimus),267.7844<>254.3256<>276.6023<>290.5252<>309.5532<>298.879<>321.1557<>334.6145<>343.8965<>345.7528<>352.7143<>358.2835<>361.0681<>393.0908<>390.3062<>392.6267<>400.0523<>376.3833<>402.3728<>385.2011<>382.4166<>383.3448<>388.4498<>368.0295<>384.2729
296,2,Ramelteon,268.2485<>277.9946<>294.238<>322.0839<>339.2555<>359.6758<>383.3448<>413.5111<>433.4673<>457.1363<>480.3412<>523.9664<>550.42<>533.2484<>551.8123<>550.42<>549.9559<>557.8455<>568.0557<>550.42<>579.6581<>576.4094<>599.1502<>651.5933<>669.229
297,2,Vorinostat (SAHA; MK0683),264.0716<>259.4307<>273.8177<>297.4867<>293.3098<>287.2765<>304.9122<>303.5199<>316.9788<>304.4482<>304.4482<>283.5638<>267.7844<>258.9666<>232.9771<>212.5568<>194.9211<>174.5008<>159.1855<>145.7267<>141.5498<>129.9474<>118.3449<>104.422<>100.2451
