,expId,Compound,tempConfluenceDf
233,2,Finasteride,38.70448<>38.78219<>45.58537<>49.72819<>53.0821<>57.84491<>65.57126<>70.95593<>75.12239<>82.69915<>88.51611<>90.34663<>91.44561<>94.67671<>94.53711<>94.19836<>94.68079<>94.09102<>94.79401<>93.80802<>94.83228<>95.7983<>96.03358<>96.47815<>97.17009
234,2,Thiazovivin,37.60196<>47.17832<>57.23593<>62.1017<>67.27591<>70.47414<>80.42834<>82.92876<>87.41896<>90.74393<>92.36951<>93.18916<>93.30342<>94.58933<>94.01048<>92.74252<>93.49939<>90.98792<>92.62646<>92.7542<>91.51732<>91.64448<>92.88427<>90.19825<>93.06559
235,2,Bisoprolol fumarate,41.82125<>43.17397<>50.08833<>54.61774<>57.74896<>64.20141<>69.27367<>73.23096<>79.1813<>84.12072<>88.59437<>92.24856<>93.81961<>93.70247<>93.08168<>93.48454<>93.34355<>94.60986<>94.26695<>94.87828<>94.99136<>95.1425<>95.69062<>96.30132<>96.87431
236,2,Calcifediol,44.50881<>46.4421<>52.60708<>59.79766<>62.94394<>64.09101<>73.50954<>77.83005<>83.3577<>87.52879<>91.33813<>93.20706<>95.88755<>97.09389<>96.84709<>97.87065<>98.01745<>98.89159<>99.1438<>99.33437<>99.52876<>99.75753<>99.75933<>99.97478<>99.90598
237,2,Bleomycin Sulfate,45.36389<>47.76442<>53.55603<>57.87978<>62.02882<>65.02888<>68.98132<>72.10737<>72.63793<>75.1834<>78.75124<>79.91483<>79.18497<>81.19785<>79.8653<>80.57504<>81.07592<>80.42785<>79.73861<>80.10664<>80.11625<>78.35709<>78.90126<>78.39066<>80.26103
238,2,Zosuquidar (LY335979) 3HCl,43.29348<>49.19429<>56.3297<>61.1383<>65.2942<>67.31465<>74.15533<>75.75001<>79.8007<>81.95587<>84.97284<>84.25577<>84.28989<>87.03761<>88.49039<>89.03133<>88.86107<>88.65267<>89.50202<>90.07659<>90.1302<>90.92091<>91.13484<>91.25358<>93.17707
239,2,Empty,48.55162<>49.35048<>55.4168<>61.246<>66.17436<>71.49258<>77.52217<>84.75734<>89.2988<>93.84836<>95.49036<>97.1102<>97.62468<>97.90816<>98.3546<>98.30182<>99.08943<>98.35757<>98.46457<>98.90722<>99.05027<>99.30999<>99.49767<>99.49968<>99.66988
240,2,Empty,43.23849<>44.45616<>49.62554<>56.88489<>61.41814<>64.99191<>72.32826<>78.55258<>83.50774<>88.20327<>91.42468<>93.31937<>93.77038<>94.14421<>95.09393<>95.72488<>95.93915<>96.39305<>96.84391<>96.18015<>96.43042<>97.85172<>97.52175<>96.32156<>98.58801
241,2,Saracatinib (AZD0530),33.50506<>32.04604<>32.8947<>35.0098<>36.65321<>36.017<>37.23571<>37.7131<>38.17748<>39.2736<>38.92683<>36.54134<>35.09884<>38.74536<>37.05453<>36.34975<>34.64522<>31.3253<>32.44674<>32.26044<>31.72691<>31.78353<>31.43637<>28.35329<>30.18146
242,2,Epirubicin HCl,40.50867<>41.00036<>42.86852<>42.73555<>45.59026<>44.0915<>45.26739<>44.7523<>46.75466<>47.93096<>46.41931<>47.24585<>45.60202<>46.49972<>45.67231<>44.09897<>44.30075<>41.36867<>40.0724<>38.53049<>37.21651<>37.5677<>36.30084<>36.92978<>36.1819
243,2,Cediranib (AZD2171),33.30176<>31.62474<>32.05804<>33.74012<>34.19727<>32.83627<>33.35461<>33.1516<>31.88246<>30.62507<>29.99418<>26.34319<>26.85062<>27.54019<>26.71861<>27.81929<>26.11654<>25.21876<>26.30774<>26.05258<>25.44216<>25.04013<>25.65664<>24.43522<>24.67369
244,2,2-Methoxyestradiol (2-MeOE2),35.72122<>34.27711<>33.48925<>33.38984<>33.8362<>38.33727<>44.0763<>47.57922<>52.51208<>55.82723<>60.35538<>69.10167<>71.92777<>75.79029<>79.01111<>82.87611<>84.48295<>86.4716<>86.988<>87.48798<>88.50816<>89.63714<>90.48746<>93.90134<>94.26972
245,2,Imatinib Mesylate (STI571),38.5481<>39.65835<>44.83477<>49.92981<>53.70807<>54.87448<>60.82946<>65.21323<>69.84161<>74.13986<>76.16918<>79.98818<>80.7184<>82.76062<>80.33143<>78.91502<>77.35819<>74.3491<>74.71637<>73.34818<>73.39315<>73.66801<>72.40495<>74.92373<>74.47646
246,2,Vinblastine,34.48504<>36.40659<>37.43209<>39.24508<>39.46043<>36.12961<>36.21207<>36.52892<>36.17602<>36.4785<>36.66361<>37.01896<>37.99838<>37.5797<>36.96535<>37.94348<>36.68346<>33.99018<>34.60972<>34.69958<>34.58174<>32.87715<>33.02864<>34.23443<>34.78863
247,2,PI-103,37.53958<>35.54396<>34.26778<>35.25164<>36.00851<>33.52689<>35.04961<>34.62166<>34.54306<>34.73758<>34.93003<>33.44475<>33.2501<>36.99327<>36.67924<>36.86691<>36.71507<>33.81741<>35.60372<>35.70359<>36.05016<>35.73973<>36.30554<>34.1753<>36.66057
248,2,Prasugrel,38.85389<>40.66568<>47.00417<>52.30906<>55.76606<>63.06752<>64.9401<>72.52328<>78.01673<>81.31355<>85.14644<>92.00002<>93.12389<>93.07996<>94.26965<>94.24755<>93.91529<>94.7127<>95.31166<>94.74316<>95.1025<>95.96436<>96.64428<>98.28455<>98.06083
249,2,Vandetanib (ZD6474),33.89941<>35.04615<>36.55821<>40.04551<>42.67931<>46.57603<>48.83868<>53.01785<>56.43512<>60.54161<>63.43307<>67.0575<>68.56811<>65.88535<>64.86061<>64.17413<>64.13171<>65.53617<>65.36693<>65.1463<>64.4617<>65.30621<>65.11846<>70.16895<>67.7207
250,2,Acarbose,35.18<>36.43878<>40.80867<>45.53907<>49.05324<>51.78181<>57.80897<>62.35873<>66.27036<>74.34923<>78.57605<>83.32435<>87.48784<>88.57143<>90.01042<>90.15444<>90.31284<>92.02351<>91.91154<>92.07801<>93.37656<>93.71931<>95.08917<>96.22009<>97.00521
251,2,Obatoclax Mesylate (GX15-070),39.10837<>38.48019<>41.25077<>46.22105<>49.66354<>50.99787<>52.60886<>54.18825<>54.01851<>53.87281<>52.25897<>53.50167<>51.11579<>49.15672<>47.06088<>45.67426<>44.28631<>44.39018<>44.3752<>43.36876<>41.86555<>41.79851<>41.8166<>43.70163<>41.13995
252,2,Asenapine,44.10553<>44.11714<>49.4449<>54.03377<>59.71775<>61.94532<>68.48031<>74.10442<>79.78945<>84.55514<>88.30728<>89.34081<>90.18035<>93.65791<>92.1591<>92.70473<>92.75751<>90.9826<>92.09534<>92.38014<>93.34659<>93.78888<>93.96323<>93.12949<>94.63284
253,2,AUY922 (NVP-AUY922),38.7605<>39.3645<>42.07103<>44.79844<>48.75858<>50.26186<>54.9796<>53.61839<>51.51289<>50.93072<>50.67073<>49.86806<>48.06379<>53.0316<>50.91946<>48.14856<>47.02557<>43.89934<>42.9785<>41.95906<>40.4349<>40.55372<>39.43365<>37.93605<>38.50941
254,2,Cilnidipine,41.61279<>43.07824<>48.37063<>53.00632<>56.53817<>56.30899<>64.60481<>67.96812<>71.13528<>74.64936<>77.92819<>79.90984<>81.88528<>85.19507<>86.55386<>86.49868<>87.89897<>84.18433<>86.86657<>86.7923<>87.24041<>89.02312<>88.88095<>88.39563<>90.43475
255,2,SU11274,38.62324<>38.76727<>42.15006<>46.18811<>50.5247<>53.20069<>58.58171<>62.22729<>66.84888<>70.8736<>73.94389<>81.11964<>84.57918<>83.93601<>86.12655<>85.85757<>85.93866<>86.39001<>86.72772<>86.21276<>86.28605<>87.2612<>88.2657<>92.11344<>89.99088
256,2,Streptozotocin (STZ),43.17094<>43.78089<>47.59912<>53.89753<>58.18694<>62.68789<>68.93725<>73.19303<>76.26693<>80.87609<>84.1002<>86.51215<>88.41277<>91.73338<>91.85102<>92.24883<>92.6653<>90.74989<>92.2489<>92.1236<>92.59448<>93.55369<>93.84753<>95.28914<>96.16219
257,2,KU-55933 (ATM Kinase Inhibitor),33.34832<>32.20836<>35.80853<>39.46183<>44.42963<>45.96044<>49.61268<>53.88131<>56.85254<>62.632<>65.15576<>69.46182<>72.67498<>75.36168<>75.83983<>77.3595<>77.19288<>78.39025<>79.21183<>80.21255<>79.85515<>81.71163<>82.7426<>85.53049<>85.77959
258,2,Etomidate,43.31192<>45.16233<>49.80473<>55.7346<>60.24107<>63.23248<>69.33167<>74.44311<>79.45319<>84.7386<>88.44302<>92.67669<>94.0839<>93.57584<>93.78294<>93.61564<>94.57172<>95.21862<>95.02209<>94.90598<>95.71825<>95.79485<>96.78934<>97.55849<>98.04839
259,2,Vatalanib (PTK787) 2HCl,41.50447<>42.18722<>45.91879<>50.45147<>51.88371<>54.58796<>60.02357<>64.41927<>68.8443<>71.42263<>74.87581<>77.07034<>77.85339<>78.53296<>76.32468<>74.28954<>72.77194<>71.37241<>70.58652<>69.16638<>68.09426<>67.70102<>68.7692<>66.65188<>69.38494
260,2,Genistein,44.26191<>44.77102<>49.9184<>54.48087<>58.91586<>64.12225<>69.25623<>73.2355<>79.50619<>85.8765<>88.76332<>92.35044<>94.40961<>94.14041<>93.62717<>94.16956<>94.13358<>94.00363<>94.64128<>94.76824<>96.47269<>96.37523<>96.74803<>98.38665<>97.68947
261,2,BI 2536,41.91368<>43.96703<>51.19397<>60.76279<>64.41492<>66.34692<>70.51434<>72.91252<>73.46278<>72.62813<>70.66152<>64.83146<>60.21779<>60.29322<>57.05286<>53.40826<>49.80596<>45.55446<>46.37336<>43.67699<>41.37592<>39.96925<>38.29037<>35.6167<>35.23044
262,2,Levetiracetam,47.38976<>52.76642<>59.12391<>65.27968<>71.61093<>79.25024<>83.45193<>87.90368<>91.50903<>94.82793<>96.63523<>98.08169<>98.33871<>97.84902<>97.50414<>97.90491<>98.60397<>98.92551<>98.89285<>99.31752<>99.53857<>99.63996<>99.55376<>99.91144<>99.88001
263,2,Empty,45.86497<>48.10061<>52.00416<>58.01356<>63.69604<>69.80126<>73.46832<>77.93938<>84.80278<>88.5228<>91.76032<>95.9138<>96.57043<>95.19485<>95.5834<>97.09818<>97.01107<>97.7654<>98.50034<>98.74709<>98.777<>99.05773<>98.97256<>99.43453<>99.80464
264,2,Empty,44.38052<>44.93093<>51.10791<>56.52311<>61.97578<>67.67951<>75.40001<>80.31075<>84.70379<>87.87714<>91.5265<>92.48666<>93.73175<>94.209<>95.11024<>95.57367<>96.09057<>96.62743<>97.52362<>97.23647<>97.61439<>97.7667<>97.7868<>97.61245<>98.9039
265,2,Triciribine,38.64777<>40.01824<>46.18064<>49.34053<>51.63047<>54.04144<>57.30511<>62.5728<>67.96778<>71.20088<>75.10698<>75.7693<>78.05807<>79.40283<>78.92558<>79.14829<>79.46935<>78.18515<>81.9134<>82.31087<>82.33303<>83.45013<>84.35649<>86.35387<>87.02281
266,2,Epothilone B (EPO906; Patupilone),39.98051<>37.55899<>38.49712<>38.25935<>37.09935<>35.81661<>35.31235<>36.11688<>36.92785<>37.86382<>37.82998<>38.26881<>36.05265<>38.38029<>37.52383<>36.87508<>37.30957<>35.09477<>34.02146<>33.60405<>32.21803<>34.10028<>31.4758<>31.22423<>29.45416
267,2,YM155 (Sepantronium Bromide),36.42247<>34.12273<>35.12909<>33.90286<>35.49942<>33.68203<>32.57634<>31.16525<>28.72665<>27.10184<>25.47869<>23.6354<>22.88793<>22.98664<>22.1817<>21.74866<>20.93114<>20.0067<>20.7921<>20.37045<>19.76556<>19.61738<>19.01649<>18.87592<>18.39129
268,2,Drospirenone,33.0111<>32.1004<>36.72187<>40.97812<>42.69611<>48.61689<>51.55904<>56.94366<>61.25421<>68.15048<>76.8942<>82.9264<>85.91566<>87.02557<>90.09131<>90.84984<>91.79321<>93.66268<>94.64563<>95.52222<>95.99033<>96.46115<>97.29256<>99.36394<>98.43031
269,2,17-AAG (Tanespimycin),36.77601<>36.72227<>38.30632<>40.80362<>43.21556<>46.0233<>44.96269<>48.92366<>46.91243<>47.58606<>48.00695<>47.26597<>49.92636<>47.57309<>45.91193<>45.71852<>44.62672<>44.94454<>43.60184<>41.9887<>41.43672<>41.06142<>39.62028<>40.57458<>37.19405
270,2,Nafamostat Mesylate,42.4133<>42.64747<>47.05688<>51.61914<>55.89516<>55.6087<>62.80125<>65.65981<>71.98261<>75.4333<>79.76756<>83.29962<>87.55415<>90.73904<>90.50425<>91.41639<>91.88452<>91.84826<>92.11455<>92.34499<>93.85685<>94.72631<>94.81466<>95.61657<>96.72945
271,2,PLX-4720,35.8113<>34.51274<>37.72961<>40.55875<>41.76668<>44.10913<>49.09515<>51.63489<>54.76246<>58.1587<>61.52568<>62.03548<>63.53503<>66.55683<>66.0425<>65.60435<>65.31293<>60.45582<>62.5949<>62.03456<>61.34386<>61.96023<>62.06943<>64.27531<>61.61866
272,2,Resveratrol,34.73108<>34.83088<>40.35311<>44.63969<>47.56927<>47.38552<>52.13707<>56.37856<>61.12369<>66.8633<>69.0839<>74.1894<>77.57909<>82.53046<>81.93288<>81.03751<>82.00003<>82.47063<>84.402<>84.08909<>85.34731<>86.51434<>87.93517<>90.09919<>90.46888
273,2,PA-824,44.01312<>46.44991<>51.23736<>55.98287<>59.89095<>58.30659<>65.62473<>66.77131<>69.03963<>72.60091<>74.41748<>74.89651<>76.21056<>79.71761<>80.25854<>79.66215<>79.58272<>78.23074<>79.23014<>79.81633<>79.91345<>80.82766<>80.51523<>81.93606<>80.63708
274,2,Bimatoprost,41.36515<>42.32993<>49.14331<>54.52503<>59.12259<>60.80772<>67.1205<>71.30153<>74.60918<>78.72775<>81.53899<>84.3053<>85.02983<>89.84347<>90.67873<>91.19267<>91.58853<>89.45235<>91.31756<>91.91147<>92.32047<>92.43078<>93.4042<>94.01752<>93.99908
275,2,WZ3146,42.68388<>38.71931<>37.36213<>36.59731<>37.56783<>35.89329<>36.98399<>37.19076<>36.87913<>37.7062<>36.53991<>35.50515<>35.56048<>36.8042<>34.46203<>34.59617<>34.23193<>32.74133<>34.39524<>33.72556<>33.04328<>33.93229<>33.96046<>33.51701<>34.66824
276,2,Rolipram,39.61096<>41.81879<>46.30236<>51.13469<>54.91587<>55.78685<>64.11354<>67.00437<>74.03423<>80.18698<>84.95193<>87.46754<>90.50984<>92.17872<>91.44707<>90.88935<>91.93785<>91.3688<>91.92832<>92.19717<>92.98386<>93.91544<>95.15285<>95.4445<>96.67847
277,2,WZ8040,33.44378<>31.11627<>30.87056<>30.34379<>29.75872<>28.13184<>29.33501<>29.17827<>30.51579<>31.53058<>32.30271<>32.36655<>33.21715<>37.84628<>39.53671<>40.06356<>41.21843<>40.41645<>43.22952<>43.71699<>45.95304<>46.26748<>47.69464<>48.20919<>46.70466
278,2,Venlafaxine,41.3521<>42.78059<>46.81932<>52.14881<>55.44837<>57.91293<>63.70964<>65.39469<>70.80178<>74.89732<>78.041<>80.58991<>83.51528<>87.4955<>86.83085<>87.67419<>87.48797<>87.62219<>88.16091<>88.53344<>89.31558<>90.47732<>90.74146<>92.01363<>92.118
279,2,Bicalutamide,40.90855<>44.01317<>49.35144<>53.37719<>59.2206<>61.69906<>66.9165<>72.81465<>77.31197<>83.95322<>87.03559<>92.49447<>94.37168<>94.31981<>94.13447<>94.3437<>93.71462<>95.08219<>94.3924<>94.53842<>94.8653<>95.41853<>95.88313<>97.33048<>97.47753
280,2,Ispinesib (SB-715992),38.13488<>38.74426<>39.74869<>39.44738<>40.30635<>41.89364<>41.10265<>40.74056<>41.8897<>41.88702<>40.26064<>43.10574<>44.58863<>44.83587<>43.35377<>42.39645<>41.45391<>41.12498<>40.33973<>39.81155<>39.8452<>39.918<>39.55922<>40.67053<>38.53421
281,2,Irinotecan,40.11641<>41.3686<>46.38974<>50.37536<>52.7875<>55.52116<>60.94614<>64.65806<>69.40057<>76.01333<>81.26968<>83.74771<>86.411<>86.04768<>87.5822<>86.98862<>88.90058<>87.25816<>87.09756<>87.49198<>87.10764<>87.01453<>88.43287<>90.34972<>90.90772
282,2,SP600125,37.49151<>37.64216<>34.01656<>32.06565<>30.28949<>28.11712<>28.34121<>27.17936<>27.27102<>27.10109<>26.45557<>26.76585<>27.19363<>26.98932<>26.94055<>26.70714<>26.05617<>25.69635<>26.31182<>24.96704<>25.38607<>25.38986<>25.019<>27.65887<>25.27313
283,2,Tivozanib (AV-951),41.6277<>40.66037<>40.78353<>43.4308<>44.40905<>43.01614<>43.6984<>43.53069<>43.58815<>43.1359<>42.56754<>41.45536<>40.47359<>41.50123<>39.52827<>38.67651<>38.40565<>35.86641<>36.32666<>35.21428<>35.60615<>35.14195<>34.32375<>34.69931<>34.43627
284,2,TSU-68 (SU6668; Orantinib),45.6411<>47.62599<>53.50685<>58.12279<>62.357<>65.99442<>71.02197<>74.48994<>80.23513<>84.43613<>86.70569<>89.31352<>91.05222<>90.57249<>90.68205<>90.58306<>90.14505<>89.72949<>90.63901<>90.70844<>91.76358<>91.91885<>93.13778<>93.61758<>94.91579
285,2,Carboplatin,41.25919<>43.85905<>47.76408<>52.54456<>57.26099<>61.38482<>65.88832<>71.13512<>77.71462<>83.4683<>86.23936<>91.71723<>92.85518<>92.0322<>92.14542<>92.13107<>92.7859<>94.19463<>93.78716<>93.89519<>94.09793<>95.55059<>96.07137<>97.93372<>98.01137
286,2,Daclatasvir (BMS-790052),42.19924<>42.86839<>48.97325<>52.34575<>55.4077<>61.35292<>66.56664<>70.85921<>75.45879<>82.39956<>84.61413<>88.68665<>90.87408<>91.63828<>92.94353<>93.22653<>92.97752<>95.36761<>96.35534<>96.34497<>96.14237<>96.96404<>97.1245<>98.33479<>98.01793
287,2,Empty,46.45922<>47.26554<>52.63427<>57.1261<>63.14439<>69.60614<>72.6153<>76.52919<>81.50419<>84.74193<>89.05268<>91.67454<>93.44833<>93.52232<>93.84462<>95.03356<>95.29163<>96.46731<>96.71397<>97.20007<>97.45241<>97.98732<>98.79179<>99.35738<>99.22089
288,2,Empty,45.94683<>49.07501<>54.60611<>60.35601<>65.05836<>73.28621<>78.49007<>84.35379<>87.97917<>91.23915<>94.08812<>97.43927<>98.15829<>95.58417<>96.24101<>95.78207<>97.20268<>98.05779<>98.34286<>97.90533<>98.37228<>98.79689<>98.7855<>98.89208<>99.33403
289,2,FG-4592,34.88326<>36.01479<>39.53719<>43.15484<>47.19868<>45.08033<>51.56692<>54.78946<>62.19536<>66.42213<>70.9017<>74.94024<>78.10766<>86.05514<>86.31223<>88.60403<>88.92055<>87.72325<>89.4221<>90.05967<>91.0266<>92.0229<>92.51871<>92.91306<>93.75234
290,2,Oxaliplatin,38.78192<>40.80951<>45.68924<>50.91802<>55.92583<>60.53112<>64.87077<>71.49018<>77.66985<>84.14021<>86.61085<>91.23038<>94.69592<>95.81661<>95.37397<>95.94391<>95.34344<>95.47026<>95.98225<>95.92885<>95.91028<>96.12552<>96.87299<>98.83296<>97.96999
291,2,Dovitinib (TKI-258; CHIR-258),32.74653<>31.89441<>33.07782<>34.61731<>35.20184<>36.5337<>35.05643<>35.6949<>35.3592<>35.35933<>33.40725<>33.39729<>30.98516<>31.44762<>29.82407<>28.42119<>26.80262<>25.81185<>24.52731<>25.06783<>23.65841<>22.55402<>22.49163<>22.48957<>22.91398
292,2,AG-1024 ,32.81781<>34.36014<>38.4609<>42.27316<>45.06112<>45.7675<>51.23874<>55.17115<>60.36071<>66.02308<>73.3083<>78.78902<>80.73849<>85.57195<>86.93108<>89.76202<>90.30663<>91.59917<>92.70895<>93.56417<>94.44753<>95.37909<>96.95078<>97.56043<>98.45214
293,2,Lapatinib (GW-572016) Ditosylate,33.40427<>34.61027<>38.13204<>42.09251<>45.29881<>46.83001<>52.45434<>56.91754<>59.28722<>63.75461<>67.8652<>70.98129<>70.63052<>76.95251<>79.83063<>80.21765<>82.68802<>80.55026<>81.68648<>82.74017<>83.38251<>83.48723<>84.04668<>82.03421<>84.54589
294,2,JNJ-7706621,40.37273<>42.47955<>45.81813<>50.65568<>53.3908<>51.66189<>56.04076<>58.96406<>62.8328<>66.15799<>71.49873<>73.6133<>75.66914<>82.67918<>86.21752<>86.92757<>87.50331<>86.00416<>87.33172<>85.29439<>86.71764<>86.96155<>86.76289<>88.14793<>87.66999
295,2,Rapamycin (Sirolimus),40.57768<>43.13688<>46.37724<>51.17581<>55.25315<>52.62875<>58.9293<>60.30488<>63.78771<>67.18563<>70.01808<>71.69353<>73.8483<>80.72247<>81.17352<>82.15965<>83.68727<>82.35887<>82.97828<>82.58469<>84.16701<>84.10664<>86.0905<>83.52197<>86.16234
296,2,Ramelteon,39.15595<>39.53386<>44.27015<>47.59071<>51.12462<>53.04805<>57.90347<>63.3059<>70.34842<>75.08938<>78.60998<>84.47211<>87.08389<>88.74219<>89.37672<>90.9145<>90.35262<>90.05<>91.21553<>91.16364<>91.63032<>92.974<>93.41532<>94.63181<>95.74628
297,2,Vorinostat (SAHA; MK0683),40.65816<>40.60822<>44.77811<>48.12223<>53.06276<>54.25571<>62.84074<>67.71988<>70.79603<>71.95235<>70.44919<>69.61912<>69.80906<>72.349<>73.16008<>71.0043<>72.12326<>67.73844<>70.58521<>68.93788<>69.23907<>69.63816<>68.15519<>70.40981<>70.28225
298,2,BX-795,35.57782<>40.64725<>42.93145<>45.93853<>49.12764<>50.19881<>51.91182<>50.83009<>49.9285<>49.63424<>51.82828<>51.77793<>51.93932<>49.45132<>49.1677<>45.94041<>44.56723<>42.11552<>42.62696<>40.74458<>39.49616<>40.93888<>38.08563<>36.01873<>37.1582
299,2,Olaparib (AZD2281; Ku-0059436),43.31618<>43.81133<>49.62105<>53.33237<>54.90674<>55.70616<>62.78844<>59.69335<>64.41348<>67.96212<>69.66601<>73.06436<>75.27064<>80.02065<>77.45951<>76.98103<>76.77545<>74.36615<>76.38007<>76.28454<>77.67731<>76.87445<>76.11882<>74.56703<>76.84239
300,2,Benazepril HCl,34.87719<>36.19164<>41.81269<>46.12939<>49.45753<>51.88777<>59.5997<>63.36786<>69.04993<>75.40872<>81.60754<>86.52602<>89.22269<>91.4202<>92.9273<>92.30962<>92.35942<>93.32987<>93.35143<>93.40835<>94.49863<>94.62953<>95.31256<>96.17435<>97.17838
301,2,PHA-665752,37.31183<>39.30164<>42.75662<>49.30798<>53.9448<>58.39266<>62.09576<>65.60088<>69.45767<>72.35991<>73.15408<>73.64237<>73.51714<>74.60799<>74.289<>73.01917<>72.95507<>69.83282<>71.35726<>71.11487<>70.4249<>71.02625<>71.32299<>69.49548<>71.25434
302,2,Cilostazol,37.68533<>37.77602<>42.61846<>46.83493<>49.62727<>53.55313<>58.77009<>64.51469<>69.24038<>76.91112<>82.60492<>85.77613<>88.16395<>92.16172<>91.49591<>92.92163<>93.13452<>93.38099<>93.88338<>93.52398<>94.26109<>94.54775<>94.93195<>95.82468<>95.68322
303,2,Vismodegib (GDC-0449),37.85484<>39.0663<>44.43551<>48.06704<>52.92123<>51.96618<>60.12564<>62.08105<>70.73966<>76.93882<>80.76956<>85.09145<>88.42541<>90.14167<>91.96085<>91.51594<>92.17499<>91.44734<>92.40294<>92.54717<>92.87148<>93.29008<>94.13454<>95.32472<>95.87382
304,2,Zoledronic Acid ,38.68279<>40.10203<>45.61437<>51.08291<>55.30194<>59.82018<>64.37631<>69.27712<>76.27425<>82.19467<>86.46481<>89.73136<>91.5886<>92.37068<>91.4546<>91.4164<>90.84576<>91.56028<>93.27703<>93.71152<>93.80029<>94.51681<>94.60239<>95.25675<>96.16393
305,2,GSK1904529A,42.77638<>46.21911<>51.15279<>57.02283<>59.35516<>63.02994<>67.72132<>73.08464<>76.55075<>82.3796<>86.26437<>89.97319<>90.95428<>92.703<>92.26418<>91.95443<>92.41952<>94.35413<>95.4635<>95.37135<>95.90745<>95.93915<>96.86753<>96.59193<>96.61188
306,2,Felbamate,40.69<>41.73126<>46.09624<>50.40588<>54.4704<>55.803<>62.80559<>67.70633<>73.2351<>79.723<>83.46478<>88.19483<>89.32713<>90.78905<>93.12092<>93.60479<>93.62724<>92.60886<>93.24332<>94.00536<>94.80824<>95.15707<>96.68987<>96.59144<>97.41193
307,2,U0126-EtOH,40.34717<>41.98405<>45.63521<>49.14096<>52.64602<>58.46394<>62.18943<>65.17795<>69.76601<>75.04363<>79.8597<>81.71412<>86.96486<>89.91531<>89.27483<>92.0244<>92.87674<>93.80636<>94.74013<>94.75436<>95.69186<>96.68876<>95.90875<>95.43027<>96.95457
308,2,Ginkgolide B,41.14431<>41.53168<>47.37738<>52.43018<>57.5771<>59.44026<>66.03301<>71.08648<>77.1488<>82.32097<>85.52897<>87.20026<>89.02734<>93.51002<>93.39646<>92.09438<>93.19394<>90.77276<>92.42754<>92.71165<>93.28864<>94.04011<>93.82052<>94.17329<>96.12276
309,2,Varespladib (LY315920),40.34613<>42.05003<>48.26612<>52.74826<>55.85958<>59.4438<>66.46495<>70.05947<>75.25136<>81.35105<>86.94572<>89.49877<>90.87111<>92.35867<>92.32198<>92.27874<>92.16981<>93.13251<>93.95612<>94.21743<>94.5253<>95.13296<>96.45971<>95.80693<>97.84468
310,2,Lidocaine,47.63884<>47.68333<>54.20452<>58.46498<>64.72195<>66.92322<>72.4258<>77.73941<>83.19061<>87.37614<>91.69463<>94.21978<>94.72204<>97.25912<>97.44495<>98.32939<>98.02781<>96.79852<>97.89069<>97.88171<>98.35598<>98.63187<>98.98659<>98.38715<>99.02207
311,2,Empty,43.6441<>45.29033<>51.36549<>56.72697<>63.27255<>67.38573<>74.67852<>80.24785<>87.55262<>91.88902<>94.11472<>96.50336<>96.99628<>98.0249<>98.15269<>98.23752<>98.30943<>98.0651<>98.33456<>98.20256<>98.0812<>98.93153<>99.14703<>98.71635<>99.44262
312,2,Empty,45.09877<>46.15564<>52.51022<>58.24161<>63.61702<>64.83165<>71.81137<>78.19786<>83.54<>88.8505<>92.06813<>93.84<>95.24252<>96.22775<>96.81255<>96.56345<>96.51427<>96.60897<>97.57707<>97.86084<>98.22737<>98.20526<>99.23912<>97.85007<>98.93858
313,2,XL147,48.14738<>49.52268<>55.07412<>60.93336<>66.35444<>67.87043<>75.97707<>79.69121<>85.08634<>90.06313<>93.24049<>95.09884<>96.01376<>97.66529<>97.73056<>97.62066<>96.87603<>97.58427<>98.12933<>98.52342<>98.55112<>98.83253<>98.94313<>99.34038<>99.24333
314,2,BMS-707035,37.6525<>38.78157<>42.54828<>46.10652<>51.28053<>55.92312<>59.72701<>66.3728<>71.76792<>77.97855<>86.21478<>89.42507<>90.94709<>92.13908<>92.1714<>93.01399<>93.21451<>93.87889<>95.0364<>95.51924<>95.93611<>96.74319<>97.25491<>97.79473<>98.68548
315,2,INO-1001,39.38246<>39.10754<>43.54755<>48.74882<>51.4821<>50.69338<>56.84813<>63.56881<>70.5026<>74.55418<>79.1842<>82.17582<>82.68313<>88.32242<>89.20963<>89.92173<>89.81577<>88.35516<>90.01823<>90.96948<>91.85682<>92.62626<>94.09737<>93.32241<>95.1606
316,2,Ruxolitinib (INCB018424),27.19959<>28.35288<>31.47221<>36.6237<>38.20512<>44.25618<>48.05536<>54.13985<>60.71389<>68.29934<>74.00923<>83.1998<>86.67675<>86.97923<>88.58911<>89.02692<>87.92944<>89.81087<>88.44226<>89.94978<>91.3735<>91.30649<>92.62564<>95.21571<>94.89755
317,2,17-DMAG (Alvespimycin) HCl,36.38173<>35.64253<>36.40182<>40.30185<>43.03196<>44.63894<>47.56659<>47.25575<>46.45308<>47.52177<>47.65971<>49.26032<>47.21927<>47.61412<>46.50952<>45.40664<>43.34813<>42.6597<>40.60435<>39.40036<>39.10602<>37.56659<>37.42581<>37.55442<>35.80874
318,2,Naftopidil DiHCl,36.66536<>37.10025<>42.4991<>47.61328<>51.35161<>53.19746<>60.71675<>63.87143<>70.97818<>75.56689<>80.365<>86.45873<>88.43155<>90.79223<>90.73808<>90.43303<>90.56511<>90.22118<>91.22926<>90.86206<>91.75266<>91.7557<>91.75452<>92.91969<>93.46506
