,expId,Compound,tempConfluenceDf
824,2,Sesamin,34.09683<>36.76392<>40.63486<>44.66056<>49.58817<>57.15549<>61.23763<>67.25774<>73.63091<>79.91496<>87.44604<>90.09303<>94.09379<>94.67409<>95.76797<>96.96976<>96.92107<>97.86162<>98.7082<>99.06754<>99.04522<>99.42894<>99.63858<>99.85342<>99.75844
825,2,KW-2449,39.22075<>42.2574<>44.5016<>48.14302<>50.32113<>51.17616<>48.46383<>49.77605<>51.44865<>53.75179<>50.6257<>49.7813<>47.54082<>47.32758<>44.32616<>44.01055<>41.70813<>41.39471<>42.10876<>39.39198<>38.72437<>39.42217<>39.2586<>42.60637<>40.12268
826,2,Tetrandrine,40.13842<>43.55672<>48.39467<>53.16975<>59.5171<>65.08076<>69.84748<>73.21846<>77.38077<>79.6982<>81.99078<>83.90134<>85.17116<>83.39653<>84.01774<>84.83836<>85.25598<>88.88779<>88.64707<>90.32092<>91.55207<>91.48851<>92.00762<>95.5964<>93.4473
827,2,AG-14361,33.9202<>34.90958<>38.67098<>41.87444<>45.24494<>51.2695<>51.92797<>55.97651<>57.05339<>59.69355<>63.74461<>68.9908<>73.1105<>72.03178<>71.57624<>74.47929<>74.09414<>77.95617<>74.853<>74.94356<>76.1544<>74.94852<>74.60931<>79.33272<>72.00997
828,2,Geniposide,26.73884<>28.87185<>32.2666<>35.25972<>39.25391<>44.58437<>45.59336<>52.21083<>57.38416<>65.01007<>70.38647<>80.05747<>84.50008<>82.27806<>82.94422<>83.33899<>83.81996<>87.4334<>87.49384<>88.56812<>89.75823<>90.42483<>92.20158<>96.2252<>94.56218
829,2,Avasimibe,31.10287<>34.14717<>39.22635<>42.92296<>46.54468<>50.57565<>54.39968<>59.97561<>62.58172<>68.13418<>73.12216<>76.83852<>80.48698<>78.01939<>78.54587<>80.39007<>81.63585<>83.64867<>82.48535<>84.07582<>85.6446<>87.19743<>87.77112<>91.79252<>90.19189
830,2,Rotundine,35.56379<>38.36586<>41.94987<>45.70387<>50.65628<>60.43261<>63.35413<>67.85545<>72.85505<>79.06188<>81.77257<>88.81741<>92.65003<>91.16558<>91.7311<>92.94913<>93.72416<>95.18526<>95.79596<>96.4519<>97.13934<>97.3083<>98.10468<>99.16148<>98.57703
831,2,OSI-420,30.61899<>32.34347<>34.61227<>38.40088<>41.6139<>47.54884<>49.24474<>51.53681<>53.84698<>57.78646<>61.77165<>67.57453<>71.85275<>70.56498<>71.67639<>72.93857<>73.50657<>78.42146<>77.90567<>77.34512<>79.02726<>78.99245<>80.96906<>88.4091<>83.62027
832,2,Amantadine HCl,31.23273<>33.41105<>36.79134<>40.76501<>44.20493<>52.14762<>54.13261<>60.71307<>66.22564<>72.38927<>78.17183<>85.30862<>89.0127<>87.12705<>88.70288<>89.37161<>90.35697<>93.54981<>93.78446<>95.33308<>96.31602<>96.55939<>97.42422<>99.42404<>98.68085
833,2,PP242,35.45556<>35.46019<>37.43998<>37.12049<>37.78217<>39.48108<>38.28269<>38.77901<>38.69694<>39.01368<>38.42762<>38.53421<>39.26787<>38.89843<>38.29636<>38.36517<>37.71814<>39.69221<>39.14282<>39.48041<>39.45761<>39.83484<>40.19888<>40.71383<>39.95407
834,2,Clozapine ,38.96965<>42.25913<>47.28807<>50.4347<>54.97561<>64.12881<>68.6778<>75.57374<>82.84054<>87.76974<>91.44561<>94.49843<>94.64619<>95.39504<>96.17056<>96.00311<>96.35091<>97.04996<>97.03897<>97.22646<>97.85898<>98.2125<>98.58897<>99.36014<>99.25605
835,2,VX-765,32.47707<>34.64951<>37.77484<>40.88487<>43.99895<>50.7939<>54.42645<>62.68568<>68.91749<>74.67415<>81.58212<>89.9676<>92.45771<>91.87873<>94.50921<>94.11465<>94.89417<>96.96272<>96.41536<>97.29788<>97.98007<>98.26321<>98.25908<>99.07252<>99.10028
836,2,Hexestrol,48.33278<>50.61061<>56.48299<>62.03967<>68.82459<>74.14717<>80.45174<>86.73248<>91.16013<>93.97138<>95.20819<>97.85878<>97.89594<>97.68326<>98.25237<>98.48164<>98.5565<>99.27566<>99.37188<>99.23919<>99.17122<>99.50935<>99.63195<>99.88595<>99.96006
837,2,Fesoterodine Fumarate ,36.92481<>38.8047<>43.24754<>47.79427<>53.22149<>58.30038<>63.0948<>68.39404<>72.67055<>78.41871<>81.4758<>83.12465<>85.93079<>88.88345<>90.50549<>91.34814<>92.14916<>92.33186<>93.28483<>93.84608<>94.53276<>94.52972<>95.36077<>95.96333<>96.92928
838,2,Mitoxantrone HCl,40.50502<>42.9988<>44.79538<>44.26833<>40.69911<>41.47649<>40.54439<>42.86361<>42.61245<>40.75611<>44.57995<>47.06413<>45.72744<>42.611<>39.80528<>38.70924<>38.45552<>40.36673<>37.74066<>36.18644<>35.15087<>33.58393<>32.3733<>35.47249<>29.80858
839,2,ZM 39923 HCl,36.24786<>40.06971<>44.47701<>49.44517<>53.76563<>64.39965<>66.86013<>72.22985<>77.51719<>84.3629<>87.22431<>91.5741<>94.8072<>91.25221<>91.64925<>93.43073<>94.16942<>96.98607<>97.04353<>97.40163<>98.16589<>98.20049<>98.42333<>99.40234<>98.92143
840,2,TAK-438,42.64616<>46.36094<>51.04166<>54.26936<>60.20218<>68.0287<>72.85323<>78.77313<>83.55588<>89.40766<>92.03172<>96.0306<>96.04504<>96.17574<>96.57079<>97.34843<>97.41904<>97.9228<>98.48675<>98.89229<>98.96896<>99.02941<>99.05365<>99.57429<>99.29479
841,2,(+)-Usniacin,40.61733<>44.87835<>49.29045<>54.27201<>59.15387<>64.8823<>68.56508<>74.95544<>79.54327<>82.82548<>86.96301<>91.80212<>94.02277<>94.1228<>94.10843<>95.33833<>95.29439<>96.34801<>96.94469<>96.65416<>96.8781<>97.61474<>97.90105<>98.8465<>98.87032
842,2,Oxymetazoline HCl,32.77222<>36.15535<>41.02051<>45.14581<>49.65681<>55.39374<>58.69051<>64.51908<>70.27<>75.62051<>80.5316<>87.76248<>91.46627<>90.7429<>92.20712<>93.47956<>94.37409<>95.29675<>95.77143<>96.59779<>97.64636<>97.99804<>98.86362<>99.48598<>98.92178
843,2,Arbutin,41.66024<>44.04861<>50.96587<>54.9044<>59.43068<>62.07539<>70.90269<>74.71215<>79.42487<>83.41739<>89.05682<>94.23367<>94.71843<>96.51096<>96.9058<>97.12277<>97.07145<>98.15567<>98.77459<>99.056<>99.16196<>99.40289<>99.53229<>99.62083<>99.77839
844,2,Ribavirin ,39.95255<>43.7004<>48.59009<>52.08922<>57.28753<>63.02753<>67.97918<>73.58263<>79.2517<>83.76154<>88.7911<>92.29201<>93.82923<>95.46501<>95.22705<>96.75985<>97.05894<>97.24842<>97.9371<>98.17542<>98.62987<>99.10049<>99.33597<>99.66822<>99.78468
845,2,Berberine HCl,34.86391<>37.49669<>41.81725<>46.31721<>50.11509<>59.31793<>59.64299<>63.72182<>68.78157<>72.50772<>77.30299<>81.3784<>86.80412<>84.92504<>88.26266<>90.35815<>92.6233<>92.84946<>94.01263<>94.89368<>95.54583<>95.18152<>96.47995<>98.88869<>97.13638
846,2,Maprotiline HCl,32.40805<>34.12758<>37.78348<>40.00358<>45.49092<>51.99712<>55.84763<>60.97413<>67.70162<>73.83806<>78.68257<>82.61659<>86.47512<>86.45349<>87.01197<>89.35476<>89.60646<>91.52<>91.92135<>92.87769<>93.99992<>94.72811<>96.18278<>97.0796<>96.89648
847,2,Cytisine,30.43946<>32.38595<>35.90302<>39.30883<>42.91183<>49.10678<>51.63924<>56.31223<>61.88493<>69.31843<>72.55911<>81.53949<>85.3784<>86.19279<>88.5677<>89.87869<>91.23791<>93.23883<>93.86653<>94.21501<>95.19341<>96.01776<>96.30643<>98.90279<>98.13777
848,2,Ciclopirox,35.68253<>36.34021<>41.47753<>45.1959<>47.25865<>51.60947<>51.15474<>54.48828<>55.50556<>59.68773<>61.24232<>65.43102<>65.76992<>63.81781<>62.94546<>64.70849<>65.29556<>66.46109<>65.73448<>63.97055<>62.22487<>61.58031<>61.38905<>62.98969<>59.3723
849,2,Formononetin,44.4661<>48.17308<>53.63071<>59.49883<>65.41045<>72.47899<>75.08765<>80.28506<>85.13129<>89.17619<>93.63422<>96.35589<>97.87445<>97.26949<>97.53017<>98.05978<>98.6106<>99.16791<>99.08742<>99.53559<>99.56509<>99.64929<>99.59714<>99.91745<>99.88084
850,2,Miconazole ,38.90735<>40.81986<>44.56854<>49.12964<>53.16907<>59.31641<>62.8822<>69.22953<>74.28712<>80.13537<>83.53288<>87.18735<>90.27913<>91.95644<>92.36266<>92.52127<>92.70639<>94.20707<>94.15623<>94.52979<>94.85935<>96.1776<>96.1133<>98.48219<>97.16132
851,2,Honokiol,41.36681<>44.42307<>48.08395<>53.1775<>59.60146<>65.93983<>69.10028<>74.59224<>79.35863<>84.64059<>88.59885<>91.63723<>94.61448<>93.4015<>94.05247<>94.88242<>96.05174<>96.62659<>97.49302<>97.29761<>97.69976<>98.33768<>98.24393<>99.16203<>99.11602
852,2,Tiotropium Bromide hydrate,31.24461<>34.03135<>38.11084<>41.19564<>43.64832<>50.97902<>51.58232<>58.6211<>64.07362<>69.15907<>73.70938<>80.79113<>84.60937<>82.34084<>82.76662<>84.31601<>85.1313<>88.78936<>87.44404<>88.51942<>89.32352<>89.73812<>91.0237<>97.11993<>92.89111
853,2,Luteolin,30.99898<>32.45171<>37.67303<>40.16019<>44.75857<>51.16345<>53.34438<>55.94779<>62.33014<>70.04089<>75.8477<>81.68405<>83.74405<>81.5106<>80.16046<>82.12132<>81.74818<>85.34773<>84.18359<>84.73101<>85.45154<>85.76563<>85.93563<>91.44866<>87.59772
854,2,Clarithromycin ,41.00256<>44.38384<>48.39674<>53.90721<>58.22682<>63.90879<>69.57234<>74.33741<>80.52496<>85.19672<>88.6571<>91.40023<>94.36795<>94.24037<>93.9548<>94.46472<>95.43531<>95.8365<>96.44797<>97.50849<>97.98332<>98.345<>98.25637<>99.00889<>99.18096
855,2,Naringin,32.79053<>34.25667<>38.97803<>42.08437<>46.59586<>54.32727<>56.0125<>62.85661<>67.60465<>74.14683<>78.92235<>85.52897<>89.35606<>88.81479<>90.4697<>90.54218<>90.67645<>93.56693<>93.42568<>94.09738<>95.17614<>96.45874<>97.13804<>98.98119<>98.52453
856,2,Isoprenaline HCl,33.3157<>36.00837<>40.26463<>44.33804<>48.86501<>54.58241<>57.33152<>62.05957<>67.7012<>73.31776<>76.95837<>83.77293<>88.75414<>90.20922<>91.67751<>92.51257<>93.64437<>94.77218<>94.28768<>94.90709<>95.23492<>96.3092<>97.22431<>98.70869<>97.87348
857,2,Paeonol,41.35596<>44.60951<>50.13919<>54.0614<>59.48504<>65.25785<>70.13725<>77.91493<>83.85341<>87.76919<>91.38842<>93.0696<>94.36269<>94.99654<>94.82626<>95.24113<>95.47317<>96.4537<>97.2248<>97.57908<>97.91487<>98.10718<>98.57641<>99.47183<>99.31808
858,2,Zidovudine ,41.0094<>43.15131<>50.36776<>55.99405<>58.90148<>64.43786<>68.17445<>74.80838<>79.59218<>83.9671<>88.24615<>91.12966<>92.59193<>92.40446<>93.25811<>93.23952<>93.49407<>94.14427<>95.08186<>95.58437<>96.19356<>97.00865<>97.55692<>97.95271<>98.51472
859,2,Rutin,39.84202<>41.08629<>48.09496<>52.04445<>55.64487<>61.81271<>64.49029<>73.59464<>80.01083<>85.3261<>89.99129<>92.83702<>94.80243<>94.88359<>96.85959<>97.01778<>97.75426<>98.37022<>98.15926<>98.8838<>99.05261<>99.21943<>99.47211<>99.83725<>99.90557
860,2,Pioglitazone ,38.2204<>39.58776<>43.92338<>47.52943<>53.36454<>59.72874<>63.396<>69.45968<>78.69597<>83.69238<>88.94272<>91.51911<>95.13477<>94.9906<>96.17629<>97.29967<>97.57446<>98.33327<>98.56564<>98.90562<>99.36305<>99.49304<>99.61302<>99.90819<>99.77757
861,2,Sinomenine,44.88021<>47.5719<>52.21933<>57.82189<>62.98926<>71.78139<>75.23646<>81.12953<>85.52919<>89.40463<>90.99496<>94.54555<>97.02095<>95.5479<>95.64177<>95.95248<>96.85392<>98.38851<>97.84516<>98.34286<>99.00689<>99.06747<>99.505<>99.90377<>99.90052
862,2,Tioxolone,45.4418<>47.27315<>52.78211<>57.37339<>62.65121<>67.0742<>73.25783<>80.2124<>83.76415<>89.80098<>92.72498<>96.00188<>97.02717<>97.00872<>96.57714<>97.58869<>97.60443<>98.5713<>98.32207<>98.6142<>98.99239<>99.39854<>99.47419<>99.78115<>99.81625
863,2,AG-18,54.79857<>56.3409<>64.11362<>69.58518<>73.83745<>80.06272<>82.6963<>88.38278<>91.94047<>94.54643<>96.68835<>96.64427<>97.53232<>98.73811<>98.82148<>98.8708<>98.70564<>98.83848<>98.89546<>99.17467<>99.28395<>99.30585<>99.6084<>99.42321<>99.74717
864,2,Empagliflozin (BI 10773),38.17867<>40.93066<>45.66631<>50.47751<>53.80076<>61.62771<>67.36839<>73.17072<>79.60957<>85.37252<>90.12418<>94.28194<>95.79209<>95.05443<>95.41293<>95.94606<>95.93417<>97.47326<>97.90609<>98.0526<>98.43964<>98.38577<>98.86211<>99.4621<>99.66442
865,2,Temocapril HCl ,48.22654<>52.15476<>58.29181<>63.83899<>69.29592<>76.01556<>79.12024<>84.65682<>89.22282<>92.76172<>95.70305<>96.59116<>97.51112<>97.75205<>98.51162<>98.61309<>98.88683<>99.35379<>99.53483<>99.61524<>99.76376<>99.67818<>99.64183<>99.83842<>99.73253
866,2,Troxerutin,31.3407<>34.21798<>37.46255<>41.37336<>45.87505<>51.15348<>55.46973<>58.5751<>65.03935<>70.34088<>75.63009<>80.62727<>86.89178<>85.15874<>86.57893<>87.57923<>88.51596<>92.05445<>92.59463<>92.40384<>93.68548<>94.50202<>95.52601<>97.61542<>97.25851
867,2,Dronedarone HCl,44.77579<>47.58647<>53.72753<>57.97592<>63.90002<>69.64812<>74.90702<>81.54591<>85.34372<>89.23899<>91.91285<>93.74544<>95.35125<>96.1461<>95.9623<>97.01971<>97.75294<>98.24622<>98.34688<>98.93353<>99.20811<>99.29472<>99.72018<>99.90336<>99.86039
868,2,Biochanin A,36.95042<>40.23983<>44.94758<>48.71393<>54.86515<>60.87891<>69.2041<>75.8629<>80.7834<>86.105<>91.39734<>94.51543<>95.71769<>96.90871<>97.33028<>98.0926<>98.04107<>97.84419<>98.08728<>98.35191<>98.27689<>99.00287<>98.90948<>99.57062<>99.56005
869,2,Mestranol,31.47388<>34.4851<>39.09447<>43.10704<>46.11764<>52.28394<>55.78988<>62.46198<>67.87363<>73.84532<>77.18397<>82.92329<>85.76958<>86.21<>87.67704<>89.34481<>90.72668<>92.61162<>92.8567<>93.17783<>93.79931<>94.27932<>95.12675<>97.2748<>96.17172
870,2,Hordenine,43.04398<>46.59903<>51.47526<>55.77772<>59.22686<>63.26164<>69.88022<>76.10204<>79.97056<>84.57931<>88.69176<>91.53922<>92.63117<>94.80167<>95.5595<>96.23591<>97.06061<>97.12422<>97.5279<>97.75993<>98.22281<>98.63021<>98.96772<>98.63491<>99.21571
871,2,Neratinib (HKI-272),27.60796<>28.54312<>28.73778<>28.76982<>30.55923<>33.98549<>31.32052<>32.83121<>32.7848<>33.32399<>33.30343<>36.7919<>37.20332<>33.90051<>33.64991<>34.34584<>34.99868<>38.95094<>38.15387<>38.67567<>39.21826<>38.30585<>38.70808<>49.31454<>39.35559
872,2,Sorbitol,44.2363<>47.45275<>51.49736<>55.15845<>59.9649<>66.68926<>71.03352<>76.96983<>83.07346<>85.49513<>90.58942<>94.91054<>96.28397<>96.16959<>96.21435<>96.35534<>96.99028<>97.44018<>97.25201<>97.98726<>98.42934<>98.7998<>99.17178<>99.52958<>99.65448
873,2,Tebipenem Pivoxil,37.82699<>39.68508<>44.79078<>48.16671<>51.84383<>59.10147<>61.73112<>68.85027<>75.90579<>81.08276<>84.73923<>90.30662<>93.80153<>92.11704<>93.10737<>93.69501<>94.18102<>96.19742<>96.20288<>97.17983<>97.90617<>98.41499<>98.82466<>99.62097<>99.62726
874,2,Isoliquiritigenin,36.24378<>38.20312<>44.14953<>48.20864<>53.14572<>60.46316<>62.17264<>65.72226<>71.81393<>76.7767<>79.74828<>87.03885<>90.64365<>89.64024<>91.15384<>91.6116<>92.51947<>94.54623<>94.54589<>94.7163<>95.51647<>96.3362<>97.45019<>99.29411<>98.40158
875,2,LY2784544,29.28527<>29.2367<>29.27525<>28.78344<>28.54733<>29.02298<>28.0832<>28.33195<>28.25078<>28.00439<>27.38049<>27.55906<>26.65388<>24.60046<>23.97207<>23.63692<>23.9017<>25.33667<>24.35587<>24.2984<>24.57186<>24.33197<>23.93892<>28.19952<>24.16128
876,2,Genipin,32.71504<>34.54306<>39.11514<>43.005<>46.46387<>53.26196<>55.34026<>60.93991<>66.10299<>71.09429<>77.12064<>82.65742<>86.46461<>84.27158<>84.84457<>84.56171<>84.87497<>86.42538<>86.43346<>86.50619<>87.60389<>88.85036<>89.83138<>95.13842<>91.71744
877,2,AZD8931 (Sapitinib),27.57459<>27.79758<>29.79912<>32.86222<>35.69987<>37.50987<>40.9509<>44.42369<>49.83994<>53.81299<>59.32742<>63.22737<>67.27626<>66.67663<>67.53495<>67.42284<>67.37682<>68.81838<>68.79137<>68.80022<>69.4775<>70.199<>70.505<>78.89471<>72.12856
878,2,Synephrine HCl,37.41151<>38.69682<>42.51776<>45.9455<>50.79209<>56.03897<>61.02707<>66.39967<>72.15413<>79.27503<>84.08494<>89.30729<>91.60567<>90.81239<>91.20695<>91.9125<>92.48728<>94.75436<>93.60853<>94.74378<>95.71679<>96.67833<>97.24145<>99.04356<>98.50947
879,2,PIK-293,34.88879<>39.14691<>44.76721<>48.78247<>52.26915<>59.89935<>61.30684<>66.14423<>72.17783<>78.5704<>84.04053<>87.73782<>90.67376<>90.9444<>91.32017<>91.29559<>91.84487<>94.34364<>94.09441<>95.02818<>95.36168<>96.36293<>96.41495<>98.49752<>97.39542
880,2,Amfebutamone HCl,30.45679<>33.51817<>37.29601<>40.59364<>44.37935<>51.12069<>52.19751<>58.54124<>66.05429<>70.18974<>76.43581<>83.39861<>87.40523<>86.89716<>88.63767<>90.25253<>90.97472<>93.35557<>93.41208<>94.68258<>95.87691<>96.57333<>97.4935<>99.06077<>98.56038
881,2,CYT387,39.33384<>53.44558<>57.91273<>62.04085<>62.34154<>62.33968<>62.92474<>62.53385<>62.83052<>63.51624<>63.23923<>64.88463<>63.60969<>64.10028<>63.1871<>62.9856<>60.19542<>58.15123<>57.74376<>57.39857<>55.31505<>54.62249<>55.18387<>58.50891<>53.51014
882,2,Pramipexole,35.10451<>37.82128<>40.96865<>44.86128<>49.17033<>57.5252<>57.30762<>63.78908<>68.6254<>75.80093<>80.85902<>85.89591<>87.59111<>87.49779<>90.38164<>91.46219<>92.58855<>94.2119<>94.64115<>95.51958<>96.55509<>96.9317<>97.67255<>98.65115<>98.81734
883,2,Eltrombopag,36.44895<>41.11683<>46.59232<>50.79691<>54.10941<>62.48633<>62.73664<>69.45083<>73.9901<>78.19509<>82.481<>87.41862<>89.95165<>85.66305<>86.12406<>86.67709<>87.78458<>89.81225<>89.85984<>90.40643<>90.9654<>91.47283<>92.47741<>96.97557<>94.46251
884,2,Imatinib (STI571),42.53827<>44.39412<>48.78501<>53.24567<>57.87847<>62.38549<>66.52699<>72.16422<>75.91732<>80.07943<>84.22572<>85.8106<>87.73492<>85.96519<>86.93517<>86.29206<>85.21171<>85.38558<>84.93851<>84.86529<>84.11948<>84.70994<>84.65171<>89.18905<>85.912
885,2,Degrasyn (WP1130),33.11325<>43.4091<>45.20005<>44.75539<>46.30242<>52.65079<>50.96347<>54.1416<>57.32939<>61.76521<>64.91648<>72.67324<>76.98248<>68.70553<>69.26752<>69.97824<>71.48051<>80.84509<>78.51997<>79.72189<>79.62932<>80.33315<>80.30178<>93.87101<>83.94009
886,2,Moroxydine HCl,40.57478<>45.02557<>48.97794<>53.23648<>58.61625<>66.46656<>71.13174<>78.40123<>83.86757<>88.68555<>92.94291<>94.84567<>97.53563<>96.59282<>97.5245<>97.56265<>98.06848<>98.95502<>98.92938<>99.07403<>99.41299<>99.74144<>99.77079<>99.98016<>99.88361
887,2,SMI-4a,38.87082<>41.73236<>47.81657<>50.99268<>55.5529<>58.02035<>65.08537<>71.59628<>77.1732<>82.00415<>86.8926<>89.39703<>91.27679<>93.50105<>94.65075<>95.31899<>96.36189<>96.10037<>97.12152<>97.80399<>98.0993<>98.72277<>98.84<>98.45096<>99.1938
888,2,AZD5363,31.36576<>36.79798<>39.46838<>44.85625<>48.02138<>57.13583<>57.80173<>64.45809<>71.69629<>80.24653<>85.10479<>89.85611<>90.55419<>89.02519<>88.18053<>85.19756<>83.83219<>80.3004<>79.52392<>78.60549<>76.82732<>79.35006<>79.13917<>78.86425<>80.22228
889,2,3-Indolebutyric acid (IBA),37.82024<>41.95713<>46.41729<>50.51952<>56.94331<>64.94807<>69.35905<>76.0941<>81.43187<>85.0806<>88.43004<>92.73644<>93.33242<>94.48158<>96.04594<>96.19114<>96.60594<>97.44923<>97.85456<>98.42852<>98.51015<>98.92249<>99.00785<>99.73501<>99.24244
890,2,Ozagrel,29.81661<>32.14391<>35.89357<>39.55626<>44.57138<>50.36382<>54.44167<>59.33313<>66.25517<>71.63681<>77.13653<>81.91458<>86.76151<>86.60898<>88.73769<>88.96793<>89.32781<>90.71638<>91.86173<>91.96078<>93.70378<>94.44731<>95.82069<>98.12009<>97.25829
891,2,Artemether,37.87404<>39.98065<>43.79545<>48.1815<>51.78595<>57.17431<>62.54164<>67.95216<>73.81223<>78.05689<>83.97911<>88.33105<>90.95449<>92.8913<>94.01035<>94.6888<>95.59011<>95.80031<>96.61879<>97.1571<>97.18714<>98.3546<>98.73045<>99.07955<>99.34694
892,2,Roxithromycin ,39.53276<>43.55479<>50.22381<>53.77368<>57.70799<>64.85059<>69.34483<>76.21774<>82.18134<>87.63221<>91.60823<>92.94933<>93.35564<>96.20807<>96.13684<>96.27085<>96.40914<>96.49439<>96.90076<>97.36909<>97.5576<>98.13729<>98.66366<>98.777<>98.95633
893,2,Bilobalide,26.78575<>29.90765<>33.92123<>37.2154<>41.02053<>46.91228<>49.8798<>54.52905<>60.4125<>66.13088<>71.04906<>77.97504<>84.13475<>83.37967<>83.87474<>85.28721<>86.33379<>88.80719<>89.62422<>89.51059<>90.67107<>90.55889<>91.40066<>95.10941<>93.69923
894,2,Naphazoline HCl ,43.32007<>46.0836<>49.96214<>54.00909<>57.93068<>64.47538<>68.93698<>74.15845<>79.93721<>84.60473<>88.14911<>91.85883<>94.16451<>94.47481<>95.42674<>95.7275<>95.24328<>96.15943<>96.53092<>97.41219<>97.50005<>98.19165<>98.64423<>99.32188<>99.00253
895,2,Dihydroartemisinin (DHA),26.58295<>28.45326<>32.09929<>34.73496<>37.90277<>43.31578<>46.2757<>51.37682<>55.42185<>61.33207<>65.11375<>71.49177<>75.45326<>75.53056<>77.74667<>78.83709<>80.03509<>83.15656<>83.28546<>83.40829<>85.0701<>86.07019<>87.4879<>92.43913<>90.12185
896,2,Dopamine HCl,42.24483<>46.00367<>51.68739<>56.72744<>63.23876<>69.40787<>73.14364<>79.81419<>84.75083<>89.56081<>92.61246<>94.15803<>94.66685<>96.49963<>96.69637<>97.15137<>97.28329<>97.11012<>97.38781<>98.19552<>98.78819<>98.97034<>99.27283<>99.54305<>99.54816
897,2,Ferulic Acid,35.67772<>38.28865<>41.52334<>45.21578<>49.94142<>56.4915<>60.27282<>66.54765<>72.70404<>78.14075<>82.66744<>89.38494<>93.72125<>93.12244<>93.18025<>94.0882<>94.89625<>95.90247<>95.64323<>96.00906<>96.96423<>97.00362<>98.05999<>98.68582<>98.85569
898,2,Secnidazole ,39.90641<>43.63119<>48.41573<>51.9451<>57.67213<>65.42661<>68.34895<>71.86007<>75.42895<>81.81413<>85.37611<>91.0764<>93.35018<>90.03232<>92.25892<>92.13976<>93.31985<>95.66319<>95.79368<>95.86448<>96.70901<>97.25656<>98.2934<>99.58147<>99.3913
899,2,Hyodeoxycholic acid (HDCA),40.0489<>43.62967<>48.18924<>53.22218<>57.20905<>66.22311<>69.19788<>75.07963<>80.71983<>87.60376<>90.29661<>93.89594<>96.29794<>94.08999<>95.06859<>95.40015<>95.45665<>96.50502<>96.84965<>97.11489<>97.70426<>97.90112<>98.64217<>99.57787<>99.03679
900,2,Scopine HCl,29.94253<>32.66232<>36.6628<>40.4376<>43.17349<>47.54987<>49.09206<>53.59154<>59.27973<>65.63488<>71.98525<>77.24717<>80.57333<>77.92586<>78.85567<>79.94749<>79.7404<>81.45267<>81.29295<>82.17368<>83.06835<>84.62672<>85.5086<>90.67645<>87.10053
901,2,Magnolol,28.3135<>29.10691<>33.80498<>36.32122<>40.41127<>45.69698<>48.14532<>52.61314<>57.95638<>62.90976<>67.90464<>75.4021<>78.52632<>76.47192<>76.32755<>78.00315<>79.58561<>81.3018<>81.0293<>81.59731<>83.23083<>84.35952<>86.01729<>89.33389<>88.20361
902,2,Rosiglitazone ,39.59543<>41.13602<>46.75653<>51.18726<>55.22375<>62.36247<>66.30576<>72.72642<>77.98836<>84.05214<>89.41485<>91.44354<>93.4339<>94.51286<>95.21413<>95.70934<>96.14106<>97.3101<>97.6865<>98.00335<>98.57841<>98.91328<>99.23048<>99.52897<>99.56966
903,2,Neohesperidin,37.34691<>40.60532<>44.21799<>47.87632<>52.47783<>60.81206<>63.32987<>67.84794<>72.03284<>79.62409<>84.46791<>89.9408<>92.35907<>89.21626<>90.74518<>91.05125<>92.57895<>94.99661<>94.49864<>95.54569<>95.7458<>96.04145<>96.84605<>98.84525<>98.28787
904,2,Medroxyprogesterone acetate,27.16837<>30.6583<>35.40686<>39.78828<>44.26758<>49.52414<>51.12719<>55.8348<>59.08414<>67.11861<>73.70792<>82.51048<>87.50855<>87.46013<>90.70879<>92.99002<>94.28464<>96.60194<>97.02834<>97.72808<>98.01723<>98.73887<>98.85831<>99.74158<>99.29893
905,2,(-)-Parthenolide,41.61465<>43.7643<>48.28497<>55.01202<>61.00304<>67.15799<>69.47655<>73.57694<>81.09912<>85.68129<>90.19562<>93.27448<>94.39074<>94.5034<>95.56221<>95.61968<>96.3438<>96.89683<>96.80854<>97.7832<>97.7189<>97.76414<>98.55077<>99.35938<>99.25874
906,2,Quinapril HCl ,34.65048<>37.91964<>42.17763<>44.64806<>49.82433<>57.85962<>61.51691<>66.90276<>72.06461<>78.55264<>82.42449<>88.06925<>90.10747<>87.91735<>88.64713<>90.55164<>91.46302<>93.97105<>94.60592<>95.44083<>95.98495<>96.90491<>97.36495<>98.95598<>98.22978
907,2,Salicin,33.81846<>36.91215<>41.59303<>46.54994<>49.10131<>55.7927<>58.44128<>63.54561<>69.04391<>75.17435<>81.47097<>86.85254<>90.97707<>87.87866<>89.86681<>89.72037<>89.39219<>92.61403<>91.30408<>92.48942<>93.38686<>93.82072<>94.68604<>98.11103<>96.18858
908,2,Tolvaptan,40.51477<>42.56285<>48.49393<>51.65781<>57.45296<>61.65596<>69.467<>74.8494<>80.01898<>83.90515<>86.92281<>89.75022<>91.73635<>94.68784<>94.81321<>95.40934<>96.07433<>96.2292<>97.31604<>97.695<>98.20823<>98.52231<>98.8802<>99.28658<>99.62498
909,2,Stigmasterol,36.44286<>39.18311<>43.0658<>46.81167<>53.81024<>58.36406<>61.31291<>69.13503<>72.96129<>79.5731<>84.11832<>87.73969<>89.77543<>91.82774<>93.00494<>94.34557<>95.42039<>96.59413<>96.68863<>97.38105<>97.54785<>98.10062<>98.775<>99.48779<>99.40022
