,expId,Compound,tempSytoxDf
1407,2,KX2-391,14.38703<>18.56391<>17.17162<>12.99474<>12.53064<>25.52538<>55.22763<>79.82481<>106.2784<>129.4833<>151.2959<>184.2468<>205.5953<>174.5008<>168.0034<>180.534<>175.8931<>195.3852<>206.5235<>204.6671<>212.5568<>200.4902<>195.8493<>202.3466<>177.2854
1408,2,Bufexamac,9.281956<>10.21015<>6.497369<>4.640978<>6.961466<>8.817858<>11.60244<>12.99474<>15.31523<>12.06654<>18.56391<>26.45357<>57.08403<>86.32218<>128.091<>168.4675<>226.9438<>259.4307<>302.1277<>334.6145<>350.3938<>378.2397<>392.1626<>396.3395<>411.6547
1409,2,AMG-900,7.889662<>12.06654<>9.281956<>8.35376<>12.06654<>16.70752<>19.9562<>32.95094<>56.61993<>57.08403<>70.07877<>92.35545<>108.5989<>103.4938<>132.2679<>159.1855<>155.0087<>200.4902<>204.6671<>203.7389<>219.5182<>221.3746<>217.6618<>266.3921<>223.231
1410,2,Daunorubicin HCl,172.1803<>116.0244<>90.49906<>86.32218<>79.36072<>79.82481<>81.68121<>94.21185<>94.67594<>102.1015<>92.35545<>115.5603<>128.091<>124.8423<>125.3064<>121.1295<>121.5936<>122.5218<>124.3782<>118.3449<>117.8808<>116.0244<>109.5271<>129.4833<>99.78102
1411,2,Crenolanib (CP-868596),23.66899<>20.8844<>22.27669<>16.24342<>17.17162<>18.56391<>15.31523<>16.24342<>15.77932<>16.70752<>17.63572<>22.74079<>28.30996<>19.9562<>25.98948<>30.16636<>40.37651<>82.1453<>102.5656<>128.5551<>161.506<>180.534<>193.9929<>245.9718<>212.0927
1412,2,Otilonium Bromide,22.27669<>25.52538<>24.59718<>18.09981<>12.99474<>11.60244<>10.67425<>9.746053<>11.60244<>16.70752<>21.3485<>34.34324<>66.36598<>84.92989<>103.9579<>141.0857<>187.4955<>289.597<>314.1942<>319.2993<>341.1118<>347.1451<>371.7423<>387.9857<>376.8474
1413,2,CCT137690,13.45884<>16.24342<>21.3485<>21.8126<>25.52538<>48.73027<>51.05075<>78.43253<>106.2784<>126.2346<>151.76<>208.3799<>240.8667<>229.7284<>224.6233<>230.6566<>218.1259<>213.0209<>201.8825<>171.2521<>156.401<>140.1575<>114.1681<>90.03497<>85.39399
1414,2,Medetomidine HCl,9.281956<>9.746053<>9.746053<>6.497369<>9.281956<>16.70752<>14.85113<>14.85113<>19.49211<>23.66899<>33.87914<>55.69173<>78.43253<>103.4938<>149.9036<>204.6671<>262.6794<>330.9017<>376.8474<>416.7598<>440.8929<>439.9647<>445.5338<>409.3342<>449.7107
1415,2,Empty,18.56391<>17.17162<>19.49211<>10.67425<>6.497369<>8.817858<>13.92293<>10.67425<>12.53064<>12.06654<>14.38703<>39.44831<>63.58139<>55.69173<>81.68121<>119.7372<>172.6444<>247.8282<>263.6075<>293.7739<>323.4761<>354.5707<>362.4604<>396.8036<>385.6653
1416,2,Empty,8.35376<>8.35376<>7.425564<>7.889662<>15.31523<>7.889662<>10.21015<>12.06654<>12.53064<>15.77932<>30.16636<>74.71974<>112.3117<>158.2573<>218.59<>292.8457<>341.1118<>419.5444<>446.9261<>464.0978<>498.9051<>517.469<>523.9664<>481.7335<>542.5303
1417,2,HER2-Inhibitor-1,23.20489<>20.4203<>19.02801<>8.817858<>6.961466<>7.425564<>8.817858<>11.13835<>12.99474<>12.06654<>18.56391<>34.80733<>54.29944<>52.90715<>85.39399<>127.6269<>189.3519<>305.8404<>327.1889<>361.9962<>400.5164<>426.5059<>439.9647<>510.9716<>477.5566
1418,2,Caspofungin Acetate,13.92293<>16.70752<>12.06654<>11.13835<>5.105075<>7.425564<>8.35376<>14.38703<>17.17162<>17.17162<>29.70226<>40.37651<>43.16109<>76.57613<>112.7758<>142.0139<>186.1032<>258.5025<>307.6968<>355.0348<>407.0137<>425.1136<>419.0803<>414.9034<>436.716
1419,2,3-Methyladenine,19.9562<>18.09981<>16.24342<>11.13835<>5.105075<>9.281956<>12.53064<>11.60244<>8.35376<>7.425564<>10.67425<>24.13308<>41.7688<>41.3047<>66.83008<>98.38873<>150.8318<>209.3081<>233.4412<>249.6846<>282.1714<>293.7739<>303.984<>325.3326<>312.8019
1420,2,2-Thiouracil,27.84587<>27.38177<>22.27669<>16.70752<>14.38703<>15.31523<>14.85113<>14.38703<>16.70752<>16.70752<>21.3485<>30.63045<>48.73027<>65.90189<>94.67594<>131.3397<>168.4675<>247.8282<>271.0331<>300.7354<>314.1942<>344.3605<>357.8194<>398.1959<>358.7476
1421,2,CPI-613,26.91767<>28.30996<>28.30996<>17.63572<>13.45884<>16.70752<>20.4203<>20.4203<>19.49211<>28.30996<>41.7688<>65.90189<>97.92463<>114.1681<>177.2854<>241.7949<>299.343<>352.2502<>392.1626<>410.2624<>452.0312<>456.6722<>455.744<>451.5671<>451.103
1422,2,Ornidazole,18.09981<>16.70752<>16.70752<>13.45884<>13.45884<>9.281956<>10.67425<>11.60244<>12.99474<>15.77932<>18.56391<>33.87914<>46.87387<>74.71974<>109.5271<>167.0752<>228.3361<>288.2047<>318.3711<>344.8246<>361.5322<>385.2011<>388.9139<>391.6985<>377.7756
1423,2,TAK-285,30.16636<>32.48684<>19.9562<>13.45884<>7.889662<>9.746053<>13.45884<>13.45884<>19.49211<>25.98948<>38.98421<>48.73027<>77.04023<>94.21185<>121.5936<>160.5778<>210.2363<>296.5585<>305.3763<>316.9788<>316.0506<>321.6198<>318.3711<>381.0243<>322.0839
1424,2,Milnacipran HCl,26.91767<>27.38177<>27.84587<>12.99474<>10.67425<>11.60244<>19.02801<>17.63572<>19.49211<>15.77932<>26.45357<>39.44831<>75.64793<>110.4553<>151.76<>200.0261<>243.6513<>311.4096<>344.3605<>374.5269<>410.2624<>420.9367<>426.9699<>431.6109<>441.357
1425,2,VU 0357121,23.66899<>20.8844<>14.85113<>6.961466<>5.105075<>8.35376<>8.35376<>8.817858<>11.60244<>11.60244<>14.85113<>26.45357<>41.3047<>55.22763<>84.4658<>128.5551<>163.8265<>245.9718<>290.9893<>306.3045<>332.7581<>349.9297<>356.4271<>378.2397<>349.0015
1426,2,Mepivacaine HCl,19.02801<>17.17162<>14.85113<>9.281956<>6.961466<>7.889662<>8.817858<>8.817858<>10.67425<>12.99474<>17.63572<>23.66899<>38.52011<>39.91241<>72.86335<>116.4885<>157.7932<>238.5462<>255.7179<>277.5305<>305.8404<>329.9735<>341.576<>396.3395<>383.8089
1427,2,Dabrafenib (GSK2118436),20.8844<>21.3485<>15.31523<>12.53064<>7.425564<>6.961466<>8.35376<>6.497369<>8.35376<>8.817858<>13.45884<>26.91767<>48.26617<>80.28892<>119.7372<>168.4675<>210.7004<>249.6846<>294.238<>338.3273<>348.5374<>378.7038<>404.6933<>379.1679<>411.1906
1428,2,Antipyrine,23.20489<>21.3485<>18.09981<>11.13835<>10.67425<>11.13835<>12.99474<>13.92293<>18.09981<>20.4203<>20.8844<>32.02275<>42.2329<>46.40978<>98.85282<>135.0524<>185.6391<>245.9718<>244.1154<>277.0664<>281.2433<>288.2047<>285.4201<>349.4656<>293.7739
1429,2,Torin 2,24.59718<>20.8844<>36.66372<>65.43778<>102.1015<>149.4395<>200.0261<>226.9438<>251.0769<>275.6741<>284.0278<>276.6023<>275.21<>274.2818<>251.0769<>226.9438<>212.0927<>206.9876<>183.3186<>175.8931<>161.506<>147.5831<>135.5166<>120.2013<>118.809
1430,2,Adrenalone HCl,22.27669<>19.9562<>18.56391<>10.67425<>4.640978<>6.961466<>10.21015<>13.45884<>17.17162<>22.74079<>23.20489<>40.8406<>74.25565<>105.3502<>143.8703<>180.0699<>243.6513<>302.1277<>341.576<>341.576<>363.8527<>393.0908<>388.9139<>387.0575<>361.5322
1431,2,ML133 HCl,20.4203<>19.9562<>15.77932<>11.13835<>9.746053<>9.746053<>15.31523<>18.56391<>17.17162<>20.8844<>32.02275<>48.26617<>68.68647<>96.06824<>152.2241<>185.6391<>242.7231<>300.7354<>346.2169<>367.5654<>376.3833<>385.6653<>392.6267<>400.9805<>405.6215
1432,2,Reboxetine mesylate,18.09981<>16.70752<>14.38703<>9.746053<>9.281956<>8.35376<>7.425564<>9.746053<>13.45884<>17.63572<>18.09981<>37.12782<>59.40451<>66.36598<>103.9579<>151.2959<>195.3852<>245.9718<>288.2047<>315.1224<>351.7861<>351.7861<>351.322<>359.6758<>387.0575
1433,2,Semaxanib (SU5416),12.53064<>13.45884<>12.53064<>7.425564<>8.817858<>7.889662<>7.889662<>10.21015<>14.38703<>16.24342<>20.8844<>38.98421<>65.43778<>69.61466<>111.8476<>164.2906<>219.9823<>316.0506<>353.1784<>391.2344<>417.2239<>426.5059<>434.3955<>450.6389<>436.716
1434,2,Schisandrin B (Sch B),12.99474<>10.21015<>9.281956<>6.961466<>4.17688<>6.961466<>7.889662<>11.13835<>11.13835<>12.06654<>9.746053<>22.27669<>39.44831<>43.16109<>58.01222<>91.42726<>140.1575<>212.5568<>227.4079<>239.0103<>269.1767<>278.9228<>283.5638<>353.1784<>323.9402
1435,2,MK-801 (Dizocilpine),8.35376<>8.817858<>7.425564<>4.640978<>5.569173<>8.817858<>8.817858<>12.06654<>14.38703<>21.8126<>23.66899<>44.08929<>78.89662<>87.71448<>120.6654<>161.9701<>197.2415<>283.0996<>312.8019<>344.8246<>366.6372<>393.0908<>407.9419<>432.5391<>438.5724
1436,2,Pentamidine,19.49211<>13.45884<>11.13835<>9.746053<>16.24342<>9.746053<>11.13835<>10.67425<>12.06654<>19.02801<>23.66899<>31.55865<>48.26617<>63.58139<>80.75301<>107.6707<>136.4447<>169.8598<>193.0647<>219.5182<>234.8335<>253.3974<>265.928<>260.3589<>271.4972
1437,2,VUF 10166,16.70752<>13.92293<>11.60244<>8.35376<>7.425564<>8.817858<>10.67425<>8.35376<>16.70752<>18.56391<>33.87914<>49.19436<>67.75828<>84.92989<>122.5218<>156.401<>196.3134<>247.8282<>281.2433<>307.6968<>342.0401<>350.3938<>373.5987<>368.4936<>388.4498
1438,2,Allylthiourea,26.45357<>25.06128<>25.98948<>17.63572<>13.92293<>11.13835<>12.99474<>14.85113<>12.99474<>16.70752<>17.63572<>32.02275<>51.51485<>60.33271<>92.81956<>131.8038<>187.4955<>231.5848<>270.569<>315.1224<>336.4709<>354.1066<>365.709<>397.7318<>389.8421
1439,2,Empty,19.9562<>18.09981<>14.85113<>10.67425<>10.67425<>9.746053<>9.746053<>8.817858<>11.13835<>19.9562<>24.13308<>41.3047<>71.47105<>77.04023<>134.1243<>180.534<>233.4412<>303.5199<>342.0401<>361.5322<>382.8806<>387.0575<>398.1959<>385.2011<>383.8089
1440,2,Empty,5.105075<>5.105075<>2.320489<>3.712782<>2.784587<>3.248684<>6.033271<>9.281956<>19.49211<>28.77406<>40.8406<>57.08403<>88.17857<>132.732<>189.3519<>252.0051<>324.4043<>400.5164<>449.2466<>498.9051<>531.392<>541.138<>555.9891<>517.9331<>562.0224
1441,2,GSK256066,25.52538<>22.27669<>16.70752<>12.06654<>7.425564<>8.35376<>8.817858<>13.92293<>15.77932<>17.63572<>21.8126<>22.74079<>34.34324<>45.48158<>69.61466<>116.0244<>161.506<>238.5462<>306.3045<>344.3605<>412.1188<>410.7265<>411.6547<>413.9752<>426.9699
1442,2,(-)-MK 801 Maleate,15.31523<>13.92293<>10.67425<>6.961466<>5.105075<>7.889662<>11.13835<>11.60244<>12.06654<>14.85113<>21.8126<>42.2329<>68.22237<>80.28892<>134.5883<>169.8598<>224.1592<>281.7073<>330.9017<>357.3553<>375.4551<>403.765<>407.0137<>426.5059<>400.9805
1443,2,PF-05212384 (PKI-587),17.63572<>18.56391<>19.49211<>21.3485<>25.98948<>39.91241<>54.29944<>74.71974<>97.92463<>114.1681<>136.9088<>156.401<>158.2573<>133.6602<>149.4395<>141.5498<>139.6934<>141.0857<>120.2013<>110.9194<>103.4938<>89.10677<>83.0735<>73.79154<>67.75828
1444,2,VU 0361737,27.38177<>31.09455<>24.59718<>14.85113<>14.38703<>14.85113<>10.67425<>9.281956<>11.13835<>14.38703<>24.13308<>40.8406<>55.22763<>63.58139<>96.99644<>135.5166<>180.9981<>253.8615<>280.7791<>319.2993<>355.963<>351.7861<>371.2782<>397.2677<>375.9192
1445,2,A66,25.52538<>26.91767<>22.27669<>12.06654<>10.67425<>9.746053<>12.06654<>15.77932<>15.77932<>19.49211<>22.27669<>34.80733<>63.58139<>87.71448<>130.8756<>170.3239<>215.3414<>276.6023<>323.0121<>336.935<>355.963<>375.4551<>378.7038<>383.3448<>372.2064
1446,2,CCG 50014,20.4203<>18.09981<>16.70752<>12.06654<>10.21015<>7.889662<>12.53064<>10.67425<>13.45884<>19.49211<>22.74079<>25.06128<>43.62519<>92.35545<>134.1243<>194.9211<>235.7617<>266.3921<>341.576<>371.2782<>411.6547<>417.2239<>437.6442<>396.8036<>455.744
1447,2,WYE-125132 (WYE-132),19.9562<>27.38177<>28.77406<>20.4203<>19.9562<>25.52538<>32.02275<>57.54812<>92.35545<>132.732<>137.837<>133.6602<>129.0192<>138.3011<>132.2679<>113.704<>96.53233<>81.68121<>72.86335<>72.39925<>63.1173<>53.37124<>46.87387<>46.40978<>37.12782
1448,2,Go 6983,69.61466<>82.60941<>95.14005<>101.1733<>116.9526<>144.3344<>180.9981<>185.175<>184.2468<>205.1312<>230.6566<>299.8072<>353.6425<>327.1889<>353.1784<>387.5216<>432.5391<>486.3745<>479.413<>511.4357<>529.0715<>559.2378<>542.0662<>682.6878<>569.912
1449,2,AS-252424,20.4203<>26.45357<>22.27669<>13.45884<>10.67425<>11.13835<>10.21015<>10.21015<>11.60244<>15.31523<>19.9562<>32.48684<>57.54812<>77.96842<>122.9859<>149.4395<>196.7775<>251.0769<>287.2765<>325.3326<>361.9962<>378.7038<>389.378<>364.7809<>385.6653
1450,2,Mozavaptan,28.30996<>23.66899<>17.63572<>18.09981<>12.06654<>28.30996<>60.33271<>78.89662<>110.4553<>146.6549<>184.2468<>183.7827<>215.8055<>265.4639<>268.2485<>280.3151<>282.1714<>297.0226<>316.0506<>316.0506<>331.3658<>325.3326<>326.7248<>277.0664<>281.2433
1451,2,CAY10505,20.4203<>23.20489<>20.4203<>17.17162<>18.09981<>11.13835<>11.60244<>18.56391<>26.45357<>26.91767<>45.01748<>64.97369<>83.5376<>137.837<>187.0314<>239.4744<>290.0611<>347.1451<>380.5602<>397.2677<>418.6162<>436.716<>452.4953<>410.2624<>429.7545
1452,2,Pifithrin-alpha (PFTalpha),27.84587<>27.84587<>23.66899<>13.92293<>6.033271<>8.35376<>12.06654<>8.817858<>12.06654<>22.27669<>26.45357<>37.12782<>59.86861<>107.6707<>158.2573<>216.7337<>266.3921<>275.6741<>310.9455<>330.4376<>347.6092<>348.5374<>337.8632<>355.963<>330.9017
1453,2,TG101209,29.70226<>29.23816<>36.19963<>51.51485<>81.21711<>125.7705<>180.9981<>209.7722<>239.4744<>246.9<>255.7179<>240.8667<>226.4797<>223.231<>191.2083<>145.2626<>101.1733<>76.57613<>54.76354<>39.91241<>30.63045<>21.8126<>19.9562<>14.85113<>13.92293
1454,2,Pazopanib,13.45884<>19.02801<>20.4203<>25.52538<>31.55865<>62.1891<>80.28892<>92.81956<>121.5936<>153.6164<>198.6339<>237.6181<>258.9666<>273.8177<>274.7459<>273.8177<>270.569<>264.9998<>251.541<>225.5515<>206.0594<>181.4622<>161.506<>136.4447<>126.6987
1455,2,GSK1838705A,25.98948<>24.13308<>20.4203<>21.8126<>19.9562<>19.49211<>19.9562<>27.38177<>29.70226<>27.38177<>30.16636<>45.01748<>77.50433<>120.6654<>172.6444<>213.9491<>264.5357<>310.0173<>342.0401<>374.991<>396.3395<>405.1573<>403.765<>363.8527<>389.378
1456,2,Lamotrigine,16.70752<>18.09981<>14.38703<>10.21015<>8.35376<>11.60244<>18.56391<>21.3485<>27.84587<>31.09455<>44.08929<>58.47632<>85.39399<>132.2679<>168.4675<>223.6951<>289.1329<>361.5322<>394.019<>412.5829<>445.998<>451.103<>458.5286<>421.4008<>444.6057
1457,2,ZM 336372,15.31523<>14.38703<>12.99474<>9.746053<>6.961466<>9.746053<>12.06654<>14.85113<>18.09981<>25.98948<>32.48684<>52.44305<>75.18384<>131.3397<>192.6006<>267.7844<>358.7476<>410.7265<>465.9542<>499.3692<>512.8281<>526.2869<>509.1153<>440.4288<>478.9489
1458,2,Pravastatin sodium,16.24342<>17.63572<>14.85113<>12.53064<>8.817858<>12.06654<>11.60244<>11.60244<>12.06654<>19.02801<>29.70226<>53.83534<>69.61466<>126.2346<>187.0314<>230.1925<>281.2433<>318.3711<>363.8527<>391.2344<>412.1188<>420.9367<>437.1801<>398.1959<>426.0417
1459,2,AZ 3146,22.74079<>20.8844<>15.31523<>8.817858<>7.889662<>10.67425<>23.66899<>32.95094<>37.59192<>46.87387<>72.39925<>96.06824<>133.1961<>174.0367<>210.2363<>249.2205<>302.1277<>318.8352<>323.9402<>346.2169<>333.2222<>351.322<>346.2169<>356.4271<>344.8246
1460,2,Solifenacin succinate,6.961466<>9.281956<>9.281956<>5.105075<>4.17688<>9.281956<>15.31523<>17.63572<>15.31523<>17.17162<>28.77406<>47.33797<>69.15057<>87.71448<>147.119<>187.4955<>226.4797<>270.1049<>301.6635<>323.4761<>357.3553<>383.3448<>380.0961<>349.4656<>384.2729
1461,2,CHIR-98014,21.3485<>21.8126<>23.66899<>19.9562<>21.8126<>42.69699<>63.58139<>91.89136<>123.45<>147.5831<>172.6444<>203.2748<>231.5848<>257.1102<>288.6688<>316.9788<>337.3991<>381.0243<>387.5216<>415.3675<>422.329<>434.8596<>441.357<>453.8876<>471.0592
1462,2,Epinephrine HCl,16.24342<>17.63572<>12.99474<>7.425564<>7.889662<>5.105075<>5.569173<>7.889662<>9.746053<>10.67425<>16.70752<>36.66372<>66.36598<>96.99644<>140.1575<>193.9929<>255.2538<>292.3816<>340.6478<>386.1293<>425.5777<>458.0645<>459.9209<>413.5111<>442.7493
1463,2,Empty,15.77932<>17.17162<>12.99474<>11.60244<>6.961466<>6.497369<>8.817858<>14.85113<>17.17162<>22.27669<>28.30996<>47.33797<>75.18384<>127.6269<>193.9929<>231.5848<>306.3045<>353.6425<>381.4884<>393.5549<>417.688<>431.6109<>438.5724<>387.9857<>437.1801
1464,2,Empty,32.48684<>27.38177<>17.63572<>8.35376<>5.105075<>5.569173<>9.746053<>13.92293<>15.31523<>20.4203<>31.09455<>47.33797<>77.04023<>137.837<>225.0874<>306.3045<>393.0908<>402.3728<>490.5513<>542.9944<>570.3762<>584.2991<>598.6861<>463.6337<>582.9068
1465,2,Varlitinib,26.91767<>24.59718<>19.02801<>12.53064<>11.13835<>9.746053<>8.817858<>12.53064<>10.67425<>14.38703<>18.56391<>27.84587<>51.05075<>80.75301<>108.5989<>148.9754<>197.2415<>226.9438<>278.4586<>300.2713<>335.5427<>374.0628<>388.9139<>414.9034<>415.3675
1466,2,Dexmedetomidine,15.77932<>13.45884<>16.70752<>9.281956<>12.06654<>10.67425<>13.45884<>14.85113<>20.4203<>25.06128<>31.09455<>51.51485<>71.00696<>123.45<>180.534<>243.1872<>297.4867<>336.4709<>410.2624<>445.5338<>473.8438<>501.6897<>486.3745<>506.3307<>522.5741
1467,2,Dinaciclib (SCH727965),18.09981<>18.56391<>19.49211<>17.63572<>21.8126<>31.55865<>35.27143<>35.27143<>32.02275<>32.02275<>31.55865<>33.87914<>39.91241<>39.44831<>40.37651<>41.3047<>44.08929<>56.15583<>77.04023<>92.35545<>97.46053<>108.1348<>115.5603<>160.1137<>147.119
1468,2,Moguisteine,20.8844<>20.8844<>16.24342<>14.38703<>9.746053<>5.569173<>6.961466<>10.21015<>13.92293<>16.24342<>20.4203<>32.95094<>50.12256<>89.10677<>132.732<>197.2415<>249.6846<>285.4201<>343.8965<>386.5934<>408.8701<>426.0417<>450.1748<>406.5497<>432.075
1469,2,PF-5274857,24.13308<>26.45357<>23.20489<>12.06654<>8.817858<>9.281956<>8.817858<>6.033271<>8.35376<>10.67425<>18.09981<>22.74079<>38.98421<>59.86861<>103.0297<>148.0472<>212.5568<>280.7791<>323.4761<>341.576<>365.2449<>399.1241<>404.2292<>416.7598<>414.9034
1470,2,Trimethoprim,20.8844<>24.59718<>15.31523<>12.06654<>11.60244<>8.817858<>13.45884<>18.56391<>17.63572<>18.09981<>21.3485<>30.16636<>59.86861<>83.0735<>139.2293<>172.1803<>226.9438<>272.4254<>317.907<>335.0786<>357.3553<>403.301<>428.8263<>400.0523<>423.7213
1471,2,A-803467,21.8126<>21.8126<>16.70752<>13.45884<>8.817858<>11.13835<>12.99474<>13.92293<>16.70752<>19.49211<>23.20489<>33.41504<>46.87387<>68.68647<>87.71448<>135.0524<>190.2801<>233.4412<>278.9228<>303.984<>316.0506<>340.6478<>354.1066<>354.5707<>337.3991
1472,2,Darifenacin HBr,33.41504<>29.23816<>25.98948<>19.02801<>11.60244<>11.60244<>12.53064<>15.77932<>18.09981<>19.02801<>22.74079<>46.40978<>73.32745<>99.31693<>144.3344<>201.8825<>243.6513<>269.1767<>307.6968<>324.8684<>345.2887<>365.709<>377.7756<>360.1399<>409.7983
1473,2,WP1066,29.23816<>31.09455<>24.13308<>20.8844<>26.91767<>25.98948<>37.59192<>38.52011<>40.8406<>51.97895<>52.44305<>64.04549<>69.61466<>103.4938<>145.7267<>192.6006<>229.2643<>271.4972<>320.6916<>340.1837<>365.709<>374.5269<>386.5934<>303.984<>349.9297
1474,2,Ethynodiol diacetate,19.9562<>21.8126<>19.02801<>9.746053<>8.35376<>8.35376<>11.13835<>9.281956<>10.67425<>10.21015<>20.4203<>40.37651<>75.64793<>125.3064<>170.3239<>213.9491<>258.9666<>276.6023<>341.576<>359.2117<>373.5987<>378.2397<>403.765<>382.4166<>418.1521
1475,2,GDC-0068,15.31523<>20.4203<>17.17162<>14.85113<>9.746053<>14.38703<>16.24342<>19.02801<>23.20489<>32.95094<>45.94568<>63.1173<>87.71448<>132.732<>186.5673<>226.0156<>267.3203<>338.7914<>376.3833<>391.2344<>415.3675<>430.6827<>433.4673<>424.6494<>420.4726
1476,2,Atomoxetine HCl,26.45357<>26.91767<>27.84587<>15.77932<>14.85113<>10.21015<>13.45884<>15.77932<>21.3485<>28.30996<>29.70226<>43.16109<>55.69173<>120.2013<>158.7214<>213.0209<>272.8895<>302.1277<>342.9683<>384.7371<>393.5549<>396.8036<>408.406<>382.8806<>407.9419
1477,2,CI994 (Tacedinaline),16.70752<>15.77932<>15.31523<>8.35376<>6.497369<>4.17688<>5.105075<>8.35376<>12.53064<>13.92293<>19.02801<>22.27669<>38.05602<>77.96842<>109.063<>127.1628<>169.8598<>186.1032<>235.7617<>262.6794<>270.1049<>271.9613<>281.2433<>258.0384<>284.956
1478,2,Azatadine dimaleate,11.13835<>11.60244<>10.21015<>6.961466<>6.961466<>5.569173<>8.817858<>9.281956<>12.99474<>19.9562<>27.84587<>41.7688<>77.04023<>129.9474<>182.3904<>237.154<>287.2765<>315.5865<>360.604<>385.2011<>395.4113<>393.0908<>403.765<>371.7423<>400.0523
1479,2,Torin 1,11.60244<>12.53064<>19.02801<>21.3485<>50.12256<>117.4167<>194.9211<>249.2205<>289.597<>322.0839<>329.0453<>331.8299<>342.0401<>361.0681<>371.2782<>375.9192<>396.3395<>385.2011<>368.0295<>349.0015<>329.9735<>327.1889<>315.5865<>273.3536<>281.2433
1480,2,Triflusal,11.13835<>10.21015<>7.425564<>6.497369<>5.105075<>4.640978<>8.35376<>8.35376<>9.746053<>9.746053<>26.91767<>43.62519<>69.61466<>111.8476<>183.7827<>237.154<>292.8457<>319.7634<>355.0348<>412.1188<>424.1854<>441.8211<>468.7387<>427.8981<>446.4621
1481,2,Cathepsin Inhibitor 1,6.497369<>8.35376<>10.67425<>9.746053<>7.425564<>10.21015<>10.67425<>11.60244<>12.06654<>12.06654<>26.91767<>40.8406<>51.05075<>103.9579<>153.6164<>205.5953<>259.8947<>303.984<>359.6758<>389.8421<>413.5111<>446.4621<>448.7825<>395.8754<>450.6389
1482,2,Betulinic acid,9.281956<>10.21015<>9.746053<>5.569173<>7.425564<>6.033271<>7.889662<>9.281956<>11.60244<>23.20489<>40.37651<>57.08403<>90.49906<>150.8318<>179.1417<>226.0156<>284.956<>314.1942<>371.7423<>409.7983<>437.1801<>470.5951<>493.8<>464.5619<>526.751
1483,2,StemRegenin 1 (SR1),14.38703<>15.31523<>15.77932<>9.281956<>5.569173<>6.497369<>10.67425<>13.92293<>18.09981<>20.8844<>37.59192<>45.01748<>83.5376<>114.1681<>158.7214<>180.534<>231.1207<>250.1487<>262.6794<>265.928<>276.6023<>267.3203<>252.4692<>268.7126<>262.6794
1484,2,Mirabegron,13.92293<>12.99474<>9.281956<>6.033271<>4.640978<>12.99474<>16.24342<>18.09981<>19.49211<>20.8844<>28.77406<>44.08929<>66.36598<>84.92989<>117.8808<>162.4342<>196.7775<>295.6303<>339.2555<>371.2782<>389.378<>389.378<>415.3675<>417.2239<>446.9261
1485,2,U-104,21.8126<>25.52538<>26.45357<>15.77932<>11.13835<>14.38703<>12.99474<>11.60244<>23.66899<>24.13308<>31.09455<>49.65846<>84.4658<>101.6374<>155.9368<>216.2696<>282.6355<>349.0015<>395.8754<>421.8649<>432.5391<>459.9209<>472.9156<>415.8316<>443.6775
1486,2,Avanafil,18.09981<>17.63572<>17.63572<>10.21015<>9.746053<>11.13835<>9.281956<>7.889662<>7.889662<>18.09981<>25.98948<>34.80733<>51.51485<>114.1681<>166.147<>222.7669<>292.3816<>309.0891<>360.604<>399.1241<>412.1188<>412.5829<>435.3237<>361.0681<>439.5006
1487,2,Empty,9.281956<>8.817858<>7.425564<>4.17688<>5.569173<>11.60244<>7.889662<>4.17688<>8.35376<>16.24342<>23.20489<>36.66372<>65.90189<>101.6374<>156.8651<>222.3028<>290.9893<>345.7528<>392.6267<>415.8316<>458.9927<>489.1591<>500.7615<>392.1626<>473.3797
1488,2,Empty,4.17688<>6.961466<>5.105075<>5.105075<>1.856391<>5.569173<>5.105075<>6.961466<>14.85113<>21.8126<>32.95094<>67.29417<>109.063<>150.3677<>210.7004<>276.1382<>357.8194<>407.4778<>474.772<>517.9331<>570.3762<>576.8735<>596.3657<>524.8946<>591.2606
1489,2,AZD5438,12.53064<>12.53064<>13.45884<>13.92293<>20.4203<>18.09981<>28.30996<>29.23816<>33.41504<>40.37651<>44.08929<>58.47632<>59.40451<>64.50959<>64.97369<>70.07877<>81.21711<>83.0735<>96.06824<>102.5656<>120.2013<>135.0524<>148.5113<>165.2188<>172.6444
1490,2,IKK-16 (IKK Inhibitor VII),13.92293<>14.38703<>25.52538<>29.70226<>41.3047<>42.2329<>45.01748<>64.50959<>72.39925<>87.71448<>103.9579<>130.8756<>150.3677<>176.8212<>184.2468<>201.4184<>209.3081<>204.203<>199.562<>182.8545<>167.5393<>153.1523<>126.2346<>105.3502<>88.17857
1491,2,PNU-120596,24.13308<>22.27669<>19.49211<>15.77932<>19.02801<>30.63045<>36.66372<>42.69699<>43.16109<>45.94568<>39.91241<>38.98421<>39.91241<>37.59192<>40.37651<>51.97895<>64.04549<>80.75301<>95.60414<>109.063<>125.3064<>144.3344<>166.6111<>185.175<>196.3134
1492,2,NU7026,14.85113<>16.24342<>14.85113<>14.85113<>15.77932<>17.63572<>18.09981<>16.70752<>14.85113<>19.9562<>25.98948<>33.41504<>44.08929<>52.90715<>77.04023<>109.5271<>148.9754<>218.1259<>255.7179<>289.1329<>324.8684<>351.7861<>376.8474<>374.991<>397.2677
