1,3,(-)-Blebbistatin,15.76577<>17.2047<>18.05662<>18.77107<>20.03198<>21.0512<>21.86063<>22.42629<>24.8834<>26.21159<>27.74984<>29.5785<>31.38173<>33.40324<>35.17469<>37.09975<>39.93811<>43.53109<>45.33439<>49.14096<>53.78136<>55.03494<>59.38797<>63.16742<>65.39104<>69.01614<>72.0023<>75.44593<>74.41692<>79.165<>82.83543<>85.90502<>86.94836<>87.26306<>90.98246<>93.03781<>94.61378<>94.50361<>94.95565<>96.57894<>96.36038<>97.62185<>97.91838<>98.79917<>99.05254<>98.82805<>99.1601<>98.93284<>99.29002<>99.18302<>99.77695<>99.49346<>99.51432<>99.59831<>99.64466<>99.80209<>99.88663<>99.9048<>99.86646<>99.92566
2,3,(-)-Epigallocatechin Gallate,10.93736<>11.53991<>12.07034<>12.7381<>14.2841<>14.67679<>15.10409<>16.27148<>17.48833<>18.1366<>19.62126<>20.98433<>22.4886<>23.2809<>24.1914<>26.96611<>27.32447<>30.98357<>32.611<>35.75237<>37.40888<>41.49549<>42.31369<>45.79865<>46.14265<>50.11591<>52.35494<>54.21578<>57.40288<>61.01424<>63.91475<>67.71013<>70.59342<>71.05058<>72.56403<>75.69849<>75.81509<>78.17183<>79.68134<>81.55131<>82.69382<>85.60697<>87.30685<>88.49207<>88.7082<>90.48615<>92.02841<>91.66238<>93.27985<>93.47286<>93.98272<>94.91676<>96.56187<>96.60221<>97.29546<>97.56831<>97.91508<>98.45179<>98.8172<>99.04903
3,3,(-)-Huperzine A (HupA),9.512461<>10.325<>11.19515<>10.75722<>11.40293<>11.88764<>12.35591<>12.95272<>13.88511<>14.56689<>16.12159<>18.02719<>18.17805<>19.64073<>20.73745<>21.54965<>23.71726<>24.53242<>26.08927<>27.32095<>29.22454<>30.96367<>32.33629<>33.41933<>35.66652<>36.83963<>38.21929<>39.96814<>42.41849<>43.95937<>45.7331<>45.64489<>47.73313<>48.27406<>50.63453<>52.09666<>53.79959<>53.13764<>55.00462<>55.87697<>56.3554<>57.45407<>57.8558<>59.68639<>61.02052<>61.92465<>63.51707<>65.00304<>66.47201<>67.43369<>68.17244<>69.4181<>69.56142<>70.71231<>71.684<>72.96659<>73.54<>74.12818<>74.56834<>75.70374
4,3,(-)-MK 801 Maleate,11.41185<>13.91026<>14.88858<>16.04795<>15.70713<>15.84694<>18.12313<>19.35835<>19.50223<>21.46061<>23.45442<>26.07047<>27.64878<>29.64329<>32.31667<>34.62408<>35.51565<>38.16478<>39.62996<>42.52749<>44.03417<>46.1164<>50.05643<>50.82152<>55.44643<>57.20427<>60.4715<>62.47388<>63.77417<>67.02385<>68.4261<>69.36195<>73.23773<>74.58795<>75.69021<>77.502<>79.04599<>80.62354<>81.72316<>82.7209<>83.91487<>84.6189<>85.42329<>86.83645<>86.75536<>88.94016<>89.25294<>89.34695<>91.52139<>91.93585<>93.33533<>93.08162<>94.48274<>95.33101<>95.23692<>95.81039<>96.69014<>97.13098<>97.48258<>97.98676
5,3,(-)-Parthenolide,13.05592<>13.1708<>13.05592<>13.70592<>14.34689<>14.50217<>15.43118<>15.63619<>16.13029<>18.08866<>19.40442<>20.35194<>21.59966<>22.64277<>24.356<>26.28708<>27.05383<>28.36588<>31.42053<>32.65556<>35.44008<>36.5391<>39.30135<>41.78934<>42.93504<>45.89674<>48.84947<>50.47828<>52.57633<>55.79181<>58.44297<>59.84394<>63.39217<>64.38832<>68.74591<>70.68923<>73.53993<>74.76707<>75.5017<>79.25377<>81.49459<>82.54869<>83.82549<>85.43295<>86.8779<>88.71366<>90.98951<>92.61625<>93.22826<>95.05062<>94.8557<>95.97915<>97.25601<>96.83321<>97.88861<>98.00949<>98.36592<>98.82445<>99.48116<>99.48483
6,3,(-)-Tetramisole,0.4355935<>0.6484857<>0.6692085<>0.7758619<>0.7588003<>0.9118727<>0.8778181<>1.082422<>0.9479305<>1.122555<>0.9765277<>1.147767<>1.119515<>1.14086<>1.305261<>1.107289<>1.379241<>1.34719<>1.195084<>1.520225<>1.557665<>1.552967<>1.558287<>1.653887<>1.565263<>1.741337<>1.73215<>1.758261<>2.123397<>2.160146<>2.365923<>2.611488<>2.488672<>2.618673<>2.855465<>2.639188<>2.727398<>2.796198<>3.171972<>3.387488<>3.378854<>3.487994<>3.626768<>3.81721<>3.724649<>4.067612<>4.224137<>4.360563<>5.00214<>5.087795<>5.083997<>5.160256<>5.442362<>5.786085<>6.006436<>6.067708<>6.332753<>7.062195<>7.069588<>7.839577
7,3,(+;-)-Octopamine HCl,8.293543<>9.262268<>10.15121<>10.92528<>10.93253<>11.56623<>12.27764<>12.4158<>13.13999<>14.1561<>15.04331<>17.01246<>18.41464<>19.15416<>20.01402<>21.09036<>22.20829<>23.64674<>24.19512<>25.62741<>27.83565<>29.39047<>32.2869<>35.23154<>35.70906<>37.45559<>39.6062<>41.71426<>42.63871<>45.36064<>47.17209<>50.35345<>50.9734<>53.75062<>54.86674<>55.80956<>57.2601<>59.79063<>62.49474<>63.7793<>65.54603<>66.95925<>69.86868<>70.07073<>71.31679<>70.56277<>72.48313<>73.04632<>75.28804<>75.97963<>77.08595<>78.00508<>80.50031<>80.87615<>81.37164<>83.11885<>83.36235<>83.69778<>85.49354<>85.42191
8,3,(+)-Bicuculline,8.053781<>8.498218<>8.442539<>8.787921<>9.201618<>9.39676<>9.79208<>10.22132<>11.07199<>12.00341<>12.66101<>13.41616<>14.08985<>15.56297<>16.86422<>17.70992<>18.8619<>19.99054<>21.89967<>24.53961<>26.57363<>27.87667<>28.6955<>30.56898<>33.97732<>36.56727<>37.77595<>39.31014<>41.42787<>44.62788<>47.12546<>49.99128<>51.90844<>54.63341<>56.95347<>58.74648<>61.17366<>63.15013<>65.27016<>67.94436<>69.80845<>70.45583<>73.00778<>74.90135<>77.39016<>78.52599<>79.54665<>80.20826<>80.66029<>82.12547<>83.79689<>85.06023<>87.03932<>88.11788<>89.17011<>89.55673<>91.19971<>91.67599<>92.47499<>93.25361
9,3,(+)-JQ1,11.26015<>12.60251<>13.37775<>14.071<>14.37181<>14.64377<>16.26484<>16.76835<>18.16963<>19.3511<>20.92748<>22.10847<>23.47238<>24.5874<>25.34172<>26.81484<>26.83431<>27.17949<>29.29086<>30.34248<>31.72696<>32.26251<>32.63255<>32.89186<>32.93358<>33.70786<>33.79117<>33.76153<>33.96551<>34.60924<>34.51107<>34.37452<>34.58678<>34.72134<>34.16389<>33.85375<>33.74559<>34.41825<>33.71359<>33.94784<>34.16949<>33.95695<>34.03604<>33.95613<>33.91046<>33.87992<>33.37069<>33.84401<>33.7026<>34.18711<>33.62932<>33.24671<>33.56501<>33.40759<>33.34915<>32.81919<>32.83329<>32.95396<>32.80427<>32.80732
10,3,(+)-Matrine,15.79134<>17.11684<>17.90623<>18.23137<>19.51875<>20.33722<>21.0177<>21.35451<>23.52053<>24.8204<>26.5062<>28.86964<>30.66306<>35.20557<>36.35575<>40.16302<>43.82957<>45.08965<>48.98043<>51.50965<>55.13324<>57.11007<>60.56289<>62.87107<>66.72813<>71.5375<>72.18798<>75.66526<>77.8373<>80.5155<>82.28013<>83.50491<>85.56303<>89.04778<>88.89229<>90.91573<>92.35065<>93.70565<>93.75165<>95.54928<>96.46662<>96.10037<>97.36301<>96.96072<>98.10075<>98.52453<>98.6814<>99.13199<>98.97408<>98.72166<>99.09787<>99.12971<>99.23518<>99.47031<>99.49042<>99.28533<>99.76976<>99.66174<>99.78191<>99.67602
