1,3,(-)-Blebbistatin,1.856391<>2.320489<>1.392293<>1.856391<>1.392293<>3.248684<>3.248684<>5.105075<>5.569173<>6.961466<>7.425564<>7.425564<>7.425564<>6.497369<>6.497369<>6.961466<>7.425564<>8.35376<>8.35376<>8.35376<>9.746053<>10.21015<>9.746053<>10.21015<>9.746053<>11.13835<>10.67425<>11.60244<>14.85113<>14.85113<>16.24342<>17.63572<>20.4203<>23.66899<>26.91767<>31.09455<>37.12782<>34.34324<>28.30996<>39.91241<>47.33797<>56.15583<>59.86861<>69.61466<>71.00696<>71.47105<>75.64793<>93.28365<>94.67594<>103.9579<>107.2066<>113.2399<>110.9194<>121.1295<>135.0524<>148.0472<>156.8651<>166.147<>187.4955<>190.2801
2,3,(-)-Epigallocatechin Gallate,3.712782<>4.640978<>4.640978<>5.105075<>5.105075<>5.569173<>5.105075<>6.497369<>6.497369<>5.569173<>5.569173<>5.569173<>6.961466<>6.497369<>7.889662<>7.889662<>7.889662<>9.281956<>11.13835<>12.53064<>12.53064<>12.06654<>13.92293<>14.85113<>11.60244<>10.21015<>10.67425<>9.746053<>8.35376<>10.21015<>9.746053<>12.06654<>12.53064<>18.09981<>17.17162<>16.70752<>22.74079<>19.9562<>25.52538<>29.23816<>28.30996<>33.87914<>33.87914<>36.66372<>33.41504<>35.73553<>37.12782<>45.94568<>52.90715<>67.75828<>79.36072<>84.00169<>93.28365<>91.89136<>103.0297<>105.8143<>114.6321<>115.5603<>132.2679<>142.0139
3,3,(-)-Huperzine A (HupA),2.320489<>3.712782<>2.784587<>3.248684<>2.784587<>2.784587<>3.712782<>3.248684<>4.640978<>5.105075<>4.17688<>6.497369<>9.746053<>9.746053<>10.67425<>12.53064<>12.53064<>12.99474<>14.85113<>13.92293<>14.85113<>13.92293<>14.38703<>13.92293<>13.45884<>13.92293<>13.45884<>14.85113<>14.38703<>15.31523<>14.38703<>16.24342<>17.63572<>19.9562<>19.49211<>21.8126<>22.27669<>24.13308<>21.3485<>22.27669<>29.23816<>32.95094<>31.55865<>31.09455<>35.73553<>40.37651<>46.40978<>53.83534<>55.22763<>59.40451<>52.44305<>64.50959<>61.26091<>64.97369<>65.43778<>64.04549<>73.32745<>75.64793<>73.79154<>87.25038
4,3,(-)-MK 801 Maleate,1.392293<>1.392293<>1.392293<>2.320489<>1.856391<>1.856391<>1.856391<>3.712782<>4.640978<>5.105075<>5.569173<>5.569173<>6.961466<>8.35376<>8.817858<>8.35376<>9.281956<>10.67425<>9.281956<>11.13835<>10.67425<>11.60244<>12.53064<>12.06654<>12.99474<>14.38703<>12.53064<>12.06654<>12.99474<>13.92293<>13.92293<>17.17162<>17.17162<>19.49211<>20.4203<>22.74079<>25.06128<>25.52538<>29.70226<>38.52011<>41.3047<>45.94568<>51.05075<>58.01222<>64.04549<>74.25565<>85.39399<>88.64268<>91.42726<>93.74775<>101.6374<>104.422<>105.8143<>116.9526<>122.5218<>126.2346<>129.4833<>140.6216<>154.5446<>176.3571
5,3,(-)-Parthenolide,6.497369<>6.497369<>6.033271<>4.640978<>4.17688<>5.569173<>6.033271<>7.425564<>9.746053<>7.889662<>8.817858<>9.281956<>7.889662<>9.281956<>8.817858<>8.35376<>10.21015<>10.67425<>12.53064<>15.31523<>15.31523<>14.85113<>15.31523<>17.63572<>18.09981<>18.09981<>17.63572<>20.4203<>16.70752<>19.49211<>19.02801<>19.49211<>19.02801<>19.9562<>17.63572<>18.56391<>19.9562<>21.8126<>25.98948<>32.02275<>33.87914<>33.41504<>36.66372<>42.2329<>46.40978<>48.73027<>46.87387<>51.51485<>56.61993<>64.04549<>69.15057<>73.79154<>85.39399<>89.10677<>95.60414<>97.92463<>106.7425<>115.0962<>121.5936<>135.9807
6,3,(-)-Tetramisole,0.4640978<>1.392293<>1.856391<>1.392293<>1.856391<>1.856391<>1.856391<>1.856391<>1.856391<>2.320489<>2.320489<>2.784587<>3.248684<>2.784587<>3.248684<>3.248684<>3.712782<>4.17688<>3.712782<>3.712782<>3.712782<>3.712782<>4.17688<>4.17688<>5.105075<>4.640978<>4.17688<>5.569173<>3.712782<>3.712782<>3.712782<>3.248684<>4.17688<>4.640978<>4.17688<>5.105075<>5.569173<>6.033271<>4.640978<>5.105075<>6.497369<>6.033271<>5.569173<>5.105075<>4.17688<>4.17688<>4.17688<>4.640978<>5.105075<>6.961466<>7.425564<>8.817858<>7.425564<>8.817858<>7.425564<>7.889662<>8.817858<>10.21015<>9.746053<>11.13835
7,3,(+;-)-Octopamine HCl,3.248684<>4.17688<>3.248684<>2.320489<>2.320489<>2.784587<>2.784587<>2.320489<>3.712782<>3.248684<>3.712782<>4.640978<>4.17688<>4.640978<>2.320489<>2.320489<>2.320489<>2.784587<>2.784587<>3.712782<>4.17688<>4.17688<>4.640978<>5.105075<>5.105075<>6.961466<>8.35376<>7.889662<>10.67425<>10.21015<>9.281956<>8.35376<>8.817858<>8.817858<>8.817858<>9.746053<>9.746053<>12.53064<>13.92293<>15.31523<>13.45884<>12.53064<>14.85113<>16.24342<>17.63572<>22.74079<>22.74079<>20.4203<>16.70752<>18.09981<>21.3485<>30.16636<>31.55865<>37.12782<>39.91241<>36.66372<>43.16109<>42.69699<>49.65846<>53.37124
8,3,(+)-Bicuculline,1.856391<>1.856391<>3.248684<>3.712782<>3.248684<>5.569173<>8.35376<>7.425564<>9.281956<>8.817858<>8.817858<>9.746053<>9.746053<>10.21015<>11.60244<>10.67425<>10.21015<>11.13835<>11.13835<>13.92293<>11.13835<>11.60244<>12.06654<>10.67425<>12.99474<>12.53064<>12.99474<>12.53064<>12.06654<>11.60244<>14.85113<>14.38703<>14.38703<>14.38703<>15.77932<>17.17162<>17.63572<>16.70752<>19.49211<>20.4203<>25.98948<>28.77406<>31.55865<>31.55865<>32.02275<>30.16636<>29.70226<>32.95094<>36.19963<>41.7688<>43.62519<>42.69699<>41.7688<>50.12256<>62.1891<>63.58139<>66.36598<>68.68647<>67.29417<>68.22237
9,3,(+)-JQ1,6.497369<>7.889662<>6.961466<>7.425564<>6.961466<>6.033271<>6.033271<>9.746053<>12.06654<>12.06654<>15.31523<>18.56391<>20.8844<>24.13308<>23.20489<>24.13308<>24.59718<>26.91767<>24.59718<>29.23816<>28.77406<>32.95094<>33.41504<>32.48684<>32.48684<>30.16636<>31.55865<>35.27143<>39.44831<>40.8406<>45.94568<>49.65846<>56.15583<>58.47632<>60.79681<>61.725<>66.36598<>71.93516<>75.18384<>80.28892<>84.4658<>87.25038<>89.57087<>89.10677<>93.28365<>101.6374<>107.2066<>116.0244<>118.3449<>113.704<>120.6654<>124.8423<>128.5551<>122.9859<>121.5936<>122.9859<>120.2013<>116.9526<>116.0244<>117.8808
10,3,(+)-Matrine,4.640978<>5.105075<>4.640978<>4.17688<>3.712782<>3.248684<>3.712782<>4.17688<>4.17688<>5.105075<>5.105075<>4.17688<>5.105075<>6.497369<>4.640978<>5.105075<>8.35376<>9.281956<>8.35376<>8.817858<>9.746053<>7.425564<>9.281956<>13.92293<>13.92293<>13.92293<>15.77932<>15.31523<>15.31523<>14.38703<>18.09981<>22.74079<>29.23816<>29.23816<>33.41504<>32.95094<>39.44831<>36.66372<>43.16109<>44.55339<>52.90715<>59.86861<>74.25565<>77.50433<>88.17857<>92.81956<>105.3502<>111.8476<>120.6654<>143.4062<>157.7932<>166.6111<>187.0314<>200.4902<>212.5568<>226.4797<>260.8229<>280.3151<>287.7406<>324.4043
