,expId,Compound,tempConfluenceDf
514,3,BMS-265246,43.88953<>54.43925<>59.78773<>63.98819<>69.00544<>69.89442<>74.41243<>76.32584<>80.89999<>82.83031<>83.73776<>86.91216<>90.36727<>93.72091<>94.11285<>95.12399<>96.23293<>96.218<>97.61114<>98.34431<>98.51645<>97.19254<>99.00689<>98.97443<>99.11796
515,3,Torsemide ,44.09061<>47.4444<>53.92421<>61.69083<>70.96781<>75.73738<>82.94768<>89.50507<>94.67706<>98.15877<>98.67781<>99.70566<>99.87731<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
516,3,Ginkgolide A,36.21436<>39.02713<>43.90438<>50.33916<>58.48524<>65.48257<>73.41187<>79.56143<>87.35169<>92.43265<>97.3718<>99.53096<>99.27794<>99.78703<>100<>100<>99.97976<>100<>100<>100<>100<>100<>100<>100<>100
517,3,Estradiol,33.97809<>37.38423<>42.43803<>49.60121<>54.73019<>61.83327<>67.7126<>74.69932<>79.78814<>85.59522<>89.08543<>93.97104<>96.43049<>98.86362<>99.39869<>99.80755<>99.88962<>100<>100<>100<>99.95779<>100<>99.97498<>100<>100
518,3,Candesartan Cilexetil,37.18977<>40.56546<>45.92686<>50.70244<>58.51545<>64.74711<>70.2222<>76.91871<>82.70514<>88.47485<>91.12766<>95.69952<>97.93372<>99.24292<>99.86198<>99.9455<>100<>100<>100<>100<>100<>100<>100<>100<>100
519,3,Azathioprine,15.36175<>17.98332<>21.8368<>24.95959<>29.0319<>32.11497<>38.0779<>43.42085<>47.35495<>50.59143<>52.1593<>55.25744<>58.647<>58.50968<>60.1757<>63.30928<>67.13625<>70.38252<>71.48462<>69.88885<>70.92486<>71.91755<>69.65103<>74.96884<>79.20134
520,3,Pioglitazone HCl,45.16032<>48.90092<>55.5251<>61.66819<>67.53175<>78.02484<>84.27414<>89.00447<>91.44092<>95.44145<>97.36356<>99.33036<>99.56716<>99.8912<>99.97485<>100<>100<>99.98092<>100<>99.9812<>100<>100<>100<>100<>100
521,3,Meloxicam,43.79504<>45.94758<>53.42383<>59.52993<>69.86668<>78.75567<>86.83452<>93.08361<>96.25711<>97.83321<>98.56569<>99.60487<>99.91026<>99.92539<>99.97865<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
522,3,Bromhexine HCl,39.89665<>42.38415<>49.12426<>56.8457<>64.77121<>71.94096<>78.685<>87.58163<>91.98136<>95.42558<>97.5326<>99.32215<>99.62298<>99.76141<>99.93783<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
523,3,Nevirapine ,16.68124<>17.64298<>20.39242<>22.61287<>27.6722<>32.5351<>36.99504<>41.4162<>46.96079<>55.2359<>64.63985<>74.94466<>84.06257<>89.7853<>93.00839<>97.32274<>98.60556<>99.81978<>99.75145<>99.87337<>99.95068<>99.97933<>100<>99.98051<>100
524,3,Mecarbinate,39.49905<>42.81021<>49.48047<>57.99237<>66.24093<>74.65018<>81.97577<>88.25934<>94.79221<>97.07352<>98.61653<>99.73391<>99.82744<>99.96201<>100<>99.97057<>100<>100<>100<>100<>100<>100<>100<>100<>100
525,3,Suprofen ,45.71225<>47.74273<>54.82316<>61.96965<>68.70981<>77.43251<>82.68236<>88.34776<>94.45968<>97.34506<>98.83219<>98.9519<>99.85064<>99.95579<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
526,3,Trimebutine,6.477881<>7.422082<>8.609221<>10.45224<>12.90983<>14.84699<>17.90762<>20.96851<>24.51937<>27.45406<>35.90655<>44.61759<>52.99608<>63.9292<>71.63293<>79.72396<>86.37267<>91.51759<>94.84209<>98.62173<>99.24292<>99.68314<>99.7737<>99.91772<>99.9265
527,3,K02288,19.45493<>18.83827<>21.75432<>26.58178<>31.79755<>37.1395<>43.73141<>52.82141<>60.06038<>66.12572<>74.82986<>80.7065<>84.17288<>88.34528<>92.46532<>94.39468<>96.90353<>98.2505<>99.24582<>99.51121<>99.88249<>99.90302<>99.9812<>100<>100
528,3,Rocilinostat (ACY-1215),34.83151<>38.56625<>44.35186<>51.12973<>58.37007<>66.70139<>74.39124<>77.45911<>85.70499<>91.51318<>93.99619<>97.32309<>98.82515<>99.56171<>99.91324<>99.9468<>100<>100<>100<>100<>100<>100<>100<>100<>100
529,3,Naratriptan ,11.36356<>13.34521<>15.47041<>18.62165<>23.25341<>26.88128<>30.36044<>36.38194<>40.57851<>47.18729<>52.42678<>60.20376<>68.64899<>78.86307<>87.0838<>90.90067<>97.21816<>98.97207<>99.65925<>99.88643<>100<>99.97838<>99.94584<>100<>100
530,3,Toremifene Citrate,13.84588<>15.94047<>17.97242<>22.96944<>27.18142<>30.37916<>36.40286<>42.12589<>49.83484<>57.07663<>63.94956<>73.35565<>81.71825<>88.03866<>94.23704<>97.02122<>99.06506<>99.6399<>99.93285<>99.95522<>99.95033<>100<>100<>100<>100
531,3,Dyphylline,18.35288<>20.11577<>24.93182<>28.93276<>34.42252<>38.31627<>44.85909<>49.78338<>56.02666<>60.82374<>68.29604<>75.06022<>80.79015<>84.19338<>90.31601<>94.20762<>97.94326<>98.68312<>99.08812<>99.54941<>99.80997<>99.82323<>99.84754<>99.85672<>99.96649
532,3,Ramipril ,21.24924<>23.70758<>27.64961<>34.75989<>39.71941<>44.00213<>49.33161<>57.38251<>65.52539<>69.13683<>78.56493<>84.8999<>90.65476<>92.96046<>95.25482<>96.53134<>98.96496<>99.53671<>99.77701<>99.82399<>99.88145<>99.79387<>99.95531<>100<>100
533,3,CCT129202,40.92769<>42.17141<>44.38052<>45.85764<>47.76324<>50.17821<>52.17949<>54.62713<>57.08324<>60.38294<>61.83955<>66.10624<>67.22445<>68.8349<>71.5042<>72.61618<>77.80289<>79.00909<>81.27334<>82.98615<>85.17979<>86.23673<>89.1373<>90.53879<>89.88277
534,3,Nifedipine,21.3188<>23.31247<>27.7296<>34.03051<>39.24363<>44.98148<>51.40701<>58.93617<>64.8327<>72.87204<>79.77045<>86.43739<>88.62005<>91.58556<>94.38094<>96.76888<>98.99307<>99.35751<>99.71139<>99.88263<>99.9732<>99.97706<>99.96738<>99.96179<>100
535,3,BIX 02188,41.54074<>44.93506<>51.0735<>57.08733<>64.20057<>72.05044<>82.09563<>84.61012<>92.27708<>95.21413<>96.7939<>98.97428<>99.3868<>99.74552<>99.68556<>99.78773<>99.90475<>99.89872<>99.97465<>99.9106<>99.98135<>99.96559<>100<>99.9752<>100
536,3,Carvedilol,18.0821<>19.78904<>23.0198<>27.65204<>33.05295<>35.84666<>41.44561<>47.11324<>54.38068<>58.52709<>69.72292<>75.92686<>84.33715<>88.80007<>90.37162<>93.83475<>97.46808<>98.67967<>99.37796<>99.74572<>99.84016<>99.97706<>99.91165<>99.94253<>99.94833
537,3,Saxagliptin,42.55533<>47.04678<>52.64045<>60.86442<>67.15868<>74.77363<>85.32292<>91.25726<>94.75546<>98.04369<>99.06249<>99.75381<>99.85798<>99.95094<>100<>99.9783<>100<>100<>100<>100<>100<>100<>100<>100<>100
538,3,Chenodeoxycholic Acid,21.6945<>23.92559<>26.86803<>32.59532<>38.84776<>44.75691<>50.7271<>60.01009<>66.87527<>71.81366<>75.83077<>84.94259<>91.15617<>91.63445<>93.83179<>96.11475<>98.07987<>99.24699<>99.52571<>99.28256<>99.67451<>99.723<>99.89866<>99.94818<>100
539,3,AZD8055,33.97491<>38.64513<>43.82197<>46.6134<>49.16053<>49.19921<>49.97995<>50.24003<>50.28265<>52.0213<>51.82822<>52.24903<>52.63717<>51.86955<>52.32303<>53.36567<>53.79945<>55.27306<>54.70816<>53.40158<>54.79132<>53.91378<>53.47452<>53.65398<>54.89312
540,3,Metoprolol Tartrate,46.055<>50.19839<>57.96834<>66.20219<>73.9843<>80.43615<>89.26772<>93.393<>97.152<>97.87866<>99.34328<>99.91165<>99.98024<>99.93147<>99.96359<>99.9486<>100<>100<>100<>100<>100<>100<>100<>100<>100
541,3,Tazarotene ,44.66933<>48.67899<>58.47796<>69.11644<>74.8939<>81.36433<>85.69123<>91.35271<>96.2254<>98.06801<>99.10103<>99.81113<>99.95654<>99.94833<>99.85617<>100<>99.97424<>99.89189<>99.97982<>99.97353<>100<>100<>100<>100<>100
542,3,Roxatidine Acetate HCl,40.72343<>44.86249<>51.14625<>57.14501<>64.13329<>73.46961<>80.67681<>87.20606<>92.26893<>96.5848<>98.4022<>99.42252<>99.79469<>99.93962<>99.96829<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
543,3,H 89 2HCl,26.45363<>31.23196<>35.96582<>42.07013<>49.29562<>56.29268<>66.76933<>76.59953<>83.55134<>88.55921<>92.43188<>97.48853<>99.28388<>99.73951<>99.84208<>99.81059<>99.97761<>100<>100<>99.92463<>99.97029<>99.93775<>100<>99.97898<>100
544,3,Valsartan,19.354<>21.38227<>24.40809<>29.92954<>34.88664<>39.81384<>46.57881<>55.11873<>60.96353<>68.11069<>73.02416<>80.32948<>88.41193<>91.06535<>94.39288<>96.10376<>98.48772<>99.3846<>99.65102<>99.8166<>99.97471<>100<>99.97768<>100<>100
545,3,Clotrimazole,50.80356<>54.87814<>64.08887<>73.43156<>79.22199<>86.53583<>91.62424<>97.47561<>98.47051<>99.23388<>99.70165<>99.93803<>99.95765<>99.91309<>99.9812<>99.91786<>100<>99.94341<>99.97961<>100<>100<>99.95876<>100<>100<>99.97498
546,3,Diclofenac Sodium,39.21019<>44.21964<>48.77465<>56.3143<>63.60189<>69.41608<>78.71297<>86.02163<>93.18336<>95.36215<>97.13512<>99.43004<>99.65343<>99.84754<>99.94846<>99.9593<>99.90833<>100<>100<>100<>100<>100<>100<>100<>100
547,3,Risperidone ,9.648816<>11.07095<>11.95968<>15.92424<>18.78771<>22.7037<>26.16468<>30.36763<>35.65684<>41.82553<>51.55187<>56.17628<>66.39866<>72.90715<>79.17874<>86.0159<>91.89993<>95.08192<>96.83763<>99.19907<>99.61676<>99.85845<>99.90459<>99.981<>100
548,3,Pregnenolone,17.34009<>18.7022<>21.56236<>25.02832<>29.27911<>34.88443<>40.77225<>45.80453<>51.25503<>58.41495<>65.21951<>73.88918<>81.227<>85.33481<>92.24055<>96.30905<>98.55126<>99.41969<>99.78468<>99.86246<>99.96268<>99.97575<>100<>99.95358<>100
549,3,Naproxen ,41.53493<>45.72212<>50.99242<>57.83549<>65.7409<>73.42104<>83.32898<>88.03645<>93.89333<>97.768<>99.09538<>99.43854<>99.83255<>99.95412<>99.98071<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
550,3,Triamcinolone,27.84993<>32.77499<>36.80903<>45.7979<>52.38519<>57.70287<>64.28904<>70.91144<>81.98635<>84.61676<>90.93272<>94.27622<>96.67875<>97.10625<>98.0966<>98.2878<>98.9528<>99.72417<>99.88981<>99.97803<>99.9229<>99.93568<>100<>100<>100
551,3,AZ191,16.03207<>20.72523<>27.34355<>30.88522<>36.90994<>41.53984<>46.85614<>52.68201<>54.5803<>62.69791<>64.22971<>70.02612<>71.91154<>75.02851<>77.4888<>83.92297<>87.32247<>91.21165<>93.45587<>93.40365<>94.79359<>97.0798<>97.73699<>98.33353<>99.20245
552,3,AR-A014418,33.95544<>35.51227<>39.93631<>45.01499<>50.73344<>56.86092<>61.20448<>67.57956<>73.27601<>79.62616<>83.67387<>89.30564<>93.80312<>95.22733<>96.78257<>97.73161<>98.66469<>99.19789<>99.41843<>99.31779<>99.64516<>99.70415<>99.84084<>100<>100
553,3,Ibuprofen ,21.11695<>23.10974<>26.25373<>32.71544<>37.25436<>43.77023<>47.49757<>56.62922<>65.51323<>73.59843<>81.14748<>89.16832<>93.14827<>94.80084<>97.19143<>98.78563<>99.81721<>99.95758<>100<>100<>100<>100<>100<>100<>100
554,3,Miconazole Nitrate,25.22926<>29.04502<>33.36559<>41.73492<>46.51054<>51.07039<>55.94109<>64.27752<>69.87497<>79.00267<>80.48567<>87.10145<>91.73912<>94.01317<>96.63564<>98.49427<>99.21052<>99.7757<>99.77059<>99.94514<>99.97894<>100<>99.97485<>100<>100
555,3,Adenosine,22.2724<>25.24404<>27.92889<>33.31406<>39.38985<>45.5611<>50.17325<>60.61007<>67.06003<>73.20541<>80.04462<>87.03766<>92.31473<>97.37614<>98.63809<>99.20776<>99.64259<>99.90908<>99.89754<>99.98071<>100<>100<>100<>100<>100
556,3,Nefiracetam,25.55185<>27.55498<>32.27231<>38.19773<>45.30893<>51.31747<>57.60066<>64.00374<>73.14587<>80.55965<>85.01933<>90.71576<>95.74554<>97.51803<>97.62646<>98.22176<>99.71851<>99.81432<>99.96697<>100<>100<>100<>100<>100<>100
557,3,Enalaprilat Dihydrate,48.11332<>52.11275<>58.36911<>68.17424<>74.05566<>80.7664<>87.82348<>95.16771<>97.6291<>99.12335<>99.58858<>99.84111<>99.98044<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
558,3,Amiodarone HCl,28.88109<>31.88825<>36.31472<>43.89748<>50.46827<>56.49183<>62.30285<>70.00669<>78.22515<>83.7645<>87.37959<>93.25976<>96.17091<>97.92785<>98.96758<>99.27372<>100<>99.89998<>99.93733<>100<>100<>100<>99.98058<>100<>100
559,3,Aminoglutethimide ,47.43079<>51.75016<>58.03167<>67.11906<>73.58643<>80.52076<>87.04513<>91.4332<>94.94715<>98.18088<>98.66489<>99.55003<>99.80809<>99.91834<>100<>100<>100<>100<>99.96214<>100<>100<>100<>100<>100<>100
560,3,Elvitegravir (GS-9137; JTK-303),20.75776<>22.35121<>25.99352<>31.0533<>36.47324<>41.86292<>48.17737<>55.63218<>66.39423<>68.5329<>78.99881<>86.60007<>90.31429<>93.50898<>93.37926<>96.42766<>98.563<>99.22379<>99.61585<>99.80299<>99.90625<>99.96815<>99.97636<>100<>100
561,3,Ipratropium Bromide,8.591884<>9.243825<>11.09665<>13.13798<>15.3031<>17.74273<>21.34298<>25.13738<>29.97236<>38.31302<>43.4721<>53.51156<>60.02277<>68.44007<>79.50894<>86.57658<>90.88416<>94.82309<>96.89356<>98.94907<>99.6571<>99.77495<>99.93202<>99.9696<>100
562,3,Suplatast Tosylate,21.79846<>25.14878<>29.46824<>35.17953<>40.54232<>48.3734<>54.47778<>60.88826<>70.35581<>76.83603<>83.53903<>89.17868<>91.7664<>94.39295<>97.98538<>98.76698<>99.53876<>99.87442<>99.75906<>99.9296<>99.81065<>99.96642<>99.9754<>100<>100
563,3,Desonide,12.3883<>15.03979<>17.65825<>21.14134<>26.05278<>27.19309<>34.15804<>41.54827<>45.75195<>54.12369<>60.07406<>72.88378<>78.52225<>87.16801<>93.12209<>95.44022<>97.81905<>98.55837<>99.31275<>99.7728<>99.76969<>99.98016<>99.97188<>100<>99.95551
564,3,Diclazuril,43.68487<>47.83406<>55.4871<>64.2409<>71.96156<>78.66911<>88.5005<>93.71041<>96.39713<>98.80015<>99.13503<>99.70275<>99.72134<>99.98003<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
565,3,Deferasirox,48.88151<>52.69292<>60.93079<>66.27784<>75.85757<>80.59986<>87.59291<>92.40536<>92.67828<>96.15992<>97.49675<>98.64043<>99.47073<>99.88712<>99.88768<>99.95177<>99.97326<>99.9772<>100<>99.97388<>100<>100<>100<>100<>100
566,3,Phentolamine Mesylate,43.06953<>46.84385<>53.47902<>62.24786<>71.07157<>76.89862<>86.13506<>94.18912<>95.80548<>98.29271<>99.42231<>99.87649<>99.93665<>99.92042<>100<>99.97443<>100<>100<>100<>100<>100<>100<>100<>100<>100
567,3,Indomethacin ,24.6493<>27.32579<>32.1728<>37.59201<>42.37933<>48.98411<>57.68313<>65.41909<>73.26992<>80.0335<>85.12184<>92.09652<>96.15053<>98.34688<>98.7643<>99.23103<>99.63541<>99.82323<>99.89568<>99.9229<>99.93665<>100<>99.97167<>99.97775<>100
568,3,Lornoxicam,45.08836<>49.81329<>57.19442<>64.82399<>73.55437<>77.81831<>84.95488<>90.41099<>95.18809<>98.15815<>99.13059<>99.76085<>99.95496<>99.9763<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
569,3,Mesna ,43.83592<>46.6809<>51.95762<>59.24106<>66.36964<>72.94836<>80.11922<>86.23112<>90.16074<>95.62734<>97.24468<>99.09447<>99.8876<>99.97333<>100<>99.91193<>99.97141<>100<>100<>100<>100<>100<>100<>100<>100
570,3,Lovastatin,34.9946<>38.19333<>41.09588<>48.62489<>57.53426<>61.80792<>68.18496<>78.98499<>85.12903<>89.69695<>94.97347<>97.43112<>98.60107<>99.31621<>99.88857<>99.92504<>100<>99.94653<>100<>100<>99.97636<>100<>100<>100<>100
571,3,Nicotinic Acid,26.02468<>27.90126<>32.25816<>36.74887<>43.93222<>51.60076<>57.44266<>64.45986<>70.64723<>75.7389<>81.09804<>86.75799<>92.35852<>95.54183<>97.97414<>99.00066<>99.3886<>99.8981<>100<>100<>100<>100<>100<>100<>100
572,3,Atorvastatin Calcium ,37.28994<>40.58998<>46.23728<>52.11<>58.95762<>67.51865<>75.31393<>83.69923<>90.76867<>94.77149<>98.20015<>99.56882<>99.91365<>99.95814<>100<>100<>99.98135<>100<>100<>100<>100<>100<>100<>100<>100
573,3,Pyrazinamide,16.49322<>17.95977<>20.8716<>23.37209<>27.58068<>31.85268<>38.9479<>43.12355<>48.32995<>56.60402<>65.60383<>76.24226<>86.13671<>92.75267<>97.95465<>98.79365<>99.70538<>99.97741<>99.97465<>100<>99.97672<>100<>100<>100<>100
574,3,Ivabradine HCl,21.8348<>23.88276<>28.00495<>32.40371<>39.22793<>43.36731<>50.36886<>59.14974<>65.91117<>70.65607<>79.48331<>86.89191<>91.41058<>95.80605<>96.69035<>97.57846<>99.02885<>99.60792<>99.8653<>99.94556<>99.90606<>99.91454<>99.83511<>99.93921<>100
575,3,AdipoRon,25.0804<>26.93592<>33.5308<>37.38395<>43.58221<>51.1258<>56.72746<>65.94322<>72.75903<>81.89655<>82.3711<>92.1312<>95.97714<>95.75161<>97.26562<>99.11202<>99.62186<>99.36263<>99.77661<>99.65896<>99.92477<>100<>99.9792<>100<>100
576,3,GSK2636771,27.46131<>28.79731<>32.02565<>37.96585<>42.89981<>49.87179<>52.99506<>62.70813<>68.51208<>77.06613<>80.11039<>89.57082<>93.02464<>96.72433<>97.68063<>99.35253<>99.90606<>99.90798<>100<>100<>100<>100<>100<>100<>100
577,3,PIK-93,19.74842<>20.89633<>23.55776<>26.38829<>29.51798<>32.54082<>35.85268<>39.37493<>43.0631<>47.0228<>49.97713<>55.45749<>59.63355<>63.21852<>65.30185<>69.1619<>72.28248<>76.24039<>78.44025<>80.56372<>81.70659<>83.1991<>84.34129<>85.53754<>87.0215
578,3,Ethionamide,48.78881<>51.86117<>57.02834<>65.50004<>73.93767<>80.03992<>85.53256<>89.29782<>95.28037<>96.44582<>97.58088<>99.29839<>99.91958<>99.95088<>99.964<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
579,3,Aztreonam,20.58935<>23.84015<>25.74989<>32.94367<>36.87347<>42.58522<>47.9114<>56.66834<>61.2804<>68.58945<>78.11262<>80.96221<>89.26268<>91.73911<>95.93009<>97.97911<>98.70212<>99.26378<>99.49498<>99.86495<>99.92077<>99.94708<>99.93886<>99.9506<>100
580,3,Fenofibrate ,27.62551<>30.09305<>35.12986<>41.28211<>47.04962<>53.73723<>60.09042<>68.58324<>71.99152<>79.65792<>85.99241<>90.47594<>93.74641<>94.79636<>96.32198<>97.60672<>97.87874<>99.0828<>99.3924<>99.43364<>99.80935<>99.89603<>100<>100<>99.95599
581,3,Tosedostat (CHR2797),52.08354<>56.00038<>62.39198<>70.30883<>78.31066<>84.19774<>90.79638<>95.26677<>98.17465<>99.38757<>99.8184<>99.97955<>99.94321<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
582,3,Amiloride HCl ,41.50378<>44.50451<>50.32272<>60.46964<>68.12846<>75.87954<>81.37855<>88.6059<>93.48308<>95.36423<>97.24987<>98.25417<>98.67346<>99.54333<>99.73101<>99.74165<>99.9732<>100<>100<>100<>100<>100<>100<>100<>100
583,3,BIX 02189,16.66991<>17.68291<>19.48462<>21.07828<>24.94646<>29.32726<>31.98<>36.54369<>39.14214<>44.09468<>48.94188<>54.89804<>58.22114<>65.10049<>69.80394<>74.98315<>78.56052<>85.54529<>90.21455<>94.10967<>95.36506<>96.31852<>97.77174<>97.55676<>98.77362
584,3,Atracurium Besylate,23.16713<>25.11922<>27.57909<>31.8335<>37.34603<>44.87275<>47.42173<>57.51089<>61.8759<>66.43499<>72.10497<>79.97388<>84.4634<>87.85317<>90.67792<>94.07672<>96.6652<>97.68919<>98.43652<>99.41154<>99.64149<>99.88235<>99.95821<>99.88719<>100
585,3,EX 527 (Selisistat),43.81713<>47.43666<>53.32104<>59.36519<>67.0894<>75.58963<>80.38302<>87.41827<>93.11677<>97.02088<>98.43411<>99.70594<>99.89058<>99.95918<>100<>99.9685<>100<>100<>100<>100<>100<>100<>100<>100<>100
586,3,Cimetidine ,33.71857<>37.81907<>41.67772<>48.35571<>53.52771<>61.58413<>69.30301<>74.96505<>83.02814<>86.59331<>92.88889<>97.02275<>97.99679<>99.38701<>99.78262<>99.97188<>99.95419<>100<>100<>100<>100<>100<>100<>100<>100
587,3,PHT-427,45.79713<>48.48882<>55.02476<>60.81053<>68.68252<>77.45267<>85.72737<>89.60572<>94.96511<>97.3369<>99.42707<>99.7391<>99.84464<>99.92042<>99.96932<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
588,3,Diethylstilbestrol,40.27203<>42.68975<>49.07838<>55.97557<>64.23235<>73.69122<>78.77375<>87.2918<>92.89518<>97.13673<>98.14143<>99.56917<>99.8195<>99.9734<>99.97257<>99.9781<>99.97594<>100<>100<>100<>100<>100<>100<>100<>100
589,3,KU-60019,49.2682<>49.06242<>54.50542<>64.10753<>70.94024<>77.94339<>84.2995<>89.01774<>93.47244<>94.38272<>96.04055<>98.49628<>98.47589<>99.07652<>99.60716<>99.36256<>99.69509<>99.88831<>99.93036<>99.88567<>100<>100<>100<>100<>100
590,3,Protionamide,33.90134<>37.90845<>42.20738<>48.35743<>59.14532<>65.01324<>70.7912<>80.74105<>88.45897<>94.25722<>97.23627<>99.02312<>99.54112<>99.94294<>99.97894<>100<>99.95758<>100<>100<>100<>100<>100<>100<>100<>100
591,3,TWS119,34.83532<>34.63534<>35.0788<>38.0508<>40.97253<>44.42756<>48.29672<>55.98088<>61.50959<>69.77217<>77.40247<>85.33758<>91.22975<>95.68578<>98.30355<>99.57366<>99.73122<>99.95144<>100<>99.98024<>100<>100<>100<>100<>99.97989
592,3,Dipyridamole,36.453<>39.11334<>44.39626<>52.13506<>59.76852<>66.88184<>74.17714<>82.52168<>85.88479<>91.80032<>94.48614<>97.85588<>99.18365<>99.59348<>99.82067<>99.95377<>99.97968<>100<>100<>100<>100<>100<>100<>100<>100
593,3,Rizatriptan Benzoate ,49.39101<>55.27768<>63.73741<>71.39471<>80.83471<>89.00426<>91.84039<>96.57899<>98.26411<>99.45699<>99.66221<>99.94383<>99.95985<>100<>100<>99.96422<>100<>100<>100<>100<>100<>100<>100<>100<>100
594,3,Avobenzone,41.22823<>44.44318<>50.67997<>59.62144<>67.02544<>74.7353<>80.45941<>90.01422<>94.34107<>97.57714<>98.9166<>99.66007<>99.92345<>99.93174<>99.93251<>99.93878<>100<>100<>100<>100<>100<>100<>100<>100<>100
595,3,Sulfapyridine ,44.33596<>47.8764<>54.71838<>64.79353<>70.61333<>78.75234<>86.37026<>93.04845<>96.16019<>98.49621<>99.69033<>99.86135<>100<>100<>100<>100<>100<>100<>99.98058<>100<>100<>100<>100<>100<>100
596,3,Sulfamethoxazole,45.01083<>48.07442<>52.86518<>60.25565<>68.64363<>77.07124<>83.72823<>90.84036<>94.26723<>96.97688<>98.63629<>99.61545<>99.67077<>99.82744<>100<>99.98024<>100<>100<>99.95966<>100<>100<>100<>100<>100<>100
597,3,Nitazoxanide,21.46897<>22.78577<>25.74154<>31.5158<>34.44365<>41.39643<>45.74098<>56.51649<>65.42012<>72.84718<>77.81319<>91.41074<>95.45748<>98.79116<>99.40269<>99.77245<>99.88657<>99.94735<>99.93927<>99.94673<>100<>100<>99.86771<>100<>100
598,3,Nystatin (Fungicidin),26.97157<>28.5273<>32.02331<>38.3256<>44.90073<>50.62291<>58.00513<>66.61182<>70.92561<>78.58518<>85.44753<>92.13873<>95.41245<>96.54018<>98.25105<>98.93933<>99.62484<>99.89169<>99.97775<>100<>100<>100<>100<>100<>100
599,3,Empty,24.48918<>25.68053<>30.44015<>37.96903<>42.42809<>50.06155<>56.44795<>63.92676<>69.54642<>74.8237<>78.97684<>83.29459<>88.13024<>90.89673<>92.62434<>97.14619<>98.4489<>99.3008<>99.48848<>99.68556<>99.81087<>99.79774<>100<>100<>100
600,3,Empty,48.01192<>51.8283<>57.27496<>64.81894<>73.7225<>78.59437<>84.6926<>92.27219<>92.13107<>95.02162<>97.21029<>98.3408<>99.10767<>99.55659<>99.87372<>99.97658<>100<>99.96857<>100<>100<>100<>100<>100<>100<>100
601,3,Amprenavir ,19.19885<>21.43305<>24.75505<>28.35156<>34.49098<>39.90916<>45.25897<>52.96441<>59.68845<>66.92101<>70.45894<>78.17078<>83.03582<>86.11156<>88.44426<>93.71089<>96.0867<>97.21726<>98.21391<>98.8248<>99.30791<>99.62505<>99.82931<>99.86855<>100
602,3,Sulfamethizole ,24.49864<>27.79206<>32.61958<>39.83511<>46.10618<>52.08693<>59.93893<>65.66821<>72.25845<>78.5597<>84.09731<>89.47102<>92.43016<>94.51334<>97.62066<>98.9126<>99.70069<>99.77065<>100<>99.97105<>100<>100<>100<>100<>100
603,3,Cytarabine,26.25925<>28.129<>33.93388<>42.02248<>43.22391<>44.25473<>47.12394<>53.92234<>52.55727<>54.33235<>56.41682<>58.7801<>61.65733<>65.58389<>66.76435<>64.75788<>71.0771<>69.74309<>73.80823<>68.63243<>73.69198<>72.24379<>69.505<>71.03185<>72.26591
604,3,Nicorandil,28.07093<>31.32695<>35.66428<>41.51373<>47.41925<>54.937<>59.63005<>68.33307<>74.42578<>80.1588<>85.99138<>91.66453<>94.74689<>95.08475<>97.95667<>97.97537<>99.64716<>99.73439<>99.97616<>99.89872<>99.8606<>99.97678<>99.97091<>100<>100
605,3,Dofetilide ,51.60878<>55.1233<>62.73532<>72.70288<>78.94617<>85.40782<>91.22672<>95.43255<>97.63477<>99.1161<>99.61781<>99.80271<>99.96787<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
606,3,Adenine HCl,37.50428<>41.37896<>47.48342<>53.37788<>62.3536<>68.92103<>75.27291<>82.51153<>87.33103<>92.40177<>95.76847<>98.14488<>99.19616<>99.80077<>99.87379<>99.97063<>99.98003<>99.9725<>100<>100<>100<>100<>100<>100<>100
607,3,Aminophylline,24.50866<>25.99096<>30.18852<>34.47895<>40.07556<>46.53606<>53.33167<>60.96069<>65.593<>76.95386<>79.48234<>87.70294<>92.43968<>96.48527<>98.48531<>99.18283<>99.69206<>99.76762<>99.97498<>100<>100<>100<>100<>100<>100
608,3,Maraviroc,22.87702<>24.40117<>30.93984<>36.81711<>40.78683<>48.72042<>53.2387<>60.74926<>66.57313<>75.1012<>77.96744<>83.78231<>90.30759<>94.13364<>96.13464<>98.44137<>99.44621<>99.85949<>100<>99.97838<>100<>100<>99.97941<>100<>100
609,3,Sulfanilamide,27.64085<>29.41036<>35.57105<>42.4656<>46.96072<>54.80173<>60.15355<>67.59173<>74.40318<>80.64212<>85.04268<>91.18133<>94.45415<>97.06937<>98.96157<>99.38135<>99.83276<>99.94598<>99.98079<>100<>99.98092<>100<>99.97665<>100<>100
