,expId,Compound,tempConfluenceDf
1349,3,DCC-2036 (Rebastinib),28.9776<>27.70971<>27.52563<>27.97917<>28.08923<>29.03508<>29.00434<>29.22193<>29.78717<>29.50128<>29.45553<>30.23024<>30.34552<>29.60026<>29.91504<>30.45507<>31.13616<>31.86327<>32.15752<>33.09743<>33.94914<>34.55058<>36.04187<>38.08603<>39.16624
1350,3,GNF-2,40.70071<>45.39367<>51.10647<>60.18423<>67.33478<>76.58825<>83.19863<>91.33558<>94.28706<>97.54289<>98.80995<>99.67112<>100<>99.98127<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
1351,3,5-hydroxymethyl Tolterodine (PNU 200577; 5-HMT; 5-HM),16.97081<>19.90219<>21.92826<>26.68973<>30.07363<>35.36349<>41.75639<>47.7486<>53.32132<>58.39978<>62.91874<>71.89523<>78.01503<>81.30622<>86.08311<>89.67637<>92.60941<>95.85378<>97.4743<>99.19644<>99.66319<>99.88326<>99.90225<>100<>100
1352,3,Pirfenidone,44.0748<>49.95863<>55.9561<>65.43987<>70.8727<>80.81267<>85.46495<>91.99657<>94.58132<>97.87238<>98.88696<>99.59673<>99.77666<>99.85397<>99.91019<>99.88913<>99.94479<>99.93831<>99.94176<>99.96615<>100<>99.98135<>99.9705<>100<>100
1353,3,Dolutegravir (GSK1349572),43.49145<>49.19705<>55.8578<>63.14613<>70.21143<>77.8958<>84.02795<>91.77186<>93.20996<>97.59531<>98.91198<>99.48607<>99.83822<>99.78959<>99.981<>99.95876<>100<>99.94867<>100<>100<>99.94535<>100<>100<>100<>100
1354,3,HC-030031,40.51958<>44.75463<>50.0891<>57.32903<>65.27528<>71.02752<>80.60089<>88.18246<>93.64203<>96.5618<>98.65067<>99.69675<>99.72556<>99.98114<>99.87787<>100<>100<>100<>100<>99.97575<>100<>100<>100<>100<>100
1355,3,Ibrutinib (PCI-32765),23.05475<>24.67347<>27.44916<>29.76162<>34.42764<>41.37067<>48.11767<>55.06342<>60.37782<>67.77878<>73.64839<>81.3905<>85.48747<>88.06946<>91.91161<>94.81583<>96.86781<>98.57288<>99.3839<>99.89845<>99.86881<>99.89161<>99.90425<>100<>99.91544
1356,3,Apoptosis Activator 2,37.89249<>41.531<>48.37609<>54.83209<>59.3904<>67.85513<>75.8231<>84.13205<>89.68811<>91.92694<>97.17616<>98.52951<>99.80631<>99.7768<>99.85389<>99.9059<>99.94357<>100<>100<>99.97188<>100<>100<>100<>100<>100
1357,3,ADX-47273,44.5604<>50.05906<>55.95553<>63.19564<>72.02827<>81.8817<>88.26984<>93.29831<>95.90392<>98.02463<>99.54713<>99.7413<>99.94334<>99.95006<>100<>100<>100<>100<>100<>99.98009<>100<>100<>100<>100<>100
1358,3,Zanamivir,38.15118<>42.9291<>48.43024<>56.44734<>65.08925<>72.64989<>79.80569<>84.0406<>93.38562<>96.37792<>98.78667<>99.54768<>99.95309<>99.98135<>99.95814<>100<>99.98044<>99.9743<>100<>100<>100<>100<>100<>99.9812<>100
1359,3,CH5132799,36.80011<>36.16157<>35.97611<>37.52273<>38.45485<>39.47198<>40.57686<>41.19598<>42.5438<>43.42949<>45.00401<>46.22589<>47.48806<>47.33324<>49.62871<>50.55523<>51.92812<>53.2686<>54.37437<>55.4342<>56.0186<>56.05127<>56.89904<>58.78799<>59.36519
1360,3,Cabazitaxel,38.88468<>40.5066<>37.75274<>35.88003<>32.11515<>31.45537<>31.59966<>32.91536<>35.58445<>38.02629<>39.4505<>40.68302<>41.21449<>41.7249<>42.32421<>41.3342<>39.99247<>37.29181<>38.09758<>37.3512<>38.17404<>38.09474<>38.33782<>36.57376<>36.00153
1361,3,TAK-901,27.79579<>27.36807<>28.9977<>30.40312<>31.18223<>30.57402<>30.72433<>30.46218<>29.42853<>28.98673<>28.19414<>28.05847<>26.10701<>25.61526<>25.1186<>23.67961<>23.69564<>23.59161<>23.22426<>23.00798<>22.9119<>22.20374<>22.30286<>23.03209<>22.97869
1362,3,Sitaxentan sodium,23.76035<>28.39052<>31.34304<>36.92921<>44.20515<>52.00223<>57.41446<>64.21163<>70.7072<>78.21584<>83.46257<>89.04495<>93.11283<>95.15334<>96.92031<>98.36033<>99.42695<>99.88464<>99.811<>99.94984<>100<>99.97665<>100<>100<>100
1363,3,SB415286,43.61597<>47.92337<>52.84275<>61.81138<>68.37111<>76.54025<>83.77521<>90.79816<>95.97852<>97.7935<>98.73693<>99.3399<>99.81501<>100<>99.97823<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
1364,3,Azilsartan,46.51545<>50.79534<>56.30464<>64.67886<>73.03574<>78.39529<>85.7085<>91.76336<>96.16074<>98.37843<>99.15713<>99.67326<>99.80844<>99.97623<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
1365,3,PF-04691502,42.56382<>39.89135<>37.74984<>36.81062<>36.16628<>35.05733<>34.63824<>33.2094<>32.46428<>31.98497<>30.95595<>31.45515<>30.53478<>30.07674<>29.75533<>29.76749<>29.69855<>29.10022<>28.61434<>28.71747<>28.3964<>27.8145<>28.46741<>28.28339<>28.46609
1366,3,Enrofloxacin,36.11164<>38.83338<>45.66216<>52.76428<>60.21959<>67.77464<>75.5752<>86.42537<>89.79449<>94.52461<>98.60963<>99.66435<>99.92643<>99.97844<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
1367,3,Empty,24.45526<>27.4761<>31.88743<>37.44003<>43.19595<>51.5487<>59.11503<>64.40104<>71.54684<>79.64619<>83.96067<>90.15791<>91.05347<>92.99609<>96.24737<>98.03554<>99.22379<>99.81866<>99.96056<>99.97361<>99.97726<>100<>99.97955<>99.97961<>100
1368,3,Empty,47.87667<>52.46726<>59.32153<>67.57108<>75.14629<>82.4379<>88.58449<>94.08909<>97.62219<>98.95072<>99.7328<>99.86578<>99.86819<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
1369,3,Milciclib (PHA-848125),15.46211<>16.23052<>17.18618<>17.67649<>18.73363<>19.40726<>20.55565<>21.5815<>22.47092<>24.61296<>25.17083<>26.19999<>27.58759<>26.91354<>28.033<>27.7714<>29.80512<>29.48096<>29.85163<>29.30876<>28.96489<>28.2999<>28.02609<>28.07872<>29.60655
1370,3,Vanillin ,46.96888<>51.55089<>56.44782<>66.64147<>74.4315<>79.97471<>86.45576<>91.46005<>93.47653<>97.30167<>98.89851<>99.64709<>99.76804<>99.93783<>99.97382<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
1371,3,MK-2048,30.68267<>34.1371<>38.60736<>42.72305<>49.13585<>59.04743<>67.2623<>74.19603<>83.9092<>86.15958<>92.06522<>97.5862<>99.16486<>99.61096<>99.7268<>99.94445<>99.96449<>100<>100<>100<>100<>100<>100<>100<>100
1372,3,Indacaterol Maleate,32.52971<>37.02206<>43.77079<>49.43944<>54.96642<>62.09851<>72.64802<>79.88857<>88.49379<>92.95258<>97.16449<>99.3189<>99.65799<>99.93962<>99.90674<>99.97603<>100<>100<>100<>100<>100<>100<>100<>100<>100
1373,3,Nocodazole,23.98265<>25.57485<>24.99606<>22.81422<>21.31797<>20.21088<>19.66305<>20.48719<>22.52528<>24.60509<>27.02779<>27.00383<>27.68974<>26.9802<>27.48951<>26.63875<>26.87271<>25.48111<>25.57692<>27.48576<>27.29635<>28.14897<>27.81837<>28.35861<>28.73673
1374,3,Oxybutynin chloride,46.74658<>50.64019<>59.81618<>66.52892<>75.5314<>82.30969<>91.37647<>94.62518<>97.48576<>98.96931<>99.25901<>99.81991<>99.93098<>99.97271<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
1375,3,AZD2014,18.91572<>21.16766<>23.25043<>24.75871<>25.57499<>26.55228<>28.01434<>28.18047<>29.57207<>30.08924<>30.56705<>30.33509<>31.36585<>30.08441<>30.97313<>31.59234<>33.09406<>33.46008<>34.84574<>34.95442<>35.08689<>35.3755<>35.42599<>35.58881<>36.55807
1376,3,Methenamine ,44.04985<>50.66029<>56.13408<>64.34455<>72.31812<>78.35122<>83.31365<>90.1635<>94.85204<>97.37372<>98.78121<>99.67175<>99.8166<>99.94894<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
1377,3,Torcetrapib,46.03642<>51.32426<>58.96323<>63.41393<>72.10979<>81.32626<>87.02578<>93.83399<>98.16077<>98.84208<>99.49353<>99.85086<>99.91745<>99.95088<>100<>99.9812<>100<>100<>100<>100<>100<>100<>100<>100<>100
1378,3,Butenafine HCl,38.62434<>42.11138<>48.25513<>54.67458<>60.90563<>71.69788<>78.30363<>83.89442<>89.8226<>94.10677<>97.53004<>99.53233<>99.60806<>99.94666<>99.97395<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
1379,3,CEP-33779,16.95755<>20.55606<>23.19559<>27.70047<>29.50397<>34.4422<>40.02998<>41.93509<>47.63227<>53.42803<>55.42861<>58.61448<>65.93977<>67.21935<>68.2824<>73.19338<>74.46245<>74.10014<>78.63823<>80.67149<>85.2571<>87.53067<>85.97584<>87.95382<>92.11241
1380,3,Anagrelide HCl,22.21823<>26.1593<>30.04144<>34.05872<>39.81073<>44.88154<>49.96132<>58.3734<>65.15807<>70.87879<>76.73083<>82.3358<>88.33947<>90.34254<>96.27914<>98.51223<>99.1896<>99.61102<>99.85514<>99.93859<>99.97007<>99.98051<>100<>100<>100
1381,3,Tyrphostin AG 879,39.04309<>43.38762<>50.09649<>57.35832<>62.43501<>68.77653<>75.55633<>84.44793<>89.48303<>94.4085<>96.88998<>98.50278<>99.55652<>99.88312<>99.95177<>99.94135<>99.9716<>100<>99.9772<>100<>100<>100<>100<>100<>100
1382,3,Amitriptyline HCl ,36.54198<>42.08928<>47.09493<>55.03646<>62.39624<>71.08518<>78.25423<>86.27161<>93.64362<>95.5946<>98.7368<>99.27953<>99.83179<>99.86288<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
1383,3,TPCA-1,46.6306<>50.58818<>53.91499<>58.68032<>63.21051<>71.59096<>75.33024<>82.14253<>85.19382<>87.29131<>90.19865<>92.38899<>93.12189<>94.02872<>96.10583<>97.12187<>97.62508<>98.10876<>98.89926<>99.12921<>99.02838<>99.31939<>99.67181<>99.77654<>99.93098
1384,3,Azacyclonol,36.92522<>40.57788<>49.08299<>55.23721<>60.46185<>66.43697<>75.16447<>85.75084<>90.96284<>94.85769<>97.84151<>99.20783<>99.85438<>99.97568<>99.93382<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
1385,3,BI-D1870,43.01579<>45.20544<>49.5747<>57.14487<>66.1332<>72.99844<>80.31133<>85.10576<>93.39114<>95.24045<>98.538<>99.4762<>99.86951<>99.94584<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
1386,3,Moclobemide (Ro 111163),29.33743<>33.91766<>39.07341<>45.15742<>53.01819<>59.15194<>66.51933<>72.28241<>77.22195<>81.99284<>86.48415<>92.45737<>94.83966<>96.20779<>97.10868<>98.40973<>99.74483<>99.86433<>99.63245<>99.89893<>99.97906<>99.94785<>100<>100<>100
1387,3,SB271046,47.13783<>51.91152<>59.45628<>67.94996<>77.0052<>85.28804<>89.39199<>94.98473<>97.83295<>99.0408<>99.33742<>99.91123<>100<>99.92056<>99.94785<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
1388,3,Doxycycline HCl,41.6916<>46.25089<>52.08471<>57.43762<>67.7952<>74.06388<>81.70057<>88.88973<>93.04555<>97.19565<>98.06883<>99.55908<>99.86646<>99.91296<>100<>99.97976<>100<>100<>100<>100<>100<>100<>100<>100<>100
1389,3,IMD 0354,20.9348<>22.14771<>24.68977<>27.88116<>30.94772<>32.76393<>33.50636<>36.22808<>36.34124<>37.75179<>37.50719<>38.49683<>35.97025<>31.88467<>31.54929<>30.95871<>32.05963<>33.66897<>32.84613<>30.97771<>30.32971<>29.25219<>28.16487<>30.23085<>29.88429
1390,3,Ouabain,40.36259<>40.60877<>41.67881<>42.33339<>43.22197<>45.76239<>47.98325<>47.82279<>46.11281<>47.55387<>45.21317<>45.62291<>43.81038<>40.49024<>40.94556<>40.66176<>39.02934<>40.22264<>39.50825<>38.23766<>37.98188<>38.1563<>37.70924<>38.42244<>38.05875
1391,3,Empty,35.85641<>39.75906<>45.73297<>54.07802<>64.14455<>69.62091<>76.19817<>84.0864<>89.87711<>92.6624<>95.68295<>98.85603<>99.51597<>99.74214<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
1392,3,Empty,46.16254<>50.92079<>57.8486<>66.64848<>75.64123<>84.14994<>91.97191<>96.24648<>97.62254<>98.86031<>99.18662<>99.64466<>99.63416<>99.70503<>99.70724<>99.792<>99.74357<>99.72445<>99.853<>99.84969<>99.85763<>99.79774<>99.91137<>99.89998<>99.93015
1393,3,MG-132,24.32961<>26.83728<>29.46472<>28.6546<>26.69277<>24.64695<>22.81325<>22.07759<>21.82962<>21.34872<>21.04049<>20.04021<>20.2341<>18.79697<>18.97029<>18.73515<>18.79<>18.28864<>18.82494<>18.42575<>18.07755<>17.7984<>17.53143<>17.42187<>17.71696
1394,3,Prucalopride,45.69491<>49.29065<>54.2798<>61.04615<>69.90694<>78.40364<>83.92828<>90.9482<>95.14976<>98.08955<>97.96204<>99.22365<>99.73523<>99.79932<>99.95992<>99.97229<>100<>100<>100<>100<>100<>100<>100<>100<>100
1395,3,Tubastatin A HCl,40.52131<>44.63659<>51.12115<>61.70652<>67.02516<>74.14214<>73.88655<>84.93528<>89.39592<>91.49958<>95.54196<>97.69189<>98.84082<>99.63092<>99.75381<>99.87222<>99.97257<>99.98003<>100<>100<>100<>100<>100<>100<>100
1396,3,GW441756,36.74513<>40.76376<>46.9534<>52.97296<>58.79435<>64.82752<>72.17417<>76.48886<>80.35919<>88.03161<>91.43368<>95.01236<>97.38298<>98.36821<>99.17198<>99.47957<>99.7804<>99.86598<>99.90094<>99.95515<>99.96738<>99.97823<>100<>100<>100
1397,3,CCT128930,17.95466<>22.25857<>26.86402<>30.2437<>34.98859<>40.1776<>48.2687<>51.68261<>56.38242<>62.39445<>72.01321<>80.18637<>86.80039<>89.99233<>93.99949<>95.88112<>98.28366<>99.23354<>99.44344<>99.75056<>99.94065<>99.92021<>100<>99.98079<>99.95551
1398,3,Cobicistat (GS-9350),20.0516<>23.97539<>27.18819<>31.01425<>35.68647<>41.11234<>45.85502<>51.83135<>57.87045<>63.09895<>69.01671<>74.94895<>78.82198<>81.89689<>87.16795<>91.12075<>94.77736<>96.9109<>98.75669<>99.11036<>99.60046<>99.86336<>99.95288<>99.97402<>99.9696
1399,3,MK-0752,33.97097<>37.18626<>43.13461<>50.05519<>55.59301<>64.5351<>71.85081<>79.03224<>86.17449<>94.02312<>97.3307<>99.56626<>99.77177<>99.92808<>100<>99.97989<>100<>100<>100<>100<>100<>100<>100<>100<>100
1400,3,Tempol,45.84044<>50.6967<>58.61255<>65.68135<>72.92918<>81.87305<>86.0429<>92.80019<>96.68123<>98.50774<>99.42805<>99.81541<>99.94432<>99.97437<>99.9698<>99.97706<>100<>100<>100<>100<>100<>100<>100<>100<>100
1401,3,A-674563,49.73812<>71.0657<>76.50496<>79.25473<>81.1776<>83.56694<>82.84068<>81.78112<>83.11837<>79.6908<>81.19176<>82.64539<>81.50233<>79.24168<>78.14745<>76.58942<>75.57001<>74.77549<>74.75388<>69.84672<>66.63813<>64.27774<>61.34083<>59.27103<>56.30166
1402,3,IOX2,47.38955<>53.91087<>61.11585<>69.63898<>77.0079<>84.58987<>90.54121<>95.80653<>97.7028<>98.80318<>99.55811<>99.87448<>99.92262<>99.97775<>99.96442<>99.97603<>99.97672<>100<>100<>100<>100<>100<>100<>100<>100
1403,3,AS-604850,25.91554<>28.91003<>35.0413<>41.63206<>49.78469<>55.56441<>62.25661<>67.78713<>72.94807<>79.36325<>82.34637<>87.3575<>90.78428<>94.0859<>96.17588<>97.23695<>98.54725<>99.3859<>99.82972<>99.95177<>100<>99.79478<>99.98135<>99.9752<>99.97894
1404,3,TAK-715,41.80536<>45.36264<>51.73007<>58.4172<>65.66271<>71.35782<>78.27502<>87.00983<>91.38594<>94.25944<>97.36958<>98.81396<>99.33562<>99.66476<>99.72909<>99.75201<>99.70124<>99.80659<>99.78814<>99.76887<>99.80237<>99.80747<>99.85224<>99.83255<>99.85749
1405,3,BMY 7378,48.03651<>53.60715<>62.40869<>70.37363<>78.35177<>84.05932<>90.95414<>95.82772<>98.40868<>98.98824<>99.62643<>99.90751<>99.91876<>100<>100<>99.97527<>99.9812<>100<>100<>100<>100<>100<>100<>100<>100
1406,3,Zaltoprofen,37.32217<>41.2212<>47.25365<>54.04144<>62.11068<>68.59562<>75.91677<>83.73127<>90.55945<>94.44973<>98.06428<>99.43536<>99.62291<>99.93472<>99.98058<>100<>100<>99.97506<>100<>100<>100<>100<>100<>100<>100
1407,3,KX2-391,46.54604<>51.51524<>53.42927<>48.81645<>41.79797<>37.01458<>34.054<>35.69077<>40.10044<>46.11275<>49.45444<>53.34943<>54.10947<>53.9879<>52.63256<>51.71467<>50.64972<>51.21614<>51.11812<>50.82955<>52.73941<>51.79355<>51.01899<>51.20212<>51.05831
1408,3,Bufexamac,18.62179<>20.34614<>23.42658<>27.11338<>32.16975<>36.29704<>40.88762<>46.36052<>54.0455<>60.5573<>70.37108<>76.24045<>87.88979<>94.61877<>97.31839<>98.59672<>99.35911<>99.55541<>99.9707<>99.97382<>100<>100<>100<>100<>100
1409,3,AMG-900,41.84577<>47.79309<>48.60141<>51.07124<>55.49168<>52.66302<>59.41832<>62.78659<>64.98708<>64.94652<>68.76725<>70.62452<>74.25425<>75.45887<>77.93055<>79.42384<>80.40035<>83.64797<>83.66386<>83.70827<>83.60715<>82.66619<>83.51002<>86.91229<>88.85657
1410,3,Daunorubicin HCl,26.91106<>29.93141<>31.59551<>33.79525<>33.71713<>34.48758<>31.90076<>33.65198<>32.21782<>31.97129<>31.54274<>29.16135<>30.3737<>26.9911<>26.99665<>25.38047<>24.64999<>22.57142<>22.85187<>21.63676<>20.8191<>19.90861<>19.53733<>18.75933<>18.85375
1411,3,Crenolanib (CP-868596),37.85567<>48.84879<>53.89582<>58.50581<>59.79431<>61.83098<>63.61075<>62.23551<>66.44569<>70.65656<>72.00584<>72.45648<>75.02514<>77.06656<>79.23759<>80.85598<>82.12346<>82.22881<>84.75526<>85.15942<>83.16721<>85.85895<>83.04695<>82.76539<>81.66023
1412,3,Otilonium Bromide,49.64619<>54.64458<>61.55275<>70.50466<>78.97761<>87.60755<>92.56389<>96.10231<>98.73846<>99.11258<>99.91054<>100<>99.98032<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
1413,3,CCT137690,23.77134<>25.54978<>26.28779<>26.02197<>27.37857<>29.56745<>29.85219<>30.79784<>31.05602<>31.66701<>31.48153<>30.60172<>30.60663<>30.88397<>30.17635<>31.0608<>32.3231<>32.56811<>34.96678<>34.68647<>34.85971<>36.01237<>35.95615<>38.09502<>38.47659
1414,3,Medetomidine HCl,42.10497<>45.32748<>51.42849<>58.43742<>67.20194<>74.44213<>82.22762<>90.24037<>93.37815<>97.28101<>98.77416<>99.36863<>99.95538<>99.94307<>99.95544<>99.94514<>100<>100<>100<>100<>100<>100<>100<>100<>100
1415,3,Empty,41.80059<>45.89032<>51.79458<>59.88112<>66.48277<>73.18985<>77.31591<>80.65236<>86.6076<>90.42191<>92.57935<>93.82452<>96.28951<>98.2943<>98.48093<>99.0495<>99.56799<>99.65696<>99.82019<>100<>99.9566<>100<>100<>100<>100
1416,3,Empty,42.64312<>45.90184<>51.80708<>61.13214<>69.59092<>79.78564<>84.36215<>92.6441<>96.88211<>98.63754<>99.22745<>99.8467<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
1417,3,HER2-Inhibitor-1,27.27088<>30.41882<>35.66077<>41.23522<>46.86567<>53.7784<>60.06817<>67.31826<>74.44958<>78.00784<>85.99787<>91.08096<>96.00256<>97.51575<>98.59367<>99.14228<>99.64328<>99.9687<>100<>100<>100<>100<>100<>100<>100
1418,3,Caspofungin Acetate,46.43843<>51.85745<>60.30291<>65.48615<>76.72096<>81.88329<>87.96287<>92.7718<>96.15495<>97.82631<>99.09495<>99.76852<>99.8923<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
1419,3,3-Methyladenine,40.39946<>45.15805<>50.91588<>58.76382<>65.67879<>74.3439<>83.62704<>89.48828<>94.67844<>97.70438<>99.36166<>99.78419<>99.94715<>99.93775<>99.98024<>99.98016<>100<>100<>100<>100<>100<>100<>100<>100<>100
1420,3,2-Thiouracil,34.01346<>37.91404<>40.9225<>43.07753<>48.88395<>53.5639<>58.26717<>61.68876<>66.12179<>69.85969<>72.0175<>77.14196<>81.03524<>84.82875<>88.55968<>91.33178<>95.99621<>96.0867<>98.67919<>99.42438<>99.79282<>99.91986<>99.97471<>99.87599<>99.9725
1421,3,CPI-613,23.81942<>26.33386<>31.53347<>36.00113<>42.19981<>48.36<>53.35107<>58.1478<>65.84419<>74.10415<>76.98158<>84.55486<>90.06333<>94.85846<>98.39764<>99.08266<>99.79456<>99.89616<>99.95579<>99.92849<>100<>100<>100<>100<>100
1422,3,Ornidazole,25.3748<>29.88458<>32.54483<>37.43777<>43.02774<>51.09023<>58.55996<>62.26626<>72.70556<>76.82457<>82.49136<>90.76259<>93.28049<>97.04741<>98.00211<>99.02395<>99.74697<>99.8664<>100<>99.98003<>99.98003<>100<>100<>100<>100
1423,3,TAK-285,36.14687<>40.7713<>46.09127<>51.44017<>58.64037<>66.96666<>74.68121<>82.45392<>88.74812<>93.45325<>96.34062<>98.46533<>99.72397<>99.88195<>99.95889<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
1424,3,Milnacipran HCl,46.62439<>52.70909<>59.56108<>68.6144<>77.54689<>85.99786<>91.23507<>95.62437<>98.28358<>99.46162<>99.76265<>99.89493<>99.92539<>100<>100<>99.97285<>100<>100<>100<>100<>100<>100<>100<>100<>100
1425,3,VU 0357121,43.86446<>49.30191<>55.57318<>65.24246<>75.41721<>81.60947<>88.39694<>91.65803<>96.44651<>98.21244<>98.92869<>99.77163<>99.88892<>99.97636<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
1426,3,Mepivacaine HCl,43.71249<>50.13165<>56.32944<>64.29208<>71.83596<>80.53581<>87.22113<>92.54939<>94.89306<>98.3497<>99.68327<>99.76092<>99.91966<>99.92836<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
1427,3,Dabrafenib (GSK2118436),30.37398<>36.35333<>43.38347<>50.78841<>57.45778<>63.61115<>71.88494<>76.71777<>82.95943<>88.38651<>93.42078<>96.31293<>97.76201<>98.04161<>99.1869<>99.47218<>99.77991<>99.92725<>99.96027<>100<>99.97678<>100<>100<>100<>100
1428,3,Antipyrine,37.61929<>42.41801<>49.59838<>55.42592<>61.87189<>67.06895<>74.32126<>80.34669<>85.80818<>90.2437<>94.02595<>96.43317<>98.33347<>99.65495<>99.89348<>99.89285<>100<>100<>100<>100<>100<>100<>100<>100<>100
1429,3,Torin 2,41.00146<>40.31983<>39.89211<>40.73429<>41.62003<>41.34318<>41.1046<>40.50293<>39.34634<>38.90852<>37.96508<>36.90096<>36.0217<>35.10866<>34.22676<>33.03499<>32.87874<>32.20842<>31.84156<>32.06441<>31.73761<>31.64097<>31.20772<>30.74168<>30.4521
1430,3,Adrenalone HCl,40.90711<>44.73405<>50.91795<>58.00314<>65.07494<>73.35142<>80.20577<>88.563<>93.84158<>96.38773<>98.61267<>99.55032<>99.81811<>100<>100<>99.98086<>100<>100<>100<>100<>100<>100<>100<>100<>100
1431,3,ML133 HCl,41.72433<>46.34235<>53.62698<>61.7571<>69.62085<>79.80333<>87.68616<>93.76236<>96.28363<>98.32138<>99.55466<>99.90695<>99.85652<>99.95129<>99.97588<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
1432,3,Reboxetine mesylate,43.02145<>48.39661<>55.35119<>62.68244<>70.19618<>79.07583<>84.67265<>88.21328<>94.40179<>98.83752<>99.12908<>99.5023<>99.80589<>99.92836<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
1433,3,Semaxanib (SU5416),39.87394<>43.442<>49.81688<>56.55923<>60.08792<>68.62069<>76.90524<>82.19283<>87.6825<>91.3867<>95.81301<>98.47299<>98.92143<>99.68273<>99.76265<>99.8626<>99.80106<>99.92518<>99.94016<>100<>99.92277<>100<>100<>100<>100
1434,3,Schisandrin B (Sch B),30.48967<>33.93505<>38.55665<>44.99308<>52.00568<>58.68638<>63.87641<>71.87439<>79.62421<>84.24533<>89.6381<>92.96743<>95.22863<>97.03539<>98.76201<>99.30599<>99.78917<>99.8405<>100<>99.98009<>100<>100<>100<>100<>100
1435,3,MK-801 (Dizocilpine),49.14206<>54.33748<>60.59834<>68.01149<>76.17222<>82.6662<>88.73487<>95.34676<>97.80925<>99.0238<>99.58485<>99.83945<>99.8856<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
1436,3,Pentamidine,50.33708<>54.45154<>61.02293<>70.12641<>78.3227<>86.65927<>93.14095<>95.69884<>97.55069<>98.85859<>99.24935<>99.55038<>99.56779<>99.79497<>99.88416<>99.97795<>100<>100<>100<>100<>100<>100<>100<>99.97955<>100
1437,3,VUF 10166,32.20842<>34.89058<>39.86778<>46.51643<>54.34729<>61.23999<>66.88155<>74.28928<>85.04289<>88.79455<>94.50258<>98.02158<>99.48986<>99.68349<>99.89009<>99.97795<>100<>100<>100<>100<>100<>100<>100<>100<>100
1438,3,Allylthiourea,24.95938<>27.21431<>29.88256<>36.63557<>41.7751<>50.11845<>56.52148<>61.74069<>70.54972<>80.1043<>84.25095<>90.45811<>96.17166<>98.92842<>99.48151<>99.62981<>99.8845<>99.90613<>99.93581<>99.9745<>100<>100<>100<>100<>100
1439,3,Empty,45.87624<>51.67695<>56.99818<>64.90321<>73.04037<>78.6524<>82.81505<>87.41338<>91.55856<>94.13557<>95.95456<>97.89787<>98.86881<>99.32028<>99.69875<>99.83462<>99.88387<>99.95579<>100<>100<>100<>100<>100<>100<>100
1440,3,Empty,53.46299<>58.13314<>66.7249<>74.80106<>83.54574<>88.69003<>94.47964<>97.90803<>99.11935<>99.79726<>99.83829<>99.96165<>99.97498<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
1441,3,GSK256066,27.96674<>30.4345<>36.15197<>42.33801<>49.55253<>53.30902<>59.38951<>67.23448<>73.16209<>78.26335<>82.6965<>88.69149<>93.43521<>93.50229<>95.68654<>96.40086<>98.28649<>99.05738<>99.67181<>99.92629<>99.93533<>99.96794<>99.97395<>100<>100
1442,3,(-)-MK 801 Maleate,48.59735<>53.15138<>59.69321<>67.77097<>75.73013<>83.9747<>86.58356<>93.72105<>96.86476<>98.64708<>99.68135<>99.64784<>99.86681<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
1443,3,PF-05212384 (PKI-587),31.68663<>30.26228<>29.88698<>30.18616<>31.02032<>31.06245<>31.15641<>31.12634<>31.17747<>30.67707<>30.28652<>30.18396<>29.7478<>28.71657<>28.50857<>28.30238<>27.81941<>28.34466<>27.9691<>27.56548<>27.41744<>27.07905<>26.81172<>27.46733<>27.61569
1444,3,VU 0361737,22.69762<>25.75658<>29.70145<>34.86778<>42.39997<>48.07317<>54.60952<>61.27079<>70.01678<>73.76354<>81.35659<>88.85271<>93.56908<>96.18382<>98.83759<>99.76293<>99.86081<>99.93541<>100<>100<>100<>100<>100<>100<>100
