,expId,Compound,tempSytoxDf
780,3,Paeoniflorin,6.497369<>7.425564<>5.105075<>1.856391<>0.9281955<>1.392293<>1.392293<>1.392293<>0.9281955<>0.4640978<>0.4640978<>0.9281955<>1.856391<>3.712782<>4.17688<>5.569173<>9.746053<>14.38703<>28.30996<>38.05602<>58.47632<>64.04549<>78.89662<>112.7758<>142.478
781,3,SB505124,8.35376<>10.67425<>2.784587<>4.17688<>4.640978<>5.105075<>6.961466<>4.640978<>6.497369<>11.13835<>12.99474<>17.17162<>21.3485<>25.06128<>29.70226<>34.34324<>49.65846<>97.46053<>132.2679<>165.2188<>218.1259<>267.3203<>329.5094<>405.6215<>479.413
782,3,Apocynin,0.9281955<>1.856391<>0.9281955<>1.392293<>0.4640978<>1.392293<>0.4640978<>1.392293<>0.9281955<>3.248684<>2.784587<>4.640978<>5.105075<>5.105075<>8.817858<>10.21015<>14.38703<>22.74079<>25.52538<>28.30996<>43.62519<>56.61993<>74.25565<>107.2066<>133.6602
783,3,NVP-BHG712,8.35376<>7.889662<>7.425564<>6.033271<>5.569173<>6.497369<>9.281956<>8.817858<>14.85113<>17.17162<>18.56391<>29.23816<>45.01748<>50.12256<>68.68647<>84.00169<>87.71448<>96.99644<>101.1733<>114.6321<>125.7705<>154.5446<>190.2801<>225.0874<>273.8177
784,3,Equol,4.640978<>4.640978<>2.320489<>4.17688<>2.320489<>1.856391<>2.320489<>2.784587<>2.784587<>1.856391<>1.392293<>1.856391<>6.497369<>6.961466<>7.425564<>9.746053<>9.746053<>15.77932<>38.05602<>51.97895<>67.29417<>90.49906<>118.3449<>128.5551<>146.1908
785,3,Irinotecan HCl Trihydrate,11.13835<>12.53064<>4.17688<>2.320489<>2.320489<>1.856391<>2.784587<>3.712782<>2.784587<>6.497369<>6.497369<>10.67425<>16.24342<>35.73553<>53.83534<>73.79154<>115.5603<>134.5883<>147.5831<>164.7547<>216.7337<>242.259<>250.1487<>284.4919<>312.8019
786,3,Clonidine HCl ,9.281956<>11.60244<>6.033271<>4.640978<>6.033271<>4.640978<>3.248684<>3.712782<>5.105075<>3.248684<>6.961466<>7.425564<>7.425564<>7.425564<>11.13835<>11.13835<>13.45884<>24.13308<>35.73553<>38.98421<>69.15057<>92.81956<>123.9141<>176.8212<>238.5462
787,3,PIK-294,11.60244<>12.53064<>11.60244<>6.497369<>6.033271<>7.425564<>6.033271<>6.497369<>9.746053<>7.889662<>5.105075<>10.21015<>7.425564<>8.35376<>9.281956<>15.31523<>15.77932<>29.23816<>50.58666<>94.67594<>148.9754<>192.6006<>248.2923<>308.1609<>404.6933
788,3,Gallamine Triethiodide ,6.033271<>5.569173<>5.569173<>3.248684<>2.784587<>1.392293<>1.392293<>1.392293<>3.248684<>3.248684<>3.712782<>7.425564<>8.817858<>9.281956<>11.60244<>14.38703<>19.49211<>33.87914<>49.19436<>65.43778<>98.85282<>139.6934<>179.6058<>232.9771<>296.5585
789,3,Palomid 529 (P529),2.784587<>3.712782<>2.784587<>1.856391<>4.17688<>4.640978<>4.640978<>3.248684<>5.105075<>6.033271<>6.497369<>12.53064<>10.21015<>12.99474<>15.31523<>11.60244<>17.63572<>26.45357<>23.66899<>30.63045<>54.76354<>80.28892<>90.96317<>141.5498<>199.0979
790,3,Milrinone,8.817858<>9.746053<>7.425564<>7.425564<>4.640978<>5.105075<>5.569173<>4.17688<>4.17688<>6.033271<>4.17688<>3.712782<>5.105075<>6.033271<>4.17688<>6.497369<>8.817858<>24.13308<>34.34324<>36.19963<>52.44305<>73.32745<>94.21185<>141.5498<>177.7495
791,3,PQ 401,10.21015<>5.105075<>5.569173<>4.17688<>4.640978<>4.640978<>3.712782<>4.17688<>5.569173<>6.033271<>5.569173<>5.569173<>8.817858<>10.21015<>12.53064<>14.85113<>18.09981<>19.9562<>29.23816<>41.3047<>64.04549<>81.68121<>105.8143<>145.7267<>187.9596
792,3,CEP-32496,6.033271<>6.497369<>6.033271<>6.961466<>6.961466<>8.35376<>8.35376<>9.281956<>10.67425<>10.21015<>13.92293<>16.70752<>16.70752<>21.3485<>27.84587<>36.66372<>46.40978<>60.33271<>81.21711<>99.31693<>120.6654<>158.7214<>197.2415<>268.2485<>321.1557
793,3,(-)-Huperzine A (HupA),6.033271<>8.817858<>6.497369<>6.497369<>7.425564<>6.497369<>5.105075<>7.425564<>7.425564<>6.961466<>12.53064<>13.45884<>16.24342<>14.38703<>13.45884<>24.13308<>34.80733<>49.19436<>76.11204<>94.21185<>119.7372<>120.6654<>144.7985<>165.6829<>191.2083
794,3,Olopatadine HCl ,7.889662<>8.35376<>5.105075<>4.640978<>3.712782<>2.320489<>4.640978<>5.105075<>4.640978<>5.569173<>4.17688<>4.17688<>5.105075<>4.640978<>7.425564<>13.92293<>20.8844<>37.12782<>41.7688<>63.58139<>100.2451<>118.809<>145.2626<>189.3519<>216.7337
795,3,Apigenin,6.961466<>8.35376<>6.961466<>5.569173<>4.17688<>5.105075<>3.712782<>3.248684<>4.17688<>3.712782<>4.17688<>3.712782<>3.248684<>3.712782<>5.105075<>9.281956<>14.38703<>24.13308<>37.59192<>55.22763<>82.60941<>115.5603<>144.3344<>202.3466<>258.5025
796,3,Racecadotril ,10.21015<>8.817858<>6.497369<>4.17688<>5.569173<>4.640978<>4.17688<>4.640978<>3.248684<>3.712782<>6.961466<>7.425564<>12.06654<>14.85113<>24.59718<>23.20489<>39.44831<>53.83534<>86.32218<>121.5936<>158.2573<>186.5673<>215.3414<>239.9386<>272.8895
797,3,Bergenin,12.53064<>12.53064<>6.961466<>3.712782<>2.784587<>1.856391<>2.784587<>2.320489<>1.856391<>1.856391<>4.17688<>3.712782<>3.712782<>5.105075<>10.67425<>9.746053<>15.77932<>14.38703<>25.98948<>32.95094<>48.26617<>58.47632<>83.0735<>118.809<>136.9088
798,3,Xylazine HCl,10.67425<>12.53064<>6.033271<>5.105075<>4.17688<>4.640978<>3.248684<>6.033271<>4.17688<>3.248684<>6.033271<>4.640978<>3.712782<>4.640978<>8.817858<>12.06654<>16.70752<>16.70752<>25.06128<>37.12782<>52.44305<>62.6532<>85.39399<>116.0244<>142.9421
799,3,Cyclosporin A ,9.746053<>11.60244<>6.497369<>2.784587<>2.320489<>4.17688<>11.13835<>12.53064<>13.92293<>17.17162<>13.92293<>19.9562<>17.17162<>23.20489<>38.98421<>48.26617<>67.75828<>84.92989<>96.06824<>101.6374<>118.809<>131.8038<>123.9141<>139.6934<>147.5831
800,3,Methacycline HCl,9.746053<>12.06654<>7.425564<>6.033271<>5.569173<>6.033271<>4.640978<>5.105075<>5.569173<>4.17688<>4.17688<>4.640978<>3.248684<>3.712782<>5.569173<>7.425564<>4.640978<>11.60244<>15.77932<>21.8126<>34.80733<>46.40978<>60.79681<>75.64793<>92.81956
801,3,Fisetin,13.45884<>12.99474<>10.21015<>4.640978<>3.712782<>2.320489<>2.320489<>3.248684<>4.17688<>5.569173<>5.569173<>6.961466<>10.67425<>11.60244<>14.38703<>12.99474<>12.06654<>18.09981<>22.74079<>25.98948<>42.69699<>50.58666<>65.90189<>91.42726<>123.45
802,3,Econazole nitrate ,11.60244<>9.281956<>5.105075<>2.784587<>1.392293<>2.320489<>3.248684<>4.17688<>5.105075<>4.640978<>3.248684<>4.640978<>4.640978<>5.105075<>5.569173<>4.17688<>5.569173<>11.13835<>19.49211<>28.77406<>38.05602<>58.94042<>69.15057<>112.7758<>128.5551
803,3,Hesperidin,12.53064<>14.38703<>9.281956<>6.961466<>4.17688<>5.105075<>1.392293<>4.17688<>7.425564<>9.746053<>13.45884<>24.13308<>37.12782<>39.44831<>45.01748<>65.43778<>93.28365<>129.0192<>192.6006<>257.1102<>311.4096<>305.3763<>323.9402<>351.7861<>357.3553
804,3,Scopine,13.92293<>14.85113<>9.281956<>6.961466<>4.640978<>6.961466<>6.961466<>5.105075<>5.105075<>4.17688<>5.569173<>7.889662<>9.281956<>14.38703<>17.17162<>24.59718<>26.91767<>46.87387<>66.36598<>88.64268<>131.3397<>158.7214<>176.8212<>180.0699<>225.0874
805,3,Limonin,5.569173<>5.569173<>3.712782<>3.248684<>4.640978<>2.784587<>4.17688<>4.17688<>5.569173<>8.35376<>7.889662<>13.92293<>19.9562<>19.02801<>19.02801<>40.8406<>57.54812<>88.64268<>159.1855<>188.8878<>221.3746<>234.8335<>233.9053<>271.4972<>287.7406
806,3,Daphnetin,2.320489<>1.392293<>1.856391<>2.320489<>2.320489<>2.320489<>5.105075<>4.640978<>6.497369<>6.961466<>5.105075<>6.497369<>3.248684<>5.569173<>9.281956<>11.60244<>19.9562<>26.45357<>37.59192<>49.19436<>87.71448<>101.1733<>135.5166<>174.0367<>202.8107
807,3,Nalidixic acid ,3.712782<>4.17688<>3.712782<>2.320489<>1.856391<>1.856391<>3.248684<>4.640978<>4.640978<>6.033271<>7.425564<>5.569173<>8.817858<>13.92293<>12.06654<>10.21015<>19.9562<>32.02275<>60.33271<>86.32218<>141.0857<>167.0752<>196.7775<>229.7284<>240.8667
808,3,Amoxicillin Sodium,4.17688<>4.17688<>3.248684<>0.4640978<>0.4640978<>2.320489<>1.392293<>5.105075<>7.425564<>7.889662<>4.17688<>8.35376<>9.746053<>9.281956<>11.13835<>12.99474<>20.8844<>33.41504<>48.73027<>54.29944<>97.92463<>104.8861<>140.1575<>183.3186<>214.8773
809,3,Oxymatrine,7.889662<>6.961466<>5.569173<>6.497369<>4.17688<>3.712782<>6.033271<>2.784587<>2.320489<>2.784587<>4.17688<>4.640978<>4.640978<>5.105075<>9.281956<>8.35376<>9.281956<>13.45884<>19.02801<>24.59718<>40.37651<>55.69173<>71.47105<>96.53233<>114.1681
810,3,Phenacetin,3.248684<>3.248684<>3.248684<>0.9281955<>0.9281955<>1.392293<>1.392293<>1.856391<>3.248684<>3.248684<>3.248684<>2.320489<>4.640978<>9.281956<>6.961466<>9.281956<>14.85113<>11.60244<>13.92293<>16.70752<>23.66899<>38.52011<>42.69699<>59.40451<>79.36072
811,3,Rutaecarpine,8.35376<>7.889662<>12.99474<>15.77932<>17.63572<>23.66899<>23.20489<>19.9562<>19.9562<>16.24342<>13.45884<>8.35376<>8.817858<>8.35376<>17.17162<>17.63572<>25.06128<>29.23816<>38.05602<>54.76354<>88.64268<>107.2066<>129.0192<>155.9368<>173.1085
812,3,Miglitol,10.21015<>6.961466<>6.497369<>3.712782<>2.320489<>3.248684<>3.712782<>5.105075<>5.105075<>7.425564<>8.35376<>7.889662<>10.67425<>12.06654<>12.53064<>13.92293<>19.02801<>32.02275<>41.7688<>64.50959<>90.03497<>95.60414<>124.3782<>171.2521<>190.7442
813,3,Silymarin,9.746053<>10.21015<>5.105075<>4.17688<>4.17688<>4.17688<>6.497369<>4.640978<>5.569173<>6.497369<>6.033271<>5.569173<>7.425564<>7.425564<>5.569173<>6.497369<>9.746053<>16.70752<>30.16636<>33.87914<>47.33797<>68.68647<>94.67594<>138.7652<>178.6776
814,3,Acemetacin,13.45884<>12.99474<>8.35376<>5.105075<>1.856391<>3.248684<>4.17688<>5.569173<>9.281956<>10.21015<>12.06654<>13.92293<>10.67425<>9.281956<>14.85113<>27.38177<>43.16109<>59.40451<>84.92989<>136.4447<>173.1085<>220.4464<>260.3589<>311.8737<>360.1399
815,3,VE-821,5.569173<>6.961466<>4.640978<>4.640978<>8.35376<>7.889662<>12.06654<>15.31523<>20.8844<>23.20489<>29.23816<>48.73027<>50.58666<>53.37124<>58.01222<>65.90189<>81.68121<>96.06824<>117.4167<>139.6934<>170.3239<>180.0699<>199.0979<>219.0542<>221.8387
816,3,Vortioxetine (Lu AA21004) HBr,6.497369<>6.961466<>4.17688<>6.033271<>6.033271<>5.569173<>7.889662<>10.67425<>11.13835<>13.45884<>11.13835<>12.06654<>13.45884<>9.746053<>8.817858<>12.99474<>22.74079<>31.55865<>47.33797<>71.00696<>84.4658<>105.3502<>131.3397<>166.6111<>199.0979
817,3,Bexarotene,12.53064<>11.13835<>8.817858<>5.569173<>7.425564<>8.35376<>7.425564<>7.425564<>8.817858<>10.21015<>8.35376<>9.746053<>13.45884<>15.31523<>20.8844<>33.41504<>44.55339<>71.47105<>81.68121<>87.71448<>109.5271<>140.1575<>161.0419<>210.2363<>266.3921
818,3,Theobromine,8.35376<>11.60244<>9.281956<>5.105075<>4.640978<>2.320489<>1.856391<>3.712782<>3.712782<>3.712782<>5.569173<>6.497369<>6.497369<>6.033271<>6.033271<>12.99474<>9.746053<>19.02801<>19.49211<>25.52538<>48.73027<>76.57613<>96.53233<>117.8808<>140.1575
819,3,Cisatracurium Besylate,6.033271<>6.497369<>5.105075<>2.784587<>1.856391<>1.856391<>1.856391<>1.856391<>3.248684<>3.248684<>5.105075<>9.746053<>6.961466<>6.033271<>7.425564<>8.817858<>11.60244<>19.02801<>23.20489<>29.70226<>42.69699<>57.08403<>74.25565<>104.422<>131.3397
820,3,Ammonium Glycyrrhizinate,8.35376<>8.35376<>5.105075<>3.712782<>2.320489<>3.712782<>1.392293<>0.9281955<>2.320489<>2.320489<>1.392293<>3.712782<>6.497369<>4.17688<>6.033271<>16.24342<>27.38177<>46.40978<>68.68647<>109.5271<>140.1575<>197.7056<>246.4359<>297.9508<>322.5479
821,3,Xylose,9.281956<>9.281956<>8.817858<>3.712782<>4.17688<>3.712782<>4.17688<>5.105075<>6.033271<>5.569173<>5.569173<>4.17688<>5.105075<>4.17688<>8.35376<>13.45884<>12.99474<>11.60244<>33.41504<>44.55339<>50.12256<>72.86335<>84.00169<>94.21185<>110.4553
822,3,Hematoxylin,12.99474<>11.60244<>11.13835<>7.889662<>6.033271<>7.425564<>5.569173<>4.640978<>6.033271<>6.033271<>10.21015<>10.21015<>15.31523<>17.63572<>19.02801<>28.30996<>34.34324<>55.22763<>96.53233<>155.4727<>192.1365<>230.6566<>267.7844<>295.1662<>317.4429
823,3,GSK1292263,15.31523<>14.38703<>12.99474<>8.817858<>9.746053<>6.497369<>5.105075<>5.569173<>5.569173<>5.105075<>7.425564<>11.60244<>20.8844<>13.45884<>22.27669<>22.27669<>21.3485<>24.59718<>30.63045<>29.70226<>28.77406<>25.98948<>29.70226<>37.59192<>49.65846
824,3,Sesamin,5.569173<>4.640978<>3.248684<>1.856391<>1.856391<>2.784587<>3.248684<>4.17688<>5.569173<>6.033271<>10.21015<>5.569173<>5.105075<>4.640978<>5.105075<>5.105075<>7.889662<>7.425564<>9.281956<>19.49211<>37.59192<>37.12782<>44.55339<>66.36598<>77.96842
825,3,KW-2449,9.281956<>9.281956<>8.35376<>4.640978<>6.033271<>4.640978<>7.889662<>11.13835<>15.31523<>18.09981<>18.56391<>30.16636<>32.95094<>33.87914<>40.37651<>48.26617<>53.37124<>55.22763<>69.15057<>62.1891<>60.33271<>54.76354<>65.43778<>64.04549<>65.90189
826,3,Tetrandrine,9.746053<>9.746053<>6.497369<>4.17688<>4.640978<>2.784587<>3.248684<>5.569173<>7.889662<>10.21015<>12.53064<>13.45884<>12.06654<>13.45884<>13.92293<>19.49211<>19.02801<>24.59718<>32.95094<>35.27143<>52.44305<>55.69173<>72.39925<>104.8861<>136.4447
827,3,AG-14361,13.45884<>12.99474<>6.497369<>5.105075<>2.784587<>2.320489<>3.712782<>5.105075<>7.425564<>7.425564<>8.35376<>12.06654<>12.53064<>23.20489<>36.19963<>56.15583<>60.79681<>86.32218<>126.2346<>172.1803<>203.2748<>247.3641<>275.6741<>306.7686<>329.5094
828,3,Geniposide,16.70752<>13.92293<>7.889662<>4.17688<>2.784587<>3.712782<>5.569173<>6.961466<>8.35376<>7.889662<>8.817858<>10.21015<>7.889662<>11.13835<>16.70752<>19.9562<>26.91767<>41.3047<>72.86335<>125.3064<>153.1523<>179.6058<>215.3414<>236.2258<>265.4639
829,3,Avasimibe,5.105075<>5.569173<>2.320489<>3.712782<>2.784587<>1.392293<>2.320489<>2.320489<>2.784587<>2.320489<>4.17688<>4.640978<>6.961466<>8.35376<>15.31523<>17.17162<>26.91767<>33.87914<>51.05075<>65.43778<>96.53233<>103.0297<>109.063<>128.091<>136.9088
830,3,Rotundine,17.63572<>19.02801<>12.06654<>5.569173<>4.640978<>3.712782<>6.033271<>7.425564<>7.889662<>7.425564<>7.425564<>7.425564<>11.13835<>11.60244<>18.56391<>29.70226<>29.23816<>48.73027<>74.71974<>107.6707<>165.2188<>205.5953<>224.6233<>269.6408<>293.3098
831,3,OSI-420,4.640978<>4.640978<>4.17688<>3.248684<>4.17688<>5.105075<>6.497369<>7.889662<>7.425564<>5.569173<>10.21015<>11.13835<>14.85113<>14.85113<>18.09981<>22.27669<>39.91241<>56.15583<>51.05075<>66.83008<>98.85282<>112.7758<>150.3677<>188.4237<>215.8055
832,3,Amantadine HCl,4.640978<>6.033271<>3.248684<>3.712782<>3.712782<>3.248684<>3.712782<>3.712782<>4.17688<>4.640978<>4.640978<>6.961466<>8.817858<>9.746053<>8.35376<>11.13835<>13.45884<>12.06654<>24.13308<>38.05602<>61.26091<>90.96317<>108.5989<>129.9474<>146.1908
833,3,PP242,6.961466<>6.961466<>6.033271<>3.712782<>3.712782<>4.640978<>3.712782<>6.961466<>7.889662<>7.425564<>9.746053<>8.35376<>9.746053<>8.817858<>7.425564<>6.497369<>6.033271<>6.497369<>10.67425<>7.889662<>11.13835<>16.24342<>18.09981<>19.9562<>14.85113
834,3,Clozapine ,3.712782<>1.856391<>1.856391<>1.392293<>1.392293<>0.9281955<>3.248684<>4.17688<>8.35376<>6.961466<>8.35376<>10.21015<>11.13835<>12.99474<>12.53064<>20.4203<>26.45357<>49.19436<>84.92989<>113.704<>158.7214<>188.8878<>212.0927<>250.6128<>248.2923
835,3,VX-765,9.281956<>8.35376<>7.889662<>4.640978<>3.712782<>5.569173<>6.961466<>8.817858<>12.53064<>13.45884<>14.38703<>14.85113<>16.24342<>22.27669<>24.13308<>24.13308<>26.91767<>34.80733<>49.19436<>85.39399<>110.9194<>120.2013<>132.732<>137.3729<>153.1523
836,3,Hexestrol,9.281956<>8.817858<>5.569173<>3.248684<>2.320489<>4.17688<>3.712782<>3.712782<>3.712782<>5.105075<>6.033271<>5.569173<>12.99474<>12.99474<>10.67425<>11.13835<>12.53064<>13.92293<>28.30996<>43.62519<>49.19436<>58.01222<>69.61466<>108.5989<>142.9421
837,3,Fesoterodine Fumarate ,7.889662<>9.746053<>6.033271<>4.17688<>4.17688<>3.712782<>4.640978<>5.569173<>8.35376<>7.889662<>6.961466<>6.033271<>7.889662<>11.13835<>12.53064<>9.746053<>14.85113<>19.02801<>27.38177<>38.05602<>60.33271<>64.97369<>89.10677<>118.3449<>168.4675
838,3,Mitoxantrone HCl,0<>0<>0<>0<>0<>0<>0<>0<>0.4640978<>0<>0.4640978<>0.9281955<>1.856391<>3.712782<>6.033271<>9.281956<>10.21015<>19.9562<>19.49211<>21.3485<>23.20489<>30.63045<>35.27143<>42.2329<>45.94568
839,3,ZM 39923 HCl,8.35376<>7.425564<>0.9281955<>0.9281955<>0.4640978<>1.856391<>1.856391<>2.784587<>3.248684<>6.497369<>7.889662<>7.425564<>7.425564<>6.497369<>10.67425<>18.09981<>20.8844<>38.52011<>47.80207<>52.44305<>72.39925<>78.89662<>90.96317<>138.7652<>166.6111
840,3,TAK-438,6.961466<>6.033271<>2.784587<>1.856391<>3.248684<>3.712782<>2.320489<>1.392293<>1.392293<>2.320489<>4.17688<>10.21015<>9.281956<>9.746053<>14.38703<>21.8126<>47.80207<>51.51485<>82.1453<>119.7372<>186.5673<>255.2538<>297.0226<>360.604<>409.3342
841,3,(+)-Usniacin,13.45884<>8.35376<>8.817858<>7.889662<>6.033271<>4.640978<>4.640978<>6.033271<>6.033271<>5.569173<>8.35376<>7.425564<>6.961466<>11.60244<>14.38703<>23.20489<>28.77406<>55.69173<>84.92989<>104.8861<>149.4395<>166.147<>169.3957<>221.3746<>264.0716
842,3,Oxymetazoline HCl,11.60244<>8.35376<>6.033271<>7.425564<>5.569173<>5.105075<>3.712782<>4.640978<>6.497369<>5.569173<>5.105075<>4.640978<>5.569173<>3.248684<>5.105075<>8.35376<>11.60244<>24.59718<>43.62519<>45.01748<>65.90189<>91.42726<>132.2679<>170.788<>203.2748
843,3,Arbutin,16.24342<>11.13835<>11.60244<>7.889662<>5.105075<>3.712782<>4.640978<>7.889662<>9.281956<>5.105075<>5.569173<>4.17688<>5.105075<>12.06654<>11.13835<>14.38703<>18.09981<>15.31523<>33.87914<>45.48158<>59.86861<>76.11204<>106.7425<>131.8038<>158.2573
844,3,Ribavirin ,11.60244<>12.06654<>11.13835<>6.497369<>4.640978<>3.712782<>3.248684<>4.17688<>2.320489<>5.105075<>6.497369<>6.961466<>9.281956<>11.13835<>15.31523<>23.20489<>49.65846<>72.39925<>90.96317<>126.6987<>160.1137<>188.8878<>205.1312<>248.7564<>273.3536
845,3,Berberine HCl,12.99474<>13.45884<>6.961466<>3.712782<>1.392293<>0.9281955<>1.392293<>2.320489<>3.248684<>1.392293<>2.320489<>2.784587<>3.712782<>5.569173<>7.425564<>9.746053<>6.033271<>7.425564<>8.35376<>7.889662<>9.746053<>11.60244<>12.53064<>12.99474<>14.85113
846,3,Maprotiline HCl,10.21015<>8.817858<>6.961466<>5.105075<>4.17688<>6.961466<>10.67425<>10.67425<>10.67425<>11.13835<>12.06654<>8.35376<>13.45884<>18.56391<>25.06128<>34.34324<>58.47632<>93.28365<>141.5498<>186.1032<>223.6951<>241.3308<>254.7897<>282.1714<>316.9788
847,3,Cytisine,12.53064<>11.13835<>9.281956<>9.746053<>8.817858<>5.105075<>6.033271<>6.033271<>7.889662<>6.497369<>8.817858<>11.60244<>12.99474<>9.281956<>15.77932<>29.70226<>39.91241<>57.08403<>96.06824<>139.2293<>168.0034<>202.3466<>256.6461<>279.3869<>295.6303
848,3,Ciclopirox,14.38703<>13.92293<>10.67425<>6.033271<>4.640978<>6.497369<>4.17688<>7.889662<>6.497369<>8.817858<>7.425564<>8.817858<>12.06654<>12.53064<>22.27669<>31.09455<>44.08929<>63.58139<>80.28892<>94.67594<>132.2679<>149.9036<>181.4622<>204.203<>221.8387
849,3,Formononetin,15.31523<>15.77932<>7.889662<>6.961466<>5.105075<>4.17688<>4.17688<>3.248684<>2.320489<>1.856391<>3.248684<>2.320489<>5.569173<>5.105075<>6.497369<>12.06654<>10.21015<>21.8126<>28.77406<>34.34324<>49.19436<>75.64793<>100.7092<>133.6602<>155.0087
850,3,Miconazole ,10.67425<>8.35376<>10.21015<>5.569173<>6.033271<>2.320489<>7.889662<>11.13835<>7.889662<>7.889662<>7.425564<>8.35376<>9.281956<>6.033271<>10.21015<>10.67425<>10.67425<>22.74079<>23.20489<>30.16636<>44.08929<>60.79681<>84.4658<>119.2731<>151.76
851,3,Honokiol,13.92293<>13.45884<>8.35376<>3.248684<>3.248684<>4.17688<>5.569173<>6.497369<>5.569173<>11.60244<>8.817858<>16.24342<>12.06654<>19.02801<>27.38177<>45.01748<>71.93516<>115.0962<>156.8651<>189.816<>214.4132<>266.8562<>295.1662<>324.8684<>350.8579
852,3,Tiotropium Bromide hydrate,18.56391<>17.17162<>13.45884<>9.746053<>6.033271<>5.105075<>5.569173<>4.17688<>4.17688<>4.640978<>8.35376<>8.817858<>13.92293<>17.63572<>20.4203<>36.66372<>47.33797<>54.76354<>102.1015<>142.0139<>177.2854<>202.8107<>228.3361<>258.5025<>266.8562
853,3,Luteolin,13.92293<>13.92293<>8.35376<>6.497369<>3.248684<>4.640978<>6.497369<>6.961466<>5.569173<>9.281956<>8.817858<>14.85113<>14.38703<>17.17162<>24.13308<>35.27143<>44.55339<>68.22237<>84.4658<>110.4553<>126.6987<>159.1855<>182.8545<>206.0594<>220.4464
854,3,Clarithromycin ,9.281956<>6.961466<>4.17688<>3.712782<>3.248684<>4.17688<>4.640978<>4.640978<>5.569173<>4.17688<>8.35376<>12.99474<>10.67425<>6.961466<>4.640978<>6.961466<>10.67425<>17.63572<>39.44831<>41.3047<>52.90715<>72.86335<>92.81956<>116.0244<>124.3782
855,3,Naringin,8.35376<>8.35376<>6.961466<>4.17688<>1.392293<>2.320489<>3.712782<>2.784587<>5.105075<>7.889662<>3.712782<>5.105075<>9.746053<>17.17162<>16.70752<>26.91767<>38.52011<>42.69699<>56.15583<>91.89136<>129.4833<>150.8318<>188.8878<>206.9876<>228.8002
856,3,Isoprenaline HCl,4.640978<>5.105075<>3.248684<>1.392293<>1.392293<>1.392293<>1.856391<>1.392293<>2.784587<>4.17688<>3.248684<>0.9281955<>0.9281955<>1.856391<>5.105075<>6.961466<>10.21015<>18.09981<>25.98948<>33.41504<>42.2329<>54.76354<>77.50433<>107.2066<>121.1295
857,3,Paeonol,7.425564<>8.35376<>6.033271<>5.105075<>3.248684<>2.784587<>7.425564<>8.35376<>8.817858<>4.17688<>5.569173<>8.35376<>15.31523<>12.99474<>16.70752<>39.44831<>51.05075<>68.68647<>98.85282<>135.0524<>180.534<>206.9876<>231.1207<>245.0436<>255.7179
858,3,Zidovudine ,3.248684<>2.320489<>1.392293<>1.392293<>2.320489<>1.856391<>3.248684<>5.569173<>9.281956<>12.06654<>12.53064<>15.31523<>17.63572<>19.02801<>31.55865<>26.91767<>43.62519<>65.43778<>90.96317<>119.2731<>141.0857<>173.1085<>183.7827<>216.7337<>231.5848
859,3,Rutin,1.856391<>0.9281955<>0.4640978<>0<>1.392293<>2.320489<>2.784587<>3.248684<>2.784587<>2.784587<>5.105075<>6.497369<>6.033271<>4.640978<>6.961466<>8.817858<>14.85113<>13.92293<>19.9562<>28.77406<>46.87387<>51.51485<>55.69173<>74.25565<>97.92463
860,3,Pioglitazone ,12.06654<>11.13835<>8.35376<>6.961466<>3.712782<>0.9281955<>0.9281955<>2.784587<>3.248684<>5.105075<>5.569173<>4.17688<>3.712782<>7.425564<>6.961466<>9.746053<>10.67425<>11.60244<>22.27669<>31.55865<>39.91241<>48.73027<>71.93516<>88.64268<>117.4167
861,3,Sinomenine,17.63572<>19.49211<>17.17162<>10.67425<>6.961466<>4.640978<>5.569173<>6.033271<>4.640978<>4.17688<>5.105075<>5.569173<>10.21015<>9.281956<>5.105075<>10.21015<>12.99474<>21.8126<>32.48684<>57.08403<>68.68647<>90.96317<>116.0244<>147.119<>181.4622
862,3,Tioxolone,7.889662<>5.569173<>4.17688<>3.248684<>2.784587<>0.4640978<>1.392293<>3.248684<>1.856391<>1.392293<>0.9281955<>0.9281955<>3.248684<>4.17688<>7.889662<>12.53064<>14.85113<>23.20489<>39.44831<>56.61993<>71.00696<>85.85809<>101.1733<>129.0192<>154.5446
863,3,AG-18,12.99474<>10.67425<>8.35376<>3.712782<>4.640978<>3.712782<>2.784587<>2.784587<>6.497369<>6.961466<>6.033271<>8.35376<>13.92293<>13.92293<>16.70752<>28.30996<>48.73027<>88.64268<>118.3449<>165.2188<>194.9211<>210.7004<>231.1207<>273.3536<>304.4482
864,3,Empagliflozin (BI 10773),11.13835<>9.746053<>6.033271<>3.712782<>3.712782<>4.17688<>6.033271<>9.281956<>6.961466<>9.746053<>9.746053<>7.425564<>10.21015<>9.746053<>9.281956<>16.24342<>20.4203<>25.52538<>36.66372<>46.87387<>77.04023<>102.5656<>139.2293<>200.0261<>240.4026
865,3,Temocapril HCl ,12.53064<>14.85113<>12.53064<>8.35376<>8.817858<>7.889662<>6.961466<>6.961466<>6.961466<>7.425564<>12.53064<>12.99474<>17.63572<>17.63572<>19.9562<>32.02275<>35.73553<>45.94568<>84.4658<>133.1961<>175.8931<>188.4237<>227.4079<>275.6741<>322.5479
