,expId,Compound,tempSytoxDf
311,3,Empty,4.17688<>6.961466<>5.569173<>5.569173<>5.569173<>9.746053<>9.281956<>10.21015<>10.67425<>11.13835<>18.56391<>21.8126<>29.70226<>42.2329<>45.94568<>48.26617<>78.89662<>100.7092<>134.5883<>190.2801<>242.7231<>285.8842<>322.0839<>358.2835<>396.8036
312,3,Empty,5.569173<>8.817858<>5.105075<>2.784587<>0.9281955<>2.784587<>2.784587<>6.497369<>6.961466<>14.38703<>17.63572<>26.91767<>32.02275<>27.38177<>42.2329<>45.48158<>62.6532<>99.78102<>137.837<>192.1365<>282.1714<>343.8965<>389.378<>455.744<>497.9769
313,3,XL147,0.9281955<>1.392293<>3.248684<>2.784587<>2.320489<>1.856391<>3.248684<>5.105075<>3.712782<>7.425564<>6.497369<>6.961466<>7.889662<>8.817858<>13.92293<>44.55339<>54.76354<>48.73027<>68.68647<>135.9807<>167.0752<>195.3852<>237.154<>261.287<>301.1995
314,3,BMS-707035,7.425564<>8.817858<>9.281956<>5.569173<>4.640978<>6.033271<>6.033271<>5.569173<>6.033271<>8.817858<>7.889662<>9.746053<>18.09981<>17.17162<>26.91767<>48.26617<>65.90189<>100.2451<>135.9807<>178.2135<>188.4237<>200.4902<>256.6461<>286.3483<>308.625
315,3,INO-1001,4.17688<>6.497369<>9.281956<>7.889662<>6.497369<>7.425564<>5.569173<>6.033271<>8.35376<>7.425564<>13.45884<>19.9562<>15.77932<>18.56391<>23.20489<>30.63045<>38.98421<>53.83534<>85.85809<>118.809<>164.2906<>210.7004<>237.154<>265.4639<>301.6635
316,3,Ruxolitinib (INCB018424),14.85113<>14.85113<>13.45884<>6.961466<>6.033271<>3.712782<>3.712782<>2.784587<>3.712782<>6.961466<>11.13835<>13.92293<>25.06128<>38.52011<>44.55339<>67.75828<>96.99644<>111.8476<>173.5726<>240.4026<>274.2818<>340.1837<>417.2239<>510.5075<>568.5198
317,3,17-DMAG (Alvespimycin) HCl,7.889662<>9.281956<>10.21015<>3.712782<>4.17688<>6.497369<>9.746053<>19.9562<>38.05602<>55.69173<>68.22237<>85.39399<>111.3835<>140.1575<>167.5393<>215.8055<>239.0103<>266.3921<>283.0996<>298.879<>297.0226<>305.3763<>323.0121<>310.0173<>295.1662
318,3,Naftopidil DiHCl,8.817858<>9.281956<>9.281956<>7.889662<>4.17688<>4.17688<>6.033271<>5.569173<>4.640978<>5.569173<>4.640978<>9.746053<>10.21015<>13.92293<>19.49211<>19.49211<>27.38177<>37.59192<>71.47105<>105.3502<>135.9807<>175.429<>238.0822<>318.8352<>384.2729
319,3,Roscovitine (Seliciclib;CYC202),9.281956<>7.889662<>8.817858<>3.712782<>3.712782<>4.17688<>3.712782<>3.248684<>3.712782<>5.569173<>5.105075<>6.961466<>9.746053<>13.45884<>15.77932<>23.66899<>34.80733<>45.01748<>71.00696<>124.8423<>144.3344<>153.6164<>170.3239<>194.9211<>221.3746
320,3,Rocuronium Bromide,7.889662<>12.99474<>9.746053<>9.746053<>6.961466<>7.425564<>7.889662<>8.817858<>7.889662<>8.817858<>11.13835<>13.92293<>12.99474<>15.31523<>29.70226<>38.98421<>61.26091<>81.68121<>127.6269<>190.2801<>216.2696<>240.4026<>279.3869<>303.0558<>323.0121
321,3,AT13387,6.961466<>5.569173<>6.961466<>4.640978<>5.105075<>5.105075<>12.06654<>21.3485<>40.8406<>55.22763<>65.90189<>76.11204<>99.31693<>129.4833<>153.6164<>180.534<>199.0979<>214.4132<>229.7284<>250.6128<>249.2205<>247.8282<>249.2205<>244.1154<>231.5848
322,3,Linezolid,9.281956<>8.817858<>8.817858<>6.961466<>2.784587<>2.320489<>2.320489<>2.320489<>2.320489<>3.712782<>5.105075<>9.746053<>12.53064<>19.49211<>17.17162<>23.20489<>36.66372<>53.37124<>89.57087<>125.7705<>139.2293<>202.3466<>233.4412<>273.3536<>298.4149
323,3,CYC116,8.35376<>8.817858<>7.889662<>6.497369<>6.497369<>8.817858<>17.63572<>24.13308<>43.62519<>56.15583<>70.07877<>74.25565<>88.64268<>117.4167<>133.6602<>128.5551<>139.2293<>141.5498<>136.4447<>159.6496<>164.7547<>174.9649<>165.6829<>147.119<>126.2346
324,3,Sildenafil Citrate,7.889662<>11.60244<>10.21015<>6.497369<>6.497369<>2.784587<>3.712782<>6.961466<>3.712782<>6.961466<>5.569173<>7.889662<>8.817858<>14.38703<>24.59718<>44.55339<>54.29944<>73.79154<>126.2346<>188.8878<>232.513<>230.6566<>270.569<>291.9175<>307.2327
325,3,XAV-939,6.497369<>6.961466<>7.889662<>4.17688<>5.105075<>4.640978<>7.889662<>8.35376<>7.425564<>7.425564<>7.889662<>7.425564<>7.889662<>11.13835<>17.63572<>23.66899<>43.62519<>64.97369<>90.96317<>120.2013<>157.7932<>204.6671<>245.0436<>268.7126<>308.625
326,3,Voriconazole,4.640978<>5.105075<>9.281956<>4.17688<>3.712782<>4.17688<>4.640978<>6.497369<>2.320489<>2.784587<>5.569173<>8.35376<>17.17162<>20.8844<>32.02275<>42.2329<>49.65846<>76.57613<>114.1681<>158.7214<>201.4184<>233.4412<>264.0716<>310.9455<>341.576
327,3,Fulvestrant,12.53064<>12.99474<>11.13835<>6.497369<>4.640978<>2.784587<>4.640978<>5.569173<>6.033271<>8.817858<>10.67425<>11.13835<>11.13835<>8.35376<>10.21015<>22.74079<>42.69699<>58.94042<>91.42726<>129.4833<>147.5831<>170.3239<>194.9211<>227.872<>268.2485
328,3,Tipifarnib ,7.889662<>10.67425<>19.9562<>18.09981<>22.74079<>21.3485<>17.63572<>15.31523<>16.24342<>15.31523<>26.45357<>29.70226<>31.09455<>48.26617<>59.40451<>80.28892<>103.0297<>112.7758<>148.0472<>188.8878<>219.0542<>244.5795<>295.1662<>326.7248<>361.5322
329,3,Cladribine,9.281956<>11.60244<>14.85113<>8.35376<>7.425564<>6.497369<>5.105075<>5.105075<>8.817858<>8.35376<>18.56391<>24.13308<>33.41504<>60.33271<>71.00696<>99.78102<>129.9474<>181.9263<>207.4517<>232.0489<>275.6741<>289.1329<>311.4096<>351.322<>367.1013
330,3,AZD6482,9.281956<>8.817858<>8.817858<>6.033271<>4.17688<>11.13835<>5.569173<>5.105075<>5.569173<>8.817858<>8.817858<>14.85113<>19.02801<>26.45357<>28.30996<>32.02275<>51.97895<>68.68647<>101.6374<>136.4447<>178.2135<>215.3414<>252.4692<>287.2765<>324.8684
331,3,Doxorubicin (Adriamycin),0<>0<>0<>0<>0<>1.392293<>1.856391<>1.856391<>0.4640978<>0.9281955<>1.392293<>2.320489<>5.105075<>7.889662<>12.53064<>18.56391<>35.27143<>50.12256<>69.61466<>77.50433<>94.67594<>114.6321<>142.478<>169.3957<>197.7056
332,3,Safinamide Mesylate,11.13835<>7.889662<>9.746053<>2.784587<>0.9281955<>1.392293<>1.856391<>3.248684<>5.569173<>6.497369<>9.281956<>14.38703<>23.66899<>25.98948<>32.02275<>45.94568<>63.1173<>89.57087<>128.091<>175.429<>208.3799<>248.7564<>271.0331<>294.238<>300.2713
333,3,PFI-1 (PF-6405761),9.281956<>9.281956<>10.21015<>8.35376<>4.640978<>4.640978<>7.889662<>11.60244<>10.21015<>4.640978<>6.497369<>6.961466<>14.38703<>23.20489<>36.19963<>42.69699<>58.01222<>75.18384<>98.85282<>104.422<>105.3502<>109.5271<>108.5989<>119.2731<>129.0192
334,3,Iloperidone,3.712782<>2.784587<>2.784587<>2.784587<>2.784587<>3.248684<>4.640978<>4.640978<>6.033271<>5.569173<>3.248684<>6.497369<>13.45884<>12.06654<>17.63572<>25.52538<>53.37124<>74.25565<>124.8423<>167.5393<>189.816<>236.6899<>264.0716<>283.0996<>303.5199
335,3,Empty,2.784587<>3.712782<>1.856391<>3.712782<>3.712782<>3.248684<>5.569173<>5.569173<>5.105075<>7.889662<>12.53064<>11.60244<>21.3485<>24.13308<>26.45357<>32.48684<>55.69173<>66.83008<>112.3117<>166.6111<>180.534<>215.3414<>238.0822<>278.9228<>294.7021
336,3,Empty,1.856391<>2.784587<>4.17688<>2.320489<>2.784587<>3.712782<>3.248684<>5.105075<>3.248684<>6.033271<>9.746053<>9.281956<>13.45884<>12.06654<>21.8126<>30.16636<>66.83008<>100.2451<>138.3011<>181.4622<>228.8002<>284.4919<>331.3658<>379.1679<>433.9314
337,3,Selumetinib (AZD6244),3.248684<>6.961466<>8.35376<>3.248684<>3.712782<>4.17688<>7.425564<>7.425564<>8.35376<>12.53064<>13.92293<>16.24342<>15.77932<>18.56391<>22.74079<>41.3047<>62.6532<>79.82481<>94.67594<>124.3782<>152.6882<>171.2521<>185.6391<>200.9543<>223.231
338,3,Etoposide,4.17688<>6.033271<>4.17688<>3.248684<>6.033271<>6.497369<>8.817858<>8.35376<>11.13835<>10.67425<>15.77932<>22.27669<>35.27143<>55.69173<>72.86335<>92.35545<>127.1628<>148.5113<>186.5673<>228.3361<>269.1767<>342.5042<>371.2782<>415.3675<>452.0312
339,3,Canertinib (CI-1033),6.961466<>9.746053<>11.60244<>6.033271<>6.497369<>4.640978<>5.569173<>5.569173<>8.35376<>11.13835<>11.13835<>9.281956<>13.45884<>21.8126<>32.95094<>35.73553<>44.55339<>55.69173<>64.50959<>96.06824<>140.6216<>165.6829<>213.485<>253.8615<>317.4429
340,3,Letrozole,11.13835<>11.13835<>12.06654<>9.281956<>7.889662<>6.033271<>6.497369<>5.569173<>5.569173<>7.889662<>12.99474<>19.02801<>18.09981<>23.66899<>22.27669<>23.66899<>46.40978<>57.54812<>85.85809<>139.6934<>176.8212<>223.231<>251.0769<>272.8895<>309.0891
341,3,Lenalidomide (CC-5013),9.281956<>7.425564<>4.640978<>4.17688<>3.248684<>3.712782<>5.569173<>6.961466<>7.889662<>5.569173<>8.35376<>8.35376<>9.746053<>12.53064<>9.746053<>24.59718<>34.34324<>46.40978<>66.83008<>110.9194<>149.9036<>195.8493<>237.154<>277.9946<>297.9508
342,3,Enzalutamide (MDV3100),14.38703<>15.77932<>13.92293<>11.60244<>8.35376<>8.35376<>9.281956<>9.746053<>12.99474<>11.60244<>12.53064<>12.99474<>19.02801<>22.74079<>24.59718<>38.98421<>43.62519<>62.6532<>98.38873<>160.5778<>193.5288<>224.1592<>276.6023<>303.984<>336.4709
343,3,Sorafenib Tosylate,12.06654<>16.24342<>20.8844<>26.91767<>22.27669<>25.06128<>19.02801<>15.31523<>14.38703<>9.281956<>7.889662<>7.425564<>8.35376<>15.77932<>30.16636<>38.98421<>61.26091<>89.57087<>113.704<>151.2959<>185.6391<>226.9438<>260.8229<>292.8457<>316.5147
344,3,Cinacalcet HCl,5.569173<>6.033271<>8.35376<>3.712782<>1.856391<>2.320489<>3.248684<>4.640978<>9.746053<>10.67425<>9.281956<>15.31523<>14.38703<>20.8844<>21.3485<>29.23816<>50.12256<>73.32745<>103.4938<>157.7932<>188.8878<>230.1925<>275.21<>317.4429<>342.0401
345,3,VX-680 (Tozasertib; MK-0457),21.3485<>20.4203<>21.3485<>12.99474<>8.35376<>7.425564<>9.746053<>12.06654<>20.8844<>30.63045<>44.55339<>63.1173<>76.57613<>90.96317<>101.6374<>121.1295<>116.0244<>126.2346<>117.8808<>127.1628<>125.3064<>142.478<>139.6934<>152.2241<>144.7985
346,3,BX-912,5.569173<>6.961466<>5.569173<>3.248684<>3.248684<>6.961466<>5.105075<>7.889662<>11.60244<>11.13835<>15.31523<>14.38703<>17.17162<>20.8844<>30.16636<>36.66372<>60.79681<>80.75301<>103.9579<>146.6549<>191.2083<>237.6181<>271.4972<>298.879<>354.1066
347,3,Nutlin-3,10.67425<>9.281956<>10.67425<>6.033271<>2.320489<>2.320489<>3.712782<>0.9281955<>1.856391<>3.712782<>5.569173<>7.889662<>12.06654<>18.09981<>18.09981<>29.70226<>36.66372<>59.40451<>86.78629<>125.7705<>173.1085<>218.59<>272.4254<>316.5147<>342.0401
348,3,Biperiden HCl,8.817858<>10.67425<>12.53064<>5.105075<>5.569173<>5.569173<>5.569173<>8.817858<>10.67425<>8.817858<>6.961466<>10.21015<>15.31523<>12.99474<>23.20489<>38.98421<>49.19436<>77.04023<>133.1961<>190.7442<>236.6899<>277.5305<>311.8737<>348.5374<>374.991
349,3,HA14-1,8.817858<>7.425564<>7.425564<>2.784587<>2.784587<>3.248684<>4.640978<>7.889662<>6.497369<>6.961466<>6.497369<>11.13835<>14.38703<>12.99474<>23.20489<>26.91767<>38.52011<>50.12256<>71.47105<>98.38873<>144.3344<>183.3186<>201.4184<>243.1872<>267.3203
350,3,Epothilone A,9.746053<>8.817858<>9.746053<>9.746053<>9.746053<>20.8844<>41.3047<>77.04023<>130.8756<>172.1803<>197.7056<>222.7669<>220.9105<>220.4464<>210.2363<>203.7389<>189.816<>180.9981<>186.1032<>189.816<>185.175<>201.8825<>200.9543<>195.8493<>195.8493
351,3,Brivanib (BMS-540215),12.06654<>10.21015<>6.961466<>4.640978<>2.784587<>2.784587<>3.248684<>4.640978<>2.784587<>5.569173<>9.281956<>8.35376<>7.889662<>13.45884<>17.17162<>24.59718<>37.12782<>61.725<>95.60414<>129.9474<>148.0472<>188.4237<>241.3308<>263.6075<>294.7021
352,3,Ki16425,15.31523<>12.99474<>14.85113<>5.105075<>0.4640978<>1.856391<>2.320489<>2.784587<>2.320489<>4.17688<>7.425564<>9.281956<>9.746053<>10.67425<>19.02801<>32.02275<>51.05075<>62.1891<>117.8808<>170.3239<>190.2801<>213.0209<>232.9771<>253.8615<>296.0944
353,3,PF-04217903,9.281956<>9.746053<>9.746053<>6.497369<>4.17688<>6.497369<>4.17688<>7.889662<>5.105075<>6.497369<>8.35376<>13.45884<>10.67425<>13.45884<>16.70752<>26.91767<>40.37651<>61.26091<>102.5656<>149.4395<>170.788<>207.4517<>277.9946<>294.238<>326.2607
354,3,Fluconazole,2.784587<>2.784587<>2.320489<>1.392293<>1.856391<>1.392293<>0.9281955<>0.9281955<>4.640978<>8.817858<>7.889662<>9.746053<>14.85113<>22.27669<>26.45357<>35.73553<>50.58666<>61.725<>80.75301<>123.9141<>167.0752<>206.5235<>243.6513<>265.928<>287.7406
355,3,ZM 447439,2.784587<>2.784587<>3.248684<>2.784587<>2.784587<>10.21015<>18.56391<>28.77406<>40.37651<>46.87387<>55.69173<>71.47105<>115.5603<>126.6987<>125.7705<>132.2679<>140.1575<>155.4727<>151.2959<>164.2906<>181.4622<>193.5288<>189.3519<>209.7722<>189.816
356,3,Glimepiride,3.248684<>5.105075<>5.105075<>3.712782<>1.392293<>1.856391<>1.856391<>1.856391<>3.248684<>4.17688<>9.746053<>14.38703<>22.27669<>20.4203<>36.66372<>41.3047<>53.83534<>78.43253<>106.7425<>163.8265<>194.457<>244.5795<>272.4254<>306.7686<>336.935
357,3,Foretinib (GSK1363089),6.961466<>10.67425<>12.53064<>15.77932<>31.09455<>45.94568<>70.07877<>78.89662<>92.81956<>113.704<>116.4885<>127.6269<>139.2293<>131.3397<>107.2066<>98.38873<>95.14005<>82.60941<>69.15057<>70.07877<>58.01222<>47.33797<>44.55339<>49.19436<>38.52011
358,3,Loratadine,2.784587<>4.640978<>4.640978<>1.856391<>3.712782<>7.425564<>7.425564<>6.033271<>7.889662<>6.961466<>12.99474<>19.9562<>18.56391<>17.63572<>20.8844<>27.84587<>37.59192<>58.01222<>92.81956<>134.1243<>160.5778<>190.7442<>222.3028<>255.2538<>261.7511
359,3,Empty,2.784587<>5.569173<>5.105075<>3.712782<>2.784587<>5.569173<>5.105075<>6.497369<>8.817858<>11.13835<>9.281956<>10.67425<>19.9562<>17.17162<>23.66899<>30.63045<>54.29944<>73.79154<>109.063<>173.1085<>221.8387<>283.0996<>309.0891<>323.9402<>353.1784
360,3,Empty,2.320489<>3.712782<>2.784587<>4.17688<>6.033271<>5.105075<>6.961466<>5.569173<>12.06654<>10.21015<>11.60244<>19.9562<>29.23816<>27.38177<>40.37651<>57.08403<>103.0297<>135.0524<>182.8545<>236.2258<>307.6968<>364.3167<>414.9034<>476.1643<>514.2203
361,3,Cabozantinib (XL184; BMS-907351),2.784587<>3.248684<>5.569173<>10.21015<>10.21015<>12.06654<>12.53064<>11.13835<>14.38703<>15.77932<>16.70752<>21.8126<>37.59192<>53.83534<>79.82481<>98.85282<>114.6321<>123.45<>163.3624<>196.7775<>220.4464<>254.7897<>296.0944<>321.6198<>354.5707
362,3,Amonafide,4.640978<>4.17688<>6.033271<>5.569173<>5.569173<>6.033271<>6.497369<>6.033271<>7.889662<>7.889662<>10.67425<>18.56391<>25.06128<>40.8406<>51.51485<>81.68121<>109.9912<>141.5498<>178.2135<>225.0874<>250.1487<>283.5638<>293.7739<>326.2607<>322.0839
363,3,Alisertib (MLN8237),4.17688<>7.425564<>8.817858<>10.67425<>9.746053<>12.99474<>12.06654<>15.31523<>19.02801<>32.48684<>54.29944<>71.47105<>92.81956<>101.6374<>122.9859<>133.1961<>133.6602<>131.8038<>130.8756<>160.5778<>150.3677<>152.6882<>149.9036<>146.1908<>155.9368
364,3,Isotretinoin,5.105075<>4.640978<>3.712782<>2.784587<>0.9281955<>0.9281955<>5.105075<>10.21015<>9.746053<>11.13835<>21.8126<>26.91767<>40.8406<>59.86861<>79.82481<>104.8861<>122.5218<>122.0577<>138.3011<>171.7162<>196.3134<>219.9823<>226.0156<>261.7511<>272.4254
365,3,AG-490 (Tyrphostin B42),7.425564<>7.889662<>6.497369<>6.497369<>6.033271<>6.033271<>6.497369<>6.961466<>9.281956<>10.67425<>12.99474<>14.38703<>22.74079<>30.63045<>36.66372<>55.69173<>76.57613<>90.96317<>149.4395<>228.8002<>261.7511<>290.0611<>329.0453<>350.3938<>394.019
366,3,Omeprazole ,9.746053<>9.746053<>9.281956<>4.640978<>4.17688<>4.17688<>3.712782<>9.281956<>8.817858<>10.21015<>11.13835<>12.53064<>16.70752<>20.4203<>28.30996<>30.63045<>45.48158<>54.29944<>89.57087<>128.5551<>162.4342<>218.1259<>269.6408<>303.0558<>338.3273
367,3,SNS-314 Mesylate,17.63572<>19.9562<>19.49211<>10.21015<>9.281956<>7.425564<>12.06654<>14.38703<>30.16636<>45.01748<>62.1891<>90.96317<>102.1015<>122.9859<>128.5551<>129.9474<>133.6602<>124.3782<>135.9807<>130.4115<>127.6269<>129.0192<>128.091<>114.6321<>121.5936
368,3,Stavudine (d4T),10.67425<>6.497369<>8.35376<>6.497369<>6.961466<>6.497369<>6.033271<>6.497369<>7.889662<>7.889662<>6.961466<>10.21015<>16.70752<>12.53064<>17.17162<>26.45357<>38.05602<>50.58666<>76.11204<>128.5551<>171.2521<>201.4184<>232.513<>260.8229<>296.5585
369,3,Lenvatinib (E7080),9.281956<>8.35376<>9.746053<>8.35376<>6.497369<>6.961466<>6.961466<>6.497369<>6.961466<>8.817858<>8.35376<>13.45884<>21.8126<>38.52011<>44.55339<>55.69173<>62.1891<>80.75301<>90.96317<>120.6654<>127.1628<>139.6934<>148.0472<>167.5393<>178.6776
370,3,Alfuzosin HCl ,7.425564<>9.746053<>8.817858<>6.033271<>5.569173<>5.105075<>6.033271<>7.889662<>5.569173<>4.640978<>6.033271<>10.21015<>15.31523<>19.02801<>30.16636<>38.05602<>64.50959<>80.75301<>125.3064<>179.6058<>227.4079<>243.1872<>259.8947<>285.4201<>330.4376
371,3,JNJ-26854165 (Serdemetan),8.35376<>6.497369<>8.35376<>5.105075<>4.640978<>4.640978<>4.640978<>5.569173<>5.105075<>8.817858<>12.99474<>11.13835<>16.70752<>22.27669<>21.8126<>36.19963<>39.44831<>49.65846<>78.43253<>114.6321<>145.7267<>191.6724<>231.1207<>268.7126<>307.6968
372,3,Sumatriptan Succinate,14.38703<>12.53064<>12.06654<>5.105075<>3.712782<>3.248684<>3.712782<>4.17688<>4.17688<>6.033271<>6.497369<>9.281956<>12.99474<>16.24342<>21.3485<>34.34324<>55.69173<>78.89662<>106.2784<>181.9263<>207.9158<>237.154<>243.1872<>274.2818<>310.4814
373,3,ENMD-2076,11.13835<>8.35376<>12.06654<>9.281956<>18.56391<>35.73553<>60.33271<>97.92463<>121.5936<>142.478<>148.5113<>158.2573<>161.506<>165.6829<>159.1855<>149.9036<>143.8703<>117.4167<>100.7092<>80.75301<>67.29417<>46.87387<>35.27143<>33.87914<>27.38177
374,3,Zileuton,7.425564<>6.961466<>9.281956<>6.961466<>3.248684<>4.17688<>3.712782<>4.17688<>5.569173<>6.033271<>9.746053<>8.817858<>7.425564<>12.06654<>13.45884<>14.85113<>29.23816<>59.40451<>88.64268<>122.5218<>167.0752<>184.2468<>216.7337<>229.7284<>273.3536
375,3,Raltitrexed,10.67425<>9.281956<>9.746053<>2.784587<>1.856391<>3.712782<>5.105075<>4.640978<>4.640978<>6.033271<>6.033271<>11.13835<>15.77932<>38.52011<>63.1173<>109.063<>158.7214<>236.6899<>299.8072<>410.2624<>450.1748<>497.0487<>538.3534<>551.3481<>555.525
376,3,PHA-680632,2.784587<>3.712782<>5.105075<>3.248684<>3.248684<>9.746053<>21.3485<>30.63045<>38.52011<>45.48158<>68.68647<>74.25565<>77.50433<>87.71448<>93.28365<>100.2451<>96.06824<>99.31693<>122.9859<>134.5883<>137.837<>160.5778<>184.7109<>224.1592<>245.0436
377,3,Decitabine,10.67425<>9.281956<>11.60244<>4.640978<>2.320489<>2.320489<>3.248684<>5.105075<>6.497369<>11.60244<>12.99474<>17.17162<>19.02801<>18.56391<>31.55865<>52.90715<>90.96317<>122.9859<>161.9701<>203.7389<>260.3589<>310.9455<>361.9962<>388.4498<>431.1468
378,3,Marbofloxacin,4.640978<>6.497369<>6.497369<>3.712782<>2.320489<>3.712782<>3.712782<>4.640978<>6.033271<>6.961466<>9.281956<>10.67425<>19.9562<>20.8844<>29.23816<>48.26617<>71.47105<>81.21711<>124.8423<>180.534<>204.6671<>229.2643<>256.182<>281.7073<>318.8352
379,3,Fluorouracil (5-Fluoracil; 5-FU),8.35376<>8.817858<>8.817858<>9.281956<>7.425564<>4.640978<>5.569173<>7.425564<>8.817858<>8.817858<>11.60244<>11.13835<>15.77932<>18.09981<>32.95094<>43.62519<>57.54812<>68.68647<>96.06824<>116.9526<>131.3397<>182.3904<>203.2748<>220.4464<>248.7564
380,3,GSK429286A,7.889662<>6.961466<>7.889662<>4.640978<>5.569173<>5.105075<>4.640978<>7.425564<>11.13835<>11.60244<>17.63572<>23.20489<>35.27143<>47.33797<>65.43778<>82.1453<>103.4938<>113.2399<>152.2241<>160.5778<>195.8493<>219.0542<>257.5742<>294.238<>333.6863
381,3,Cyclophosphamide,1.856391<>2.784587<>2.320489<>1.392293<>1.856391<>2.320489<>6.033271<>5.105075<>5.569173<>6.961466<>8.35376<>19.49211<>25.98948<>30.63045<>33.41504<>54.76354<>67.29417<>93.28365<>142.9421<>204.6671<>246.9<>271.0331<>303.0558<>320.6916<>351.7861
382,3,MC1568,16.24342<>12.06654<>9.746053<>5.569173<>2.784587<>2.784587<>3.712782<>5.105075<>4.17688<>5.105075<>7.889662<>8.35376<>9.746053<>20.4203<>17.17162<>25.06128<>54.29944<>60.33271<>86.78629<>139.2293<>173.5726<>220.4464<>254.7897<>308.625<>358.7476
383,3,Empty,8.817858<>8.817858<>2.784587<>3.248684<>4.640978<>6.033271<>7.425564<>7.425564<>6.961466<>7.425564<>11.60244<>14.38703<>16.70752<>22.74079<>31.55865<>29.70226<>53.83534<>71.93516<>99.78102<>134.1243<>180.9981<>231.1207<>287.2765<>351.322<>433.4673
384,3,Empty,6.497369<>4.17688<>4.640978<>4.640978<>1.392293<>2.784587<>3.712782<>4.17688<>9.281956<>10.21015<>10.21015<>21.8126<>13.45884<>16.70752<>28.77406<>45.94568<>77.96842<>110.9194<>157.3291<>242.7231<>306.7686<>390.3062<>445.0698<>524.4305<>596.8297
385,3,HMN-214,8.817858<>9.746053<>10.21015<>4.640978<>7.889662<>19.02801<>35.73553<>49.65846<>67.75828<>87.71448<>105.8143<>114.6321<>123.45<>124.8423<>119.2731<>115.5603<>120.6654<>121.5936<>119.2731<>117.4167<>118.3449<>116.9526<>115.0962<>118.3449<>120.6654
386,3,Sulfadiazine,6.497369<>5.569173<>6.033271<>2.320489<>3.712782<>7.889662<>6.497369<>10.21015<>7.889662<>6.961466<>10.67425<>9.281956<>12.06654<>17.63572<>12.06654<>11.60244<>20.4203<>32.48684<>45.94568<>58.94042<>85.85809<>89.10677<>124.8423<>146.6549<>171.2521
387,3,Betamethasone ,8.35376<>8.817858<>8.817858<>6.961466<>5.105075<>4.640978<>6.033271<>4.640978<>3.248684<>3.712782<>3.712782<>4.17688<>3.248684<>2.320489<>2.784587<>2.784587<>6.497369<>10.67425<>12.06654<>16.24342<>24.13308<>29.70226<>25.98948<>26.91767<>32.95094
388,3,Teniposide,7.425564<>6.961466<>4.17688<>2.784587<>2.784587<>3.248684<>4.17688<>4.17688<>10.21015<>12.53064<>12.99474<>23.66899<>38.52011<>58.01222<>90.96317<>138.3011<>161.506<>201.4184<>239.0103<>251.0769<>260.8229<>278.9228<>293.3098<>313.266<>319.2993
389,3,Cyclosporine ,12.53064<>6.961466<>7.889662<>6.961466<>5.105075<>5.569173<>8.817858<>10.67425<>18.56391<>17.17162<>19.02801<>33.87914<>39.44831<>42.2329<>51.05075<>83.5376<>104.422<>129.4833<>140.1575<>159.1855<>161.506<>172.1803<>176.3571<>177.2854<>176.3571
390,3,Acetylcholine Chloride,10.67425<>8.817858<>6.033271<>3.248684<>3.712782<>4.640978<>5.569173<>7.889662<>6.497369<>6.497369<>3.248684<>3.712782<>7.889662<>13.45884<>11.60244<>14.85113<>19.49211<>30.16636<>46.87387<>71.93516<>88.17857<>114.6321<>136.9088<>156.401<>180.534
391,3,Quizartinib (AC220),10.21015<>10.67425<>10.67425<>7.425564<>4.640978<>6.497369<>7.889662<>19.02801<>32.02275<>51.05075<>51.97895<>71.47105<>78.89662<>83.5376<>77.96842<>77.04023<>67.75828<>66.36598<>57.08403<>50.12256<>47.80207<>48.26617<>46.87387<>49.19436<>46.40978
392,3,Proparacaine HCl,8.817858<>7.889662<>6.033271<>3.712782<>1.856391<>2.320489<>3.248684<>4.640978<>6.961466<>5.569173<>6.497369<>8.817858<>9.281956<>18.56391<>23.20489<>62.1891<>84.92989<>106.7425<>134.1243<>184.7109<>204.203<>233.4412<>255.2538<>276.1382<>311.4096
393,3,CP-673451,17.17162<>13.92293<>9.746053<>10.21015<>9.281956<>10.21015<>10.21015<>11.60244<>12.06654<>12.99474<>15.77932<>23.20489<>39.44831<>49.65846<>69.61466<>82.1453<>109.9912<>127.1628<>136.4447<>149.4395<>168.4675<>172.6444<>187.0314<>199.0979<>181.4622
394,3,Flubendazole,6.497369<>6.033271<>3.712782<>3.248684<>6.033271<>26.45357<>58.01222<>105.8143<>153.6164<>187.0314<>199.562<>232.9771<>228.3361<>214.4132<>200.4902<>197.2415<>204.6671<>216.7337<>218.59<>218.59<>213.0209<>210.2363<>200.0261<>201.8825<>211.1645
395,3,Dapagliflozin,6.961466<>10.67425<>6.033271<>5.105075<>2.784587<>3.248684<>7.425564<>6.961466<>4.17688<>7.425564<>10.67425<>12.06654<>24.13308<>19.9562<>34.34324<>55.69173<>68.68647<>89.10677<>120.6654<>171.7162<>204.203<>217.6618<>238.5462<>252.4692<>264.5357
396,3,Oxibendazole,8.35376<>8.35376<>7.425564<>4.640978<>9.746053<>21.3485<>34.80733<>55.22763<>91.89136<>124.3782<>136.9088<>159.6496<>163.3624<>156.401<>137.3729<>140.6216<>148.0472<>156.401<>152.2241<>175.8931<>174.5008<>174.9649<>186.1032<>187.9596<>188.8878
