,expId,Compound,tempNLSDf
370,3,Alfuzosin HCl ,235.2976<>256.6461<>298.879<>365.2449<>413.047<>484.9822<>532.7842<>581.0504<>634.8857<>698.4672<>746.7333<>781.0765<>785.2534<>793.1431<>773.651<>861.8295<>797.7841<>827.9504<>789.4303<>801.0328<>807.066<>749.0538<>809.3865<>725.3848<>717.4952
371,3,JNJ-26854165 (Serdemetan),286.8124<>307.6968<>352.2502<>392.6267<>417.688<>460.8491<>482.6617<>480.3412<>489.6231<>477.5566<>481.7335<>491.0154<>502.6179<>489.6231<>492.4077<>460.8491<>479.413<>465.026<>457.1363<>471.0592<>443.2134<>440.4288<>445.0698<>422.329<>405.1573
372,3,Sumatriptan Succinate,216.7337<>229.2643<>263.6075<>322.0839<>372.2064<>428.3622<>469.2029<>524.8946<>578.2658<>620.4987<>675.2623<>737.4514<>778.756<>809.3865<>779.6843<>841.4092<>864.6141<>926.8032<>872.5038<>901.2779<>861.8295<>840.9451<>804.2814<>801.9609<>815.8839
373,3,ENMD-2076,245.9718<>224.1592<>216.2696<>214.8773<>211.1645<>199.0979<>176.3571<>162.4342<>133.1961<>113.704<>96.53233<>79.82481<>71.47105<>63.1173<>51.05075<>45.94568<>40.8406<>37.12782<>35.73553<>36.66372<>32.95094<>28.30996<>27.84587<>24.59718<>23.20489
374,3,Zileuton,220.4464<>239.0103<>272.4254<>334.6145<>375.9192<>439.0365<>504.4743<>540.6739<>585.6914<>652.0574<>669.6931<>756.0153<>754.623<>799.6404<>782.9329<>787.5739<>817.2762<>855.7963<>828.4145<>782.4688<>807.9942<>829.8068<>850.6912<>796.3918<>765.7613
375,3,Raltitrexed,228.8002<>242.7231<>268.2485<>303.984<>344.3605<>371.2782<>392.1626<>393.5549<>394.9472<>380.0961<>357.8194<>320.6916<>278.4586<>244.1154<>216.2696<>194.9211<>172.1803<>155.9368<>142.478<>140.6216<>124.3782<>115.0962<>104.8861<>101.6374<>95.14005
376,3,PHA-680632,284.0278<>299.343<>292.8457<>323.4761<>330.4376<>334.1504<>355.963<>366.6372<>366.6372<>375.4551<>374.5269<>388.9139<>400.5164<>421.4008<>421.8649<>429.2904<>447.3903<>471.5233<>478.9489<>453.4235<>487.3026<>535.1047<>528.6074<>526.751<>516.0767
377,3,Decitabine,256.6461<>276.6023<>323.4761<>390.7703<>453.4235<>504.4743<>553.6686<>591.7247<>626.9961<>655.7701<>703.5722<>704.5004<>768.5459<>819.5967<>841.8734<>770.4023<>788.5021<>834.4478<>766.6895<>832.1273<>767.1536<>750.9102<>704.9645<>716.1028<>680.8314
378,3,Marbofloxacin,245.9718<>270.569<>315.1224<>346.681<>413.5111<>471.0592<>528.6074<>583.835<>632.5652<>703.5722<>723.9925<>745.341<>802.425<>816.348<>764.369<>780.1484<>796.8559<>886.4268<>831.6632<>859.9731<>814.9557<>839.0887<>743.9487<>815.8839<>810.7788
379,3,Fluorouracil (5-Fluoracil; 5-FU),257.5742<>271.0331<>320.6916<>387.0575<>444.1416<>495.1923<>561.0942<>621.891<>675.7264<>728.6335<>746.7333<>794.0713<>822.8453<>846.9785<>865.0782<>848.8348<>916.5931<>885.4985<>952.3286<>950.4722<>875.2884<>914.7367<>899.4214<>957.8978<>897.101
380,3,GSK429286A,259.4307<>271.9613<>326.2607<>379.632<>448.3185<>517.469<>594.9733<>654.3779<>723.0643<>780.6124<>796.3918<>837.2324<>884.5704<>875.7525<>888.2831<>925.8751<>840.9451<>901.7419<>866.9346<>857.6526<>787.5739<>789.8944<>769.4741<>735.1309<>728.6335
381,3,Cyclophosphamide,242.7231<>271.9613<>318.3711<>381.4884<>413.5111<>494.2641<>566.6634<>622.8192<>670.1572<>715.1747<>748.5897<>769.4741<>802.8892<>820.989<>867.8629<>923.0905<>847.4425<>802.425<>876.2166<>768.0818<>755.5511<>809.8506<>719.3516<>739.3077<>719.3516
382,3,MC1568,239.9386<>244.1154<>285.8842<>333.2222<>390.7703<>458.9927<>508.187<>566.6634<>638.5985<>672.9418<>692.4339<>717.9592<>774.5792<>821.4531<>864.6141<>761.1204<>749.5179<>806.6019<>815.4198<>740.236<>705.8927<>694.7543<>662.2675<>696.1467<>633.4935
383,3,Empty,209.3081<>221.8387<>247.3641<>276.6023<>349.9297<>418.1521<>478.9489<>520.2536<>568.9839<>648.8087<>693.8262<>732.3463<>739.7719<>777.3638<>758.7999<>766.2254<>787.1098<>840.9451<>747.6615<>731.8822<>690.1134<>658.0906<>682.2237<>698.0031<>637.2062
384,3,Empty,273.8177<>295.6303<>340.6478<>398.1959<>471.0592<>523.5023<>597.7579<>639.0626<>695.2184<>748.5897<>789.4303<>747.6615<>807.9942<>845.5861<>781.5406<>727.7053<>702.644<>790.8226<>755.0871<>599.6143<>652.9855<>623.7474<>588.476<>564.3429<>560.166
385,3,HMN-214,81.21711<>89.10677<>86.78629<>89.57087<>85.85809<>83.5376<>76.11204<>76.57613<>76.11204<>70.54286<>66.36598<>58.94042<>63.58139<>54.76354<>50.12256<>49.19436<>44.08929<>45.94568<>40.8406<>40.37651<>35.27143<>31.55865<>33.87914<>30.63045<>31.55865
386,3,Sulfadiazine,114.6321<>127.6269<>139.6934<>175.429<>203.2748<>238.5462<>260.3589<>309.0891<>340.1837<>378.2397<>402.8369<>485.4463<>518.8613<>533.7125<>547.6354<>615.8577<>698.4672<>720.2797<>770.8664<>812.1711<>822.8453<>846.5143<>837.6965<>906.847<>852.5476
387,3,Betamethasone ,97.46053<>105.3502<>121.5936<>141.5498<>174.5008<>200.4902<>230.1925<>273.8177<>316.9788<>350.3938<>381.4884<>461.7773<>527.2151<>532.3201<>577.8017<>607.9681<>678.5109<>673.8699<>702.644<>721.2079<>724.9207<>749.5179<>708.2132<>735.1309<>704.9645
388,3,Teniposide,112.3117<>120.6654<>130.4115<>149.9036<>155.0087<>163.8265<>158.2573<>160.5778<>160.1137<>148.0472<>140.1575<>139.2293<>135.5166<>121.1295<>111.8476<>110.4553<>104.422<>104.8861<>101.6374<>91.42726<>79.82481<>66.83008<>61.725<>52.44305<>39.91241
389,3,Cyclosporine ,217.6618<>232.513<>274.2818<>323.4761<>374.0628<>407.4778<>445.5338<>487.3026<>531.856<>553.2045<>585.6914<>633.4935<>665.0521<>633.4935<>618.6423<>614.9296<>644.6318<>644.1677<>639.5267<>631.6371<>621.4269<>614.0013<>612.6091<>612.145<>613.5372
390,3,Acetylcholine Chloride,125.7705<>138.7652<>159.6496<>192.6006<>225.5515<>272.8895<>297.9508<>345.2887<>398.1959<>425.5777<>484.054<>561.5583<>617.2501<>619.1064<>630.2448<>683.616<>761.1204<>766.2254<>800.5687<>804.2814<>789.8944<>829.3427<>823.3094<>797.3199<>814.4916
391,3,Quizartinib (AC220),239.9386<>226.9438<>264.0716<>325.7966<>366.6372<>392.1626<>423.7213<>440.4288<>444.1416<>439.0365<>424.6494<>445.998<>409.7983<>387.5216<>361.5322<>353.6425<>376.3833<>366.6372<>390.3062<>381.4884<>401.9087<>413.9752<>420.4726<>444.6057<>459.9209
392,3,Proparacaine HCl,249.2205<>280.7791<>326.7248<>406.0855<>449.2466<>488.2309<>545.3149<>633.9576<>675.7264<>702.1799<>738.3796<>779.6843<>856.7245<>892.46<>820.0607<>735.1309<>829.3427<>816.348<>757.8716<>745.8051<>734.6667<>685.0083<>688.257<>646.9523<>680.3673
393,3,CP-673451,165.2188<>167.0752<>171.2521<>168.0034<>190.2801<>195.8493<>207.9158<>213.0209<>214.4132<>246.9<>244.1154<>257.5742<>252.4692<>282.1714<>279.3869<>280.3151<>258.0384<>248.2923<>245.0436<>246.4359<>241.7949<>227.4079<>207.9158<>197.7056<>176.8212
394,3,Flubendazole,243.6513<>223.231<>232.513<>231.5848<>216.2696<>202.8107<>202.8107<>192.6006<>177.2854<>160.5778<>152.6882<>148.0472<>137.837<>122.5218<>115.5603<>111.3835<>109.9912<>109.063<>96.06824<>91.42726<>89.57087<>89.57087<>83.0735<>79.36072<>84.4658
395,3,Dapagliflozin,241.7949<>260.8229<>305.8404<>354.5707<>418.1521<>465.026<>525.3587<>594.5092<>656.6984<>696.1467<>721.2079<>772.2587<>788.9662<>820.5248<>870.6474<>922.6263<>947.2236<>837.6965<>898.9574<>865.0782<>759.264<>857.6526<>860.9014<>825.6299<>803.3532
396,3,Oxibendazole,221.3746<>218.59<>213.9491<>211.6286<>206.9876<>204.203<>191.6724<>179.1417<>164.2906<>146.6549<>130.8756<>136.4447<>136.9088<>118.809<>114.6321<>113.2399<>113.704<>116.9526<>113.704<>113.2399<>95.60414<>98.85282<>92.81956<>94.67594<>88.64268
397,3,VX-809 (Lumacaftor),203.2748<>210.7004<>245.9718<>291.9175<>342.5042<>387.0575<>468.2747<>500.2974<>574.0889<>599.1502<>661.3393<>721.6721<>764.8331<>803.3532<>817.2762<>817.7403<>831.1991<>835.8401<>898.0292<>890.6036<>836.3042<>822.8453<>819.1326<>847.4425<>835.376
398,3,Tranexamic Acid ,238.0822<>249.2205<>306.7686<>358.7476<>392.6267<>448.3185<>499.3692<>562.4865<>622.3551<>674.334<>709.1414<>749.982<>745.8051<>845.122<>827.9504<>858.5809<>854.8681<>831.6632<>841.8734<>863.686<>817.2762<>871.1115<>829.3427<>834.9119<>752.3025
399,3,Sulfasalazine,258.9666<>294.238<>337.8632<>400.5164<>453.8876<>526.751<>574.0889<>631.173<>683.1519<>739.7719<>770.4023<>808.9224<>827.0222<>865.5424<>870.6474<>887.3549<>839.5529<>866.9346<>866.4705<>810.3147<>843.7297<>797.3199<>719.3516<>730.954<>713.7823
400,3,Deflazacort ,59.40451<>64.50959<>74.25565<>99.78102<>109.9912<>133.6602<>153.1523<>184.7109<>215.8055<>246.9<>273.3536<>341.576<>398.1959<>393.0908<>412.1188<>467.8105<>547.6354<>611.6808<>612.145<>619.1064<>632.5652<>682.6878<>698.4672<>697.5389<>681.7596
401,3,Furosemide ,196.7775<>209.3081<>248.7564<>314.1942<>345.2887<>415.3675<>469.2029<>528.1432<>599.1502<>678.5109<>724.9207<>765.2972<>803.3532<>888.2831<>888.7473<>900.8138<>905.9188<>820.5248<>811.2429<>751.3743<>766.6895<>764.369<>721.6721<>685.0083<>641.3831
402,3,Nicotinamide (Vitamin B3),224.6233<>236.2258<>287.7406<>347.6092<>390.3062<>453.8876<>509.5793<>578.2658<>616.7859<>652.5215<>680.8314<>717.4952<>757.8716<>778.756<>758.7999<>765.2972<>868.791<>798.7123<>796.3918<>778.756<>703.5722<>713.3183<>748.1256<>743.4846<>763.9049
403,3,Cefoperazone ,286.8124<>320.6916<>368.9577<>443.6775<>471.0592<>543.9226<>614.4655<>671.5495<>728.1694<>744.8769<>738.3796<>781.5406<>847.4425<>848.3707<>890.6036<>794.9995<>820.5248<>752.7666<>720.7438<>752.3025<>759.728<>674.7982<>721.6721<>713.7823<>704.0363
404,3,Fluvastatin Sodium,258.5025<>291.4534<>321.6198<>386.1293<>430.2186<>489.1591<>534.6406<>610.2886<>665.5162<>696.1467<>736.5231<>821.9172<>821.4531<>815.4198<>803.3532<>828.8786<>799.6404<>792.679<>787.1098<>922.6263<>965.7875<>934.2288<>919.3777<>873.432<>820.989
405,3,Prednisone ,260.8229<>282.6355<>332.294<>388.9139<>462.2414<>532.3201<>584.7632<>684.0801<>745.8051<>813.0993<>797.7841<>862.7578<>904.0624<>922.1623<>879.9294<>815.4198<>820.989<>790.8226<>734.2027<>723.5284<>740.7<>629.3166<>717.9592<>670.1572<>679.4391
406,3,Phenindione,122.5218<>139.2293<>153.1523<>193.5288<>220.9105<>253.3974<>300.7354<>337.8632<>384.7371<>453.4235<>458.5286<>538.8175<>599.1502<>636.278<>676.6545<>741.1641<>753.2307<>760.6563<>776.8997<>823.7736<>832.1273<>755.0871<>772.2587<>744.4128<>674.334
407,3,Tasisulam,90.49906<>101.6374<>120.2013<>138.3011<>149.4395<>177.2854<>219.5182<>256.182<>285.8842<>323.0121<>367.5654<>413.9752<>466.4182<>479.413<>490.0872<>556.9173<>644.1677<>672.4777<>653.9138<>748.1256<>679.4391<>719.3516<>759.728<>689.6493<>698.4672
408,3,E-64,110.9194<>122.9859<>153.6164<>187.9596<>228.8002<>275.6741<>308.1609<>356.8912<>410.2624<>486.8386<>527.6791<>604.7194<>685.9365<>730.4899<>764.369<>803.3532<>846.5143<>883.178<>952.7927<>938.8698<>926.3392<>849.763<>884.1063<>812.6352<>853.4758
409,3,Zafirlukast ,344.3605<>393.0908<>452.9594<>506.3307<>538.3534<>588.9401<>643.2395<>679.9033<>716.1028<>703.1081<>789.4303<>812.6352<>756.4794<>839.5529<>795.9277<>871.1115<>744.4128<>761.1204<>798.7123<>776.4355<>791.2867<>752.3025<>713.3183<>752.7666<>689.1852
410,3,Enalapril Maleate,97.46053<>111.8476<>127.6269<>156.8651<>174.9649<>202.3466<>232.9771<>259.4307<>280.3151<>331.8299<>364.7809<>404.2292<>465.4901<>492.4077<>513.2921<>558.7737<>615.8577<>665.5162<>624.6756<>646.4882<>671.5495<>695.2184<>684.0801<>702.644<>688.257
411,3,Nitrofural,90.03497<>103.4938<>121.5936<>154.0805<>176.8212<>204.203<>226.9438<>273.8177<>316.0506<>358.7476<>373.5987<>421.8649<>478.0207<>504.0102<>555.0609<>611.6808<>645.56<>643.7036<>735.595<>739.7719<>763.4409<>751.3743<>751.8384<>728.6335<>733.7386
412,3,Sulphadimethoxine,120.6654<>148.0472<>175.8931<>205.5953<>233.9053<>266.3921<>292.8457<>344.3605<>380.5602<>417.688<>452.9594<>514.2203<>542.5303<>543.4585<>570.8403<>623.7474<>691.9698<>760.1921<>700.3235<>723.0643<>762.0485<>756.4794<>746.7333<>743.9487<>747.1974
413,3,Tretinoin,227.872<>269.6408<>302.1277<>359.2117<>401.4446<>450.1748<>511.8998<>573.6248<>630.2448<>652.5215<>683.1519<>760.1921<>761.5844<>800.5687<>767.1536<>741.6282<>826.0941<>738.8436<>719.3516<>726.313<>681.7596<>726.313<>677.5828<>714.7106<>717.0311
414,3,Aripiprazole,101.6374<>114.1681<>137.837<>175.8931<>207.4517<>236.2258<>266.3921<>309.0891<>351.7861<>393.5549<>429.2904<>491.4795<>537.4252<>593.1169<>626.0679<>687.7929<>721.6721<>758.3358<>792.2149<>815.4198<>807.5301<>785.7175<>796.8559<>833.9837<>807.9942
415,3,Trichlormethiazide ,211.1645<>228.3361<>271.0331<>311.4096<>350.8579<>420.4726<>476.1643<>519.3254<>567.5916<>622.8192<>618.1782<>696.6108<>764.369<>775.0433<>750.4461<>782.9329<>824.2376<>809.8506<>761.5844<>799.6404<>736.0591<>733.2745<>732.3463<>717.0311<>690.5775
416,3,Propylthiouracil,234.3694<>265.4639<>304.9122<>364.7809<>406.5497<>472.9156<>527.6791<>574.553<>642.3113<>691.5057<>724.9207<>753.6948<>770.8664<>793.1431<>840.9451<>841.4092<>817.7403<>794.0713<>859.045<>755.5511<>750.4461<>760.1921<>758.7999<>698.9312<>715.1747
417,3,Flurbiprofen ,177.2854<>194.9211<>215.8055<>258.5025<>286.8124<>323.9402<>380.5602<>471.0592<>522.11<>552.7404<>592.6528<>662.2675<>666.9085<>706.3568<>741.1641<>766.2254<>737.9155<>762.9767<>781.5406<>743.9487<>692.4339<>713.7823<>662.2675<>691.0416<>649.2728
418,3,PCI-34051,285.8842<>305.3763<>342.9683<>389.8421<>460.385<>517.469<>560.6301<>627.9243<>650.201<>701.7158<>734.2027<>807.066<>801.9609<>802.425<>866.9346<>826.0941<>830.2709<>735.1309<>786.6457<>761.1204<>761.1204<>775.5074<>744.4128<>724.9207<>706.8209
419,3,Carbamazepine ,239.9386<>258.5025<>285.4201<>349.4656<>392.6267<>444.1416<>482.6617<>560.166<>610.2886<>637.6703<>672.9418<>724.9207<>782.9329<>786.6457<>784.7893<>834.9119<>781.5406<>795.9277<>754.623<>797.7841<>723.0643<>685.4724<>693.8262<>697.5389<>755.0871
420,3,Ketotifen Fumarate ,186.5673<>200.0261<>239.4744<>284.0278<>333.6863<>374.991<>438.1083<>529.0715<>555.0609<>597.7579<>635.814<>688.7211<>762.9767<>772.2587<>782.9329<>866.0064<>858.5809<>884.1063<>864.15<>833.5196<>834.9119<>764.8331<>760.1921<>772.7228<>722.6002
421,3,Lamivudine ,213.9491<>229.2643<>266.3921<>307.6968<>356.4271<>409.7983<>453.4235<>532.3201<>599.1502<>671.0854<>701.2517<>758.7999<>772.2587<>813.5634<>805.2097<>859.045<>887.3549<>818.2043<>816.348<>839.0887<>811.2429<>810.3147<>801.0328<>748.1256<>738.8436
422,3,Epalrestat,171.2521<>199.562<>227.4079<>266.8562<>296.0944<>353.6425<>404.2292<>456.6722<>527.2151<>555.525<>570.8403<>624.2115<>689.6493<>705.4286<>741.1641<>778.2919<>818.6685<>831.1991<>845.5861<>810.7788<>824.2376<>842.8016<>770.8664<>807.066<>789.4303
423,3,Adefovir Dipivoxil ,239.0103<>268.2485<>284.0278<>327.653<>344.3605<>352.2502<>361.0681<>384.2729<>419.5444<>480.3412<>509.1153<>521.6459<>546.7072<>577.3376<>628.3884<>633.4935<>649.7369<>712.3901<>675.7264<>691.0416<>697.5389<>741.1641<>736.5231<>717.0311<>743.9487
424,3,Cyproheptadine HCl ,242.7231<>264.9998<>308.1609<>352.2502<>394.9472<>464.5619<>534.6406<>579.6581<>623.2833<>664.588<>684.5442<>763.4409<>807.9942<>806.1378<>792.2149<>854.8681<>879.9294<>905.4548<>886.8908<>878.073<>834.4478<>821.9172<>785.2534<>759.728<>768.5459
425,3,Mitotane ,261.7511<>291.9175<>343.4323<>384.7371<>444.1416<>501.6897<>561.5583<>651.1292<>680.3673<>690.5775<>757.8716<>762.0485<>799.1763<>832.5914<>770.8664<>787.5739<>840.9451<>853.9399<>837.6965<>838.6247<>806.6019<>742.0923<>776.4355<>760.6563<>782.9329
426,3,Tolnaftate,263.1434<>294.238<>342.0401<>399.5882<>456.6722<>522.11<>583.3709<>661.3393<>673.4059<>747.6615<>799.6404<>832.1273<>822.3812<>836.3042<>873.432<>887.819<>882.7139<>879.9294<>801.4968<>811.707<>802.425<>788.038<>803.8173<>766.2254<>765.2972
427,3,Guaifenesin ,262.6794<>283.5638<>329.0453<>385.2011<>447.8543<>504.9384<>571.3044<>646.0241<>695.6826<>740.236<>792.2149<>775.5074<>820.0607<>941.1902<>893.8523<>884.1063<>884.1063<>831.1991<>777.3638<>754.1589<>720.2797<>759.728<>746.2692<>672.0135<>646.9523
428,3,Ozagrel HCl,199.562<>230.1925<>255.7179<>305.3763<>343.4323<>407.9419<>469.6669<>548.5635<>622.3551<>678.0468<>730.0258<>796.3918<>812.6352<>811.2429<>886.4268<>842.3375<>884.1063<>844.1938<>794.5354<>827.4863<>741.6282<>732.3463<>765.7613<>716.1028<>718.4233
429,3,Pitavastatin Calcium ,246.9<>280.3151<>305.8404<>374.991<>433.9314<>487.7668<>568.5198<>636.7421<>705.8927<>746.7333<>770.8664<>800.5687<>817.7403<>840.4811<>800.1046<>790.8226<>824.2376<>893.3882<>861.8295<>863.686<>879.4653<>887.3549<>879.4653<>805.2097<>760.6563
430,3,Adiphenine HCl,121.1295<>127.1628<>160.5778<>188.4237<>207.4517<>244.5795<>278.4586<>322.0839<>351.7861<>399.1241<>459.4568<>529.5356<>559.2378<>569.912<>605.1835<>657.1624<>691.0416<>780.6124<>794.5354<>752.3025<>796.8559<>753.6948<>767.1536<>743.0205<>746.7333
431,3,UNC2250,110.9194<>114.6321<>116.0244<>118.809<>126.6987<>125.7705<>131.8038<>123.9141<>125.7705<>120.2013<>122.0577<>114.1681<>115.5603<>113.704<>110.9194<>103.0297<>106.2784<>107.6707<>104.422<>100.2451<>109.5271<>100.7092<>107.2066<>109.063<>100.2451
432,3,ZLN005,91.42726<>103.0297<>111.8476<>129.4833<>148.9754<>174.9649<>193.9929<>233.9053<>274.7459<>320.2274<>360.604<>413.047<>478.9489<>584.7632<>643.7036<>692.8979<>781.5406<>843.2656<>884.5704<>938.8698<>976.4617<>967.6439<>1036.794<>995.4897<>1016.374
433,3,AEE788 (NVP-AEE788),272.8895<>296.0944<>327.1889<>352.2502<>376.3833<>409.3342<>436.716<>440.4288<>479.413<>489.1591<>495.6564<>524.4305<>575.0172<>602.863<>583.3709<>639.0626<>645.56<>683.616<>715.1747<>752.7666<>727.2412<>816.348<>790.3585<>799.6404<>812.6352
434,3,Chlorprothixene,80.75301<>84.92989<>100.7092<>137.3729<>158.7214<>165.2188<>201.4184<>233.9053<>263.1434<>293.7739<>304.9122<>340.1837<>390.3062<>430.6827<>472.4515<>527.2151<>568.0557<>600.0784<>662.2675<>674.7982<>675.7264<>709.1414<>712.3901<>704.5004<>673.8699
435,3,Mycophenolate Mofetil,87.25038<>101.6374<>114.1681<>138.7652<>146.1908<>158.7214<>167.5393<>179.6058<>187.9596<>189.816<>201.4184<>213.0209<>222.7669<>238.5462<>247.3641<>260.8229<>271.0331<>296.5585<>309.5532<>309.5532<>321.6198<>330.4376<>346.681<>344.3605<>349.0015
436,3,Rifaximin,122.5218<>135.0524<>161.9701<>204.203<>231.1207<>272.4254<>316.0506<>372.6705<>424.1854<>459.9209<>490.5513<>549.4918<>611.2167<>609.3604<>645.0959<>665.9803<>725.8489<>743.4846<>729.0976<>750.9102<>730.0258<>681.7596<>757.4075<>729.0976<>687.7929
437,3,Pracinostat (SB939),302.5917<>318.3711<>351.322<>345.2887<>343.8965<>351.322<>349.9297<>343.4323<>339.7196<>326.2607<>313.266<>303.984<>282.6355<>275.21<>245.9718<>231.5848<>214.4132<>205.5953<>178.6776<>159.6496<>147.119<>137.3729<>122.0577<>117.8808<>104.422
438,3,Acipimox,96.99644<>104.422<>126.2346<>159.6496<>182.3904<>204.6671<>245.0436<>283.0996<>328.1171<>387.0575<>408.406<>477.5566<>537.4252<>546.7072<>603.3271<>618.6423<>639.9908<>754.1589<>717.9592<>724.4566<>819.5967<>788.038<>787.5739<>784.7893<>773.1869
439,3,LY2811376,217.6618<>238.5462<>271.0331<>316.0506<>367.1013<>407.9419<>474.3079<>541.6021<>600.0784<>638.5985<>691.9698<>728.1694<>750.4461<>812.6352<>824.7017<>871.5756<>870.1833<>898.0292<>820.989<>761.1204<>756.0153<>766.6895<>747.6615<>798.2482<>714.2465
440,3,Pranlukast,225.0874<>243.1872<>285.4201<>335.5427<>387.0575<>447.8543<>517.0049<>582.9068<>634.4216<>677.1187<>713.3183<>761.1204<>802.8892<>818.2043<>814.0275<>820.0607<>814.9557<>778.2919<>753.2307<>803.8173<>724.9207<>734.6667<>662.7316<>666.4444<>665.5162
441,3,DMXAA (Vadimezan),242.259<>272.4254<>300.7354<>347.6092<>394.019<>456.2081<>529.5356<>569.4479<>618.6423<>685.9365<>731.8822<>769.01<>797.7841<>831.6632<>846.5143<>799.6404<>875.7525<>814.4916<>808.9224<>783.397<>805.6737<>704.5004<>689.6493<>725.8489<>740.7
442,3,Chloroxine,273.3536<>281.7073<>331.8299<>387.9857<>424.6494<>452.9594<>489.1591<>514.6844<>531.392<>551.3481<>549.4918<>579.194<>576.8735<>573.1608<>551.3481<>541.6021<>532.7842<>564.3429<>520.7177<>497.5128<>528.6074<>530.9279<>514.6844<>518.8613<>497.9769
443,3,Nebivolol ,253.8615<>277.9946<>320.6916<>368.9577<>423.7213<>481.7335<>524.4305<>591.2606<>660.8752<>719.8156<>769.4741<>805.2097<>828.4145<>885.4985<>870.1833<>887.3549<>914.7367<>909.1675<>899.8856<>954.6491<>902.2061<>863.686<>852.0835<>833.9837<>864.6141
444,3,Bifonazole,193.0647<>216.7337<>234.8335<>275.6741<>317.4429<>362.9245<>416.2957<>486.8386<>565.7352<>594.9733<>620.9628<>668.7649<>727.2412<>729.5617<>701.7158<>695.2184<>724.9207<>714.7106<>720.2797<>708.2132<>643.7036<>656.6984<>612.6091<>637.2062<>628.3884
445,3,Pomalidomide,207.9158<>234.8335<>252.0051<>304.4482<>344.3605<>394.019<>449.2466<>506.3307<>577.3376<>630.7089<>659.947<>698.9312<>782.4688<>810.7788<>793.1431<>831.1991<>834.4478<>864.6141<>848.8348<>806.6019<>832.1273<>753.6948<>719.8156<>769.01<>721.6721
446,3,Valaciclovir HCl,154.0805<>161.0419<>185.175<>234.3694<>272.8895<>324.4043<>374.991<>436.2519<>484.9822<>533.7125<>571.7684<>608.4322<>646.0241<>678.5109<>709.1414<>729.5617<>740.7<>795.9277<>751.3743<>719.3516<>723.5284<>685.9365<>709.6055<>742.0923<>703.5722
447,3,Tie2 kinase inhibitor,82.60941<>89.10677<>108.1348<>132.732<>148.0472<>171.2521<>208.3799<>245.5077<>290.0611<>339.7196<>361.9962<>412.1188<>448.7825<>488.6949<>525.3587<>570.8403<>632.1011<>681.2955<>739.3077<>743.9487<>754.623<>799.6404<>827.4863<>810.7788<>837.2324
448,3,Nizatidine,216.2696<>250.6128<>284.0278<>321.6198<>374.991<>433.0032<>495.1923<>574.0889<>598.222<>657.6265<>706.8209<>765.2972<>800.5687<>809.8506<>814.9557<>819.1326<>890.6036<>836.3042<>810.3147<>794.5354<>754.1589<>717.0311<>699.8594<>728.6335<>664.1239
449,3,Olmesartan Medoxomil,270.1049<>298.879<>353.1784<>411.6547<>459.4568<>516.0767<>588.476<>656.6984<>715.6387<>757.8716<>795.9277<>814.0275<>847.9066<>890.1395<>921.2341<>845.122<>892.46<>872.0397<>852.5476<>915.2008<>731.4181<>794.0713<>766.2254<>795.4636<>736.5231
450,3,Talc,249.6846<>282.6355<>329.5094<>385.6653<>442.2852<>514.6844<>572.6967<>625.6038<>697.0748<>734.2027<>765.7613<>821.4531<>823.7736<>844.658<>786.1816<>837.6965<>862.2936<>799.6404<>809.3865<>801.9609<>839.5529<>746.7333<>721.2079<>724.9207<>669.6931
451,3,Silodosin,259.8947<>279.3869<>325.7966<>374.5269<>429.7545<>494.2641<>568.0557<>641.3831<>702.1799<>735.1309<>754.623<>772.2587<>769.9382<>833.5196<>806.6019<>768.0818<>814.0275<>762.5126<>709.1414<>732.3463<>731.8822<>720.2797<>711.926<>726.7771<>675.7264
452,3,Tioconazole,253.3974<>277.5305<>319.2993<>369.4218<>423.2572<>486.8386<>547.6354<>614.9296<>662.7316<>700.3235<>723.0643<>723.9925<>775.9715<>782.9329<>775.5074<>763.4409<>820.989<>771.3305<>730.0258<>747.1974<>717.4952<>691.0416<>703.1081<>699.3953<>647.8805
453,3,Acetylcysteine,284.0278<>312.8019<>384.7371<>451.103<>497.0487<>575.9453<>664.588<>731.8822<>772.2587<>795.4636<>779.6843<>815.8839<>804.7455<>876.2166<>889.2113<>821.4531<>748.5897<>744.4128<>730.4899<>730.0258<>706.3568<>662.7316<>641.3831<>640.919<>666.4444
454,3,Alibendol,119.2731<>138.7652<>158.7214<>198.6339<>241.7949<>270.1049<>320.2274<>399.5882<>444.1416<>489.1591<>540.6739<>592.1888<>633.0294<>679.9033<>697.0748<>713.7823<>779.6843<>846.0502<>842.3375<>793.6072<>805.6737<>788.5021<>710.5337<>693.3621<>726.313
455,3,ID-8,113.704<>130.4115<>147.119<>190.2801<>218.1259<>249.2205<>278.9228<>329.9735<>372.6705<>417.2239<>449.2466<>523.9664<>554.5969<>580.1222<>583.3709<>637.2062<>713.3183<>732.3463<>763.4409<>768.5459<>741.1641<>686.4006<>712.8542<>706.8209<>681.2955
456,3,Sorafenib,136.9088<>150.8318<>166.6111<>192.6006<>217.6618<>252.4692<>305.3763<>359.2117<>395.4113<>444.6057<>491.0154<>550.42<>585.2273<>616.3218<>630.2448<>646.4882<>664.1239<>675.2623<>695.2184<>677.5828<>680.3673<>684.5442<>677.5828<>701.7158<>671.5495
