Compound,phenotypic_Marker,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118,phenotypic_Marker,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118,Lethal Fraction,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118,LF_max
Benzydamine HCl,SG+,4.6,4.6,6.0,7.0,6.5,7.0,7.0,7.9,8.4,9.3,8.8,10.2,11.1,13.5,13.5,13.5,15.8,15.8,17.2,16.7,16.2,15.8,14.9,13.0,14.9,15.8,16.7,17.2,16.2,20.9,22.3,21.3,20.0,21.8,25.1,27.4,36.2,43.6,46.4,44.6,42.2,45.0,51.1,54.3,58.5,62.2,63.6,65.4,76.6,82.1,83.1,91.0,101.2,99.8,107.7,119.7,120.2,129.9,154.5,168.5,mKate2+,167.1,164.8,175.9,180.5,191.7,193.5,207.9,214.9,236.2,256.6,266.4,285.9,303.1,319.8,324.9,351.3,376.8,399.1,426.5,471.5,496.1,530.9,575.9,605.6,633.0,684.5,724.5,777.4,821.0,889.2,912.0,957.9,1016.4,1060.9,1092.5,1164.0,1239.1,1277.7,1315.3,1374.7,1445.7,1500.4,1552.9,1583.0,1623.9,1673.5,1691.2,1730.2,1764.5,1808.6,1845.3,1860.1,1911.6,1927.4,1971.0,2013.7,2035.5,2060.6,2096.3,2120.9,0,0.03,0.03,0.03,0.04,0.04,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.06,0.06,0.06,0.07,0.07,0.074
Bephenium Hydroxynaphthoate,SG+,6.5,7.0,6.5,7.0,7.4,8.4,10.2,11.1,10.7,7.9,10.2,10.7,11.1,11.6,13.0,13.5,14.9,13.9,15.8,16.2,14.4,14.4,13.0,12.1,12.1,11.6,13.5,13.0,13.0,15.3,13.9,17.2,17.2,19.0,19.5,23.2,27.8,28.8,33.4,35.7,43.6,56.2,66.4,77.5,89.6,103.5,105.8,110.0,123.5,131.8,152.7,169.4,185.2,198.2,214.9,215.3,221.4,240.9,254.8,278.0,mKate2+,229.3,227.9,236.7,242.7,259.9,266.9,279.4,298.0,309.6,328.1,341.6,373.1,386.6,413.0,436.7,459.9,479.4,517.9,544.9,570.8,620.5,653.4,703.6,751.8,795.0,844.2,912.0,978.8,1025.7,1075.3,1125.9,1205.7,1269.3,1325.5,1394.2,1462.4,1519.0,1603.9,1693.5,1750.1,1780.3,1868.9,1888.0,1936.7,1969.2,2009.5,2058.3,2118.6,2130.7,2146.5,2163.2,2170.6,2141.8,2181.7,2211.4,2229.5,2240.2,2267.1,2285.7,2298.2,0,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.04,0.04,0.05,0.05,0.05,0.05,0.06,0.07,0.07,0.08,0.08,0.09,0.09,0.09,0.10,0.10,0.11,0.108
Bepotastine Besilate,SG+,3.7,2.8,2.8,3.7,5.1,5.1,4.2,4.6,6.5,5.6,4.6,6.0,6.0,5.6,5.6,5.6,6.0,5.1,4.6,3.7,4.2,7.0,7.0,6.0,6.5,6.5,6.5,5.6,6.5,7.4,7.4,7.9,8.8,9.7,9.7,7.0,7.9,9.7,8.4,11.6,12.5,14.4,16.7,16.7,21.3,26.9,32.5,35.3,40.4,41.3,48.3,55.2,60.8,59.9,61.7,66.4,71.0,73.8,75.2,75.6,mKate2+,118.8,120.2,124.4,133.2,137.8,142.5,142.9,151.3,165.2,175.4,186.1,192.1,203.7,213.9,225.6,229.3,246.4,265.9,284.5,307.2,323.9,345.8,363.9,390.8,419.5,435.8,458.5,490.6,511.9,550.0,581.1,630.7,670.2,699.9,723.1,744.9,790.8,836.3,889.7,916.1,982.0,1049.3,1117.5,1166.3,1203.4,1211.8,1260.5,1290.7,1322.7,1383.0,1411.8,1478.6,1502.7,1584.4,1609.0,1681.4,1695.3,1771.0,1775.6,1812.8,0,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.041
Berberine HCl,SG+,6.5,6.0,5.6,6.0,6.5,6.5,7.4,7.9,9.3,10.7,9.3,10.2,8.8,8.8,7.9,9.7,9.7,10.2,11.6,11.1,11.6,10.7,11.1,10.2,11.6,13.9,12.5,13.0,13.9,14.4,13.9,13.5,13.5,15.8,14.4,17.2,18.6,18.1,19.0,23.2,23.2,24.1,23.2,26.5,27.8,25.1,24.6,22.7,24.1,24.6,20.4,23.2,24.6,23.7,25.5,28.8,31.1,33.0,29.2,27.4,mKate2+,138.3,135.5,143.4,143.9,154.1,158.3,165.7,178.7,181.9,196.3,203.3,210.7,225.1,227.9,239.0,246.0,250.6,254.3,262.2,271.5,282.6,296.6,301.2,306.3,321.2,327.7,340.6,340.6,354.6,363.9,383.3,387.5,403.8,418.6,431.1,446.0,460.4,454.4,469.2,491.0,486.8,508.7,517.5,532.8,542.5,552.7,558.8,594.0,605.2,621.4,630.2,642.8,657.6,671.1,675.7,697.1,698.0,724.0,738.8,747.7,0,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.052
Bergapten,SG+,2.8,2.8,3.2,5.6,7.9,10.7,12.5,11.6,12.5,13.0,18.1,16.2,15.8,18.1,21.3,19.5,22.3,24.1,22.3,21.3,23.7,23.7,21.8,21.3,22.3,24.1,22.3,20.9,21.8,20.4,20.9,18.1,20.4,17.2,19.5,22.7,23.7,26.5,30.2,39.9,44.6,53.8,57.1,58.5,66.8,73.8,86.8,91.9,96.5,113.7,127.6,134.1,142.9,154.1,165.7,183.3,197.7,212.6,233.0,259.9,mKate2+,199.1,201.0,207.9,214.4,227.9,238.1,246.4,256.2,273.4,292.8,295.6,311.9,343.9,361.5,383.8,400.5,437.6,459.9,487.3,522.1,564.8,597.8,619.1,669.7,716.6,751.4,791.8,837.2,883.2,953.3,995.5,1038.2,1079.0,1158.9,1217.3,1270.2,1339.9,1392.8,1460.1,1499.5,1565.9,1628.5,1690.2,1724.6,1800.7,1823.9,1859.6,1905.1,1927.9,1989.6,2027.6,2055.0,2121.4,2128.8,2125.6,2178.0,2187.3,2236.0,2216.5,2221.2,0,0.01,0.01,0.02,0.03,0.03,0.04,0.05,0.05,0.04,0.04,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.05,0.05,0.05,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.09,0.10,0.10,0.105
Bergenin,SG+,1.4,1.4,1.4,1.4,2.3,2.3,3.2,4.2,4.2,5.6,6.0,4.6,4.2,3.7,4.2,4.2,5.1,6.5,6.5,7.0,6.5,7.4,7.4,6.5,6.5,5.6,8.8,8.4,8.8,11.6,12.1,12.5,13.9,12.1,13.5,10.7,10.7,12.1,11.6,16.7,22.7,23.2,23.2,21.3,32.0,35.3,40.8,50.1,48.3,51.5,52.0,57.1,76.1,78.9,82.1,89.1,99.3,107.7,106.7,124.8,mKate2+,104.4,113.7,109.1,116.0,116.5,125.8,123.0,132.7,136.0,154.1,157.3,173.6,179.6,198.2,205.1,219.5,235.8,248.8,267.8,283.1,304.9,334.2,367.1,384.3,420.5,432.1,455.3,471.1,525.8,555.1,599.6,627.5,660.9,698.9,738.8,779.7,800.1,845.1,883.2,915.2,975.5,1022.4,1066.0,1107.3,1164.4,1199.7,1255.4,1305.0,1371.4,1390.9,1448.9,1512.0,1560.3,1565.9,1601.1,1646.6,1668.0,1667.0,1732.9,1750.6,0,0.01,0.01,0.01,0.01,0.02,0.02,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.04,0.04,0.04,0.03,0.04,0.05,0.05,0.05,0.05,0.06,0.06,0.06,0.07,0.067
Beta Carotene,SG+,1.9,2.3,3.7,3.2,2.8,4.2,4.2,4.2,5.1,5.1,7.0,7.0,7.4,7.0,7.4,7.9,7.9,8.4,9.7,10.7,11.6,12.5,13.5,14.4,13.9,16.2,15.8,13.5,14.4,19.0,21.8,22.3,25.5,23.7,25.5,25.5,26.5,32.0,41.3,42.7,40.4,39.4,56.2,62.7,60.8,68.2,78.9,90.5,93.7,109.5,116.0,124.8,137.4,150.8,169.4,176.8,193.1,213.0,220.9,249.7,mKate2+,158.7,168.9,171.3,181.5,185.2,198.6,204.7,220.9,237.6,244.6,265.5,280.8,291.5,308.6,316.1,345.3,377.8,405.6,441.4,461.3,490.1,529.1,559.2,588.0,615.4,669.2,717.0,778.3,820.5,877.1,924.0,977.4,1029.4,1072.1,1124.5,1198.3,1272.1,1337.5,1403.0,1455.9,1521.8,1571.4,1623.4,1689.3,1747.8,1818.3,1875.0,1922.3,1957.1,2054.1,2080.1,2105.1,2104.7,2112.1,2148.8,2182.7,2171.5,2182.2,2245.3,2247.6,0,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.04,0.04,0.04,0.05,0.05,0.05,0.06,0.06,0.07,0.07,0.07,0.08,0.09,0.09,0.10,0.100
Beta-Lapachone,SG+,6.5,5.6,5.6,5.6,5.6,6.0,6.0,6.0,7.9,10.2,11.1,12.1,12.5,16.7,20.0,24.6,28.3,33.9,33.9,40.4,43.6,45.9,48.7,52.4,52.9,55.2,55.7,57.1,59.4,59.4,61.7,64.0,62.7,64.5,62.2,61.3,59.9,59.4,59.9,59.4,59.9,60.8,58.5,59.4,56.2,55.7,55.2,57.1,58.5,58.9,63.1,60.8,57.5,52.4,55.7,55.2,52.9,52.9,56.2,54.3,mKate2+,140.2,138.3,139.7,139.7,139.7,144.8,148.5,150.8,148.0,152.2,149.0,144.3,145.3,149.9,146.2,141.5,142.5,141.5,141.5,136.4,125.8,123.9,124.8,125.8,125.8,123.5,124.8,125.3,119.7,120.7,118.3,120.7,117.4,119.7,113.2,110.0,112.8,108.1,108.6,105.8,105.8,104.4,104.0,103.5,103.5,107.7,104.0,104.9,105.8,103.0,100.2,101.2,100.2,104.9,103.0,106.7,106.7,105.8,106.3,107.7,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.06,0.07,0.08,0.08,0.10,0.12,0.15,0.17,0.19,0.19,0.23,0.26,0.27,0.28,0.29,0.30,0.31,0.31,0.31,0.33,0.33,0.34,0.35,0.35,0.35,0.36,0.37,0.36,0.37,0.37,0.38,0.38,0.38,0.38,0.38,0.38,0.37,0.38,0.38,0.38,0.39,0.39,0.39,0.39,0.38,0.39,0.38,0.38,0.38,0.38,0.37,0.392
Betahistine 2HCl,SG+,2.3,3.2,4.6,5.1,5.6,4.6,6.0,6.0,6.5,7.4,7.9,7.0,8.4,7.9,7.9,7.9,8.4,7.9,9.3,7.9,8.8,9.3,9.7,11.6,13.0,12.5,11.6,11.1,10.7,15.8,13.0,14.4,15.8,14.9,15.8,19.5,19.0,17.2,16.7,20.0,22.7,20.4,26.0,23.7,24.6,26.5,27.8,24.6,28.3,33.0,32.5,38.1,39.9,40.4,48.7,51.5,57.1,63.1,58.9,58.9,mKate2+,135.5,131.3,137.4,137.8,143.9,152.7,156.4,166.1,172.6,175.4,189.8,199.1,204.2,216.7,232.5,246.4,261.8,273.8,293.3,312.8,334.2,355.0,369.4,396.3,418.6,444.1,459.9,478.5,517.5,530.0,555.5,583.4,615.4,640.9,671.1,683.2,712.4,743.0,768.1,789.9,812.2,826.1,847.9,852.1,886.4,898.5,917.5,956.0,954.6,976.0,991.3,998.7,1025.2,1047.0,1077.2,1093.9,1077.6,1121.7,1137.5,1153.3,0,0.02,0.02,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.02,0.02,0.02,0.03,0.03,0.03,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.053
Betamethasone ,SG+,1.4,2.3,2.8,3.7,4.6,5.6,7.4,7.0,9.3,9.7,8.8,8.8,9.3,12.1,9.7,10.2,10.2,11.1,12.1,12.5,14.9,12.1,13.0,11.1,9.3,10.7,9.7,8.8,11.6,12.5,12.5,14.9,13.5,10.7,11.6,15.3,16.2,18.6,18.6,21.8,28.8,30.2,30.2,29.2,31.1,33.0,41.3,44.6,56.6,53.8,62.7,68.2,64.0,69.6,72.4,72.9,76.1,83.1,76.6,75.2,mKate2+,196.8,191.2,206.1,216.3,232.5,250.1,256.6,271.5,294.2,300.7,322.1,342.0,368.0,397.3,410.3,437.2,466.0,501.7,525.8,561.1,593.6,607.5,646.5,693.8,730.5,745.8,803.8,853.5,872.0,931.9,952.8,1014.1,1040.0,1091.1,1138.9,1179.7,1215.9,1269.3,1286.9,1329.2,1379.8,1409.5,1424.3,1480.9,1517.1,1552.9,1580.7,1632.2,1674.5,1691.2,1715.8,1738.0,1746.4,1806.3,1848.0,1839.7,1918.1,1933.4,1939.9,1965.5,0,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.041
Betamipron,SG+,4.2,3.7,3.7,5.6,5.1,5.6,6.0,7.0,6.0,7.9,7.9,8.4,7.9,8.4,9.3,9.3,12.5,14.4,15.8,15.8,16.2,17.6,16.7,15.8,14.4,16.7,18.6,17.6,18.1,21.8,26.0,25.1,24.6,32.0,45.9,47.3,55.2,57.5,65.0,64.5,68.7,77.5,95.6,108.6,124.4,139.7,146.2,150.8,157.3,160.6,168.9,180.1,199.6,228.3,235.8,258.0,288.2,310.9,321.2,331.8,mKate2+,232.0,236.7,246.4,255.3,268.2,284.5,301.2,321.6,337.9,371.7,383.8,404.7,439.5,465.0,483.6,530.5,567.6,599.6,647.4,678.5,730.0,770.4,804.7,838.6,907.3,955.1,1025.7,1068.4,1151.4,1222.4,1289.3,1364.4,1416.0,1480.0,1508.3,1566.3,1621.1,1701.4,1777.0,1823.0,1896.8,1965.0,1996.5,2047.6,2047.1,2039.2,2116.3,2153.4,2191.0,2188.2,2191.9,2212.4,2240.7,2182.7,2225.8,2220.7,2222.6,2233.2,2284.8,2239.3,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.04,0.05,0.05,0.06,0.06,0.06,0.07,0.07,0.07,0.07,0.08,0.08,0.09,0.10,0.10,0.11,0.12,0.12,0.13,0.129
Bethanechol chloride,SG+,5.1,5.1,6.0,4.6,6.5,7.0,7.0,6.0,6.0,5.6,7.4,7.4,8.4,10.7,11.6,10.7,10.2,10.2,11.6,11.1,11.6,14.9,15.8,14.4,14.9,17.6,16.2,17.2,17.2,18.6,20.4,25.1,27.8,29.2,35.3,41.3,47.8,55.2,68.2,71.9,80.8,82.6,88.2,90.0,109.5,112.8,136.9,157.8,183.3,206.1,227.9,240.9,255.7,265.0,274.3,302.1,333.2,347.1,369.0,391.2,mKate2+,243.7,246.9,252.9,262.2,274.3,290.5,299.8,323.5,350.4,362.0,390.3,409.8,431.6,478.9,495.7,526.8,548.1,586.6,627.5,674.3,724.9,782.5,812.6,857.7,904.5,945.8,957.0,1044.2,1086.5,1159.8,1228.0,1293.4,1341.2,1404.4,1467.5,1528.7,1567.7,1624.8,1672.1,1700.9,1770.1,1798.8,1862.4,1945.0,1970.1,1961.7,1978.9,2033.2,2059.7,2053.2,2081.0,2061.5,2115.4,2140.4,2177.1,2139.0,2156.2,2158.1,2148.3,2182.2,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.05,0.04,0.05,0.05,0.06,0.07,0.08,0.09,0.10,0.10,0.11,0.11,0.11,0.12,0.13,0.14,0.15,0.15,0.152
Betulinic acid,SG+,1.9,2.3,2.3,2.3,2.3,3.2,3.2,5.1,7.4,8.4,8.8,11.1,11.1,9.7,7.0,7.9,11.1,13.9,10.7,12.1,10.2,12.1,12.1,10.7,13.0,14.9,12.5,11.1,12.1,14.4,14.4,12.1,14.4,13.9,17.6,18.6,20.0,23.7,26.0,29.2,28.3,31.1,39.4,39.9,41.3,49.7,51.1,58.5,60.8,73.3,80.3,91.0,98.9,102.1,109.1,116.5,130.9,146.2,158.7,160.1,mKate2+,146.2,144.3,158.3,155.9,166.1,180.1,192.1,193.1,212.1,221.4,233.9,243.7,267.8,285.9,298.4,320.7,345.8,344.8,374.5,396.8,428.8,478.0,494.7,524.9,558.3,598.7,627.5,661.3,698.9,756.9,772.3,850.7,897.6,957.9,998.3,1047.9,1081.3,1159.8,1217.3,1241.5,1296.7,1368.6,1434.1,1477.7,1560.3,1603.0,1656.8,1695.3,1717.6,1755.2,1812.8,1838.3,1900.0,1975.7,2021.1,2038.3,2120.0,2177.5,2204.5,2235.6,0,0.01,0.02,0.01,0.01,0.01,0.02,0.02,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.06,0.06,0.07,0.07,0.067
Bexarotene,SG+,4.2,5.1,4.6,5.6,8.8,7.9,10.2,9.3,9.7,10.7,12.1,10.7,10.2,13.0,12.5,11.1,10.2,12.1,11.6,13.5,13.0,14.4,14.9,14.9,14.9,16.7,16.7,17.2,17.6,17.6,18.1,24.1,28.3,27.8,36.2,39.4,40.4,35.3,37.1,36.7,44.1,48.7,57.1,58.5,62.7,64.5,69.6,74.7,76.6,78.0,83.5,87.7,92.8,97.5,101.2,111.8,117.4,126.7,126.7,134.1,mKate2+,155.9,159.2,161.5,172.6,172.2,181.5,194.5,207.5,220.0,239.5,247.4,272.4,278.5,295.2,322.1,328.6,359.7,380.6,416.8,451.6,482.7,499.8,538.8,564.3,595.0,605.6,654.4,677.1,751.4,773.2,809.4,838.2,877.6,896.6,946.8,979.7,1001.5,1014.5,1054.0,1094.8,1118.0,1144.9,1215.0,1247.5,1273.9,1299.5,1358.0,1383.5,1449.4,1459.1,1515.7,1530.6,1567.3,1569.1,1566.8,1608.6,1661.0,1676.8,1705.1,1735.7,0,0.03,0.03,0.03,0.03,0.05,0.05,0.05,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.06,0.06,0.07,0.07,0.07,0.07,0.07,0.072
"BEZ235 (NVP-BEZ235, Dactolisib)",SG+,2.8,3.7,3.7,2.3,1.9,1.9,2.3,3.7,4.6,5.6,5.6,5.1,6.5,5.6,5.6,5.1,5.1,7.4,7.0,7.9,6.5,7.4,7.0,7.9,9.7,11.1,10.2,9.3,10.2,9.7,10.7,12.1,11.6,11.6,14.9,14.9,12.5,13.0,14.9,13.0,11.6,10.2,8.8,9.3,10.2,9.3,9.3,9.3,10.2,10.7,9.3,8.4,8.8,9.7,11.1,11.1,12.5,12.5,11.6,12.1,mKate2+,139.7,139.2,140.6,144.3,149.9,152.2,160.6,166.1,169.9,169.9,173.1,178.7,181.5,181.5,188.0,190.3,187.5,191.7,194.0,189.8,190.7,191.2,188.0,191.2,188.9,192.1,194.5,185.6,185.2,189.8,186.1,175.9,178.7,178.7,175.9,176.8,179.6,171.3,169.4,171.7,161.5,160.6,167.5,166.1,166.6,168.9,167.1,169.4,165.7,163.4,162.4,166.6,167.5,162.4,167.5,162.4,153.2,156.9,157.8,151.8,0,0.02,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.09,0.09,0.09,0.089
Bezafibrate,SG+,0.0,0.0,0.0,0.0,0.5,0.9,1.4,2.3,3.2,3.2,3.7,3.7,3.7,4.2,3.7,4.2,3.7,4.6,4.6,5.1,7.4,6.5,7.0,8.4,7.9,9.7,10.7,9.7,10.2,9.3,10.7,12.1,13.5,13.9,15.3,13.9,14.4,17.2,20.0,19.5,17.6,19.0,25.5,30.6,34.8,36.7,46.4,50.1,58.5,59.4,56.2,64.0,68.2,75.2,78.0,82.1,89.1,96.1,109.1,115.1,mKate2+,88.2,93.7,100.7,112.3,114.6,129.9,135.5,143.4,156.4,169.9,185.2,200.5,201.0,220.4,240.9,253.9,259.4,285.9,294.2,322.1,338.3,352.3,388.4,408.4,442.3,464.1,497.5,512.4,560.2,583.8,588.9,629.8,655.3,708.7,755.1,791.8,806.6,849.3,868.8,891.5,934.7,957.9,1001.5,1025.2,1068.8,1087.4,1122.2,1185.8,1202.5,1239.6,1273.9,1309.2,1361.2,1364.4,1385.8,1407.6,1458.7,1489.8,1513.4,1573.3,0,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.04,0.04,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.06,0.06,0.06,0.07,0.07,0.068
BGJ398 (NVP-BGJ398),SG+,4.6,4.2,4.2,6.0,6.5,8.4,10.7,12.1,12.5,12.5,14.9,14.9,20.9,21.8,22.7,23.2,23.7,21.8,23.2,24.6,26.5,29.7,26.9,28.3,32.5,31.1,32.5,32.5,33.4,31.1,32.0,34.8,32.0,31.1,34.3,33.9,31.6,32.5,34.8,39.9,33.0,33.9,35.7,37.6,42.7,43.2,48.7,53.4,51.5,53.8,61.3,58.5,66.4,62.2,59.9,64.0,76.1,81.7,84.9,91.4,mKate2+,180.5,188.9,197.7,198.6,206.5,211.6,219.1,219.5,221.8,237.2,241.8,247.8,258.0,267.8,283.1,290.1,292.4,303.5,310.5,322.1,334.2,343.9,348.5,353.2,362.0,375.5,379.6,399.6,407.0,417.7,448.3,456.2,467.8,491.9,499.4,516.1,541.6,555.1,583.8,588.5,608.0,630.2,645.6,662.7,685.5,717.0,738.4,756.5,778.3,792.2,819.1,832.6,840.5,870.6,899.9,931.9,948.2,952.8,956.5,975.5,0,0.03,0.02,0.02,0.03,0.03,0.04,0.05,0.05,0.05,0.05,0.06,0.06,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.06,0.06,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.08,0.09,0.086
